0.30875, 0.3375,-0.29625, -0.33375 
0.295, 0.3275,-0.29125, -0.3175 
0.26375, 0.2,-0.2575, -0.2825 
0.2925, 0.3325,-0.29375, -0.35375 
0.2980952380952381, 0.3323809523809524,-0.24761904761904763, -0.3295238095238095 
0.30125, 0.32125,-0.1825, -0.29 
0.29125, 0.335,-0.275, -0.34 
0.2742857142857143, 0.32476190476190475,-0.2980952380952381, -0.32095238095238093 
0.29875, 0.34125,-0.30875, -0.33 
0.3019047619047619, 0.3352380952380952,-0.2723809523809524, -0.3238095238095238 
0.25875, 0.29,-0.235, -0.3125 
0.3047619047619048, 0.30952380952380953,-0.31238095238095237, -0.3495238095238095 
0.27592593, 0.32685184,-0.29074073, -0.33333334 
0.27222222, 0.32222223,-0.29166666, -0.31944445 
0.30833333333333335, 0.3453703703703704,-0.30648148148148147, -0.35 
0.2761904761904762, 0.26285714285714284,-0.06285714285714286, -0.30952380952380953 
0.30666666666666664, 0.3342857142857143,-0.28476190476190477, -0.2857142857142857 
0.30833333333333335, 0.3453703703703704,-0.30648148148148147, -0.35 
