,valence,arousal
0,-0.14666666666666667,0.2257142857142857
1,-0.14666666666666667,0.2257142857142857
2,0.1295238095238095,-0.08
3,0.1523809523809524,0.15142857142857144
4,-0.1295238095238095,0.1676190476190476
5,0.08761904761904762,-0.054285714285714284
6,0.15047619047619049,-0.13142857142857142
7,-0.2038095238095238,0.1580952380952381
8,0.12761904761904763,-0.11523809523809524
9,0.19523809523809524,0.3057142857142857
10,0.15904761904761905,0.07523809523809524
11,-0.13714285714285715,0.14285714285714285
12,-0.10761904761904761,-0.10666666666666667
13,-0.10476190476190476,-0.10571428571428572
14,-0.16,-0.18
15,0.19047619047619047,-0.21047619047619048
16,0.18,-0.12285714285714286
17,0.20761904761904762,0.29904761904761906
18,0.22857142857142856,0.2038095238095238
19,0.1523809523809524,0.17333333333333334
20,0.22476190476190477,0.26095238095238094
21,0.12476190476190477,0.047619047619047616
22,0.24857142857142858,-0.10380952380952381
23,0.2733333333333333,0.13714285714285715
24,0.045714285714285714,0.07047619047619047
25,-0.16666666666666666,0.08857142857142856
26,0.08285714285714285,0.16
27,0.17047619047619048,0.045714285714285714
28,-0.2714285714285714,0.3238095238095238
29,0.17809523809523808,-0.24095238095238095
30,0.3047619047619048,-0.14285714285714285
31,-0.049523809523809526,0.09428571428571429
32,0.1961904761904762,-0.09619047619047619
33,-0.2361904761904762,0.03333333333333333
34,0.18761904761904763,0.11428571428571428
35,0.23523809523809525,-0.19428571428571428
36,0.2780952380952381,-0.17809523809523808
37,-0.14857142857142858,-0.12857142857142856
38,-0.16666666666666666,-0.12761904761904763
39,0.24952380952380954,-0.24571428571428572
40,0.17333333333333334,-0.18571428571428572
41,0.2914285714285714,-0.20666666666666667
42,0.23238095238095238,-0.10380952380952381
43,0.23047619047619047,-0.10476190476190476
44,0.30666666666666664,0.29333333333333333
45,-0.02095238095238095,0.2742857142857143
46,-0.28476190476190477,0.32666666666666666
47,-0.07904761904761905,-0.012380952380952381
48,0.29428571428571426,-0.2857142857142857
49,0.26,0.009523809523809525
50,0.25523809523809526,-0.18857142857142858
51,-0.19714285714285715,-0.24857142857142858
52,0.18761904761904763,0.17238095238095238
53,0.1980952380952381,0.2038095238095238
54,-0.24476190476190476,0.3180952380952381
55,0.21523809523809523,-0.11428571428571428
56,0.2571428571428571,0.04666666666666667
57,-0.2542857142857143,0.32
58,-0.2638095238095238,0.2876190476190476
59,-0.06095238095238095,-0.1419047619047619
60,0.20761904761904762,-0.12761904761904763
61,0.21333333333333335,-0.10380952380952381
62,0.19142857142857142,0.10666666666666667
63,0.24,-0.19523809523809524
64,-0.26,0.3342857142857143
65,0.2276190476190476,-0.17809523809523808
66,0.1980952380952381,0.24476190476190476
67,0.18666666666666668,-0.19523809523809524
68,0.22857142857142856,-0.2
69,0.20952380952380953,-0.26
70,0.20666666666666667,-0.19714285714285715
71,0.22952380952380952,-0.04666666666666667
72,-0.24761904761904763,0.3142857142857143
73,0.1676190476190476,-0.2019047619047619
74,0.1676190476190476,-0.20285714285714285
75,-0.2695238095238095,-0.08190476190476191
76,0.22,0.2219047619047619
77,0.11333333333333333,-0.20952380952380953
78,0.17714285714285713,-0.16
79,-0.12571428571428572,-0.11047619047619048
80,0.21428571428571427,-0.11619047619047619
81,0.22857142857142856,-0.12380952380952381
82,0.22476190476190477,-0.12666666666666668
83,0.20952380952380953,0.14095238095238094
84,0.21619047619047618,0.15333333333333332
85,0.23809523809523808,-0.24666666666666667
86,0.2361904761904762,0.2704761904761905
87,-0.2704761904761905,0.3171428571428571
88,0.22857142857142856,-0.17238095238095238
89,0.22857142857142856,-0.17238095238095238
90,0.02095238095238095,-0.004761904761904762
91,-0.26095238095238094,0.32476190476190475
92,0.1380952380952381,0.20095238095238097
93,0.1742857142857143,-0.16857142857142857
94,0.19333333333333333,-0.21142857142857144
95,-0.259047619047619,-0.21047619047619048
