,valence,arousal,part_quadrant,proj_quadrant
0,0.14125,-0.29625,Q4,Q4
1,-0.07875,0.1525,Q2,Q4
2,-0.27125,0.3225,Q2,Q2
3,0.135,0.09875,Q1,Q1
4,-0.13,0.21875,Q2,Q2
5,0.04375,0.1675,Q1,Q3
6,0.0975,-0.29625,Q4,Q4
7,-0.18375,0.335,Q2,Q2
8,-0.275,0.33,Q2,Q2
9,-0.17,0.12125,Q2,Q1
10,-0.06875,0.175,Q2,Q1
11,0.155,0.08,Q1,Q1
12,-0.2125,-0.0875,Q3,Q3
13,-0.105,-0.05875,Q3,Q4
14,0.15,0.15375,Q1,Q1
15,-0.20125,-0.06875,Q3,Q3
16,0.07875,-0.2625,Q4,Q4
17,0.07,0.02875,Q1,Q3
18,0.13,0.26625,Q1,Q1
19,-0.12875,-0.22125,Q3,Q3
20,0.1975,-0.1425,Q4,Q4
21,-0.205,0.32375,Q2,Q2
22,-0.15375,0.185,Q2,Q2
23,-0.12625,-0.08625,Q3,Q3
24,-0.25625,0.30875,Q2,Q2
25,-0.085,0.24875,Q2,Q2
26,-0.125,0.19,Q2,Q2
27,-0.1875,-0.05875,Q3,Q3
28,-0.2475,0.30875,Q2,Q2
29,-0.1725,0.0325,Q2,Q3
30,-0.22,-0.0675,Q3,Q3
31,-0.21,-0.07,Q3,Q3
32,0.17375,0.22,Q1,Q1
33,0.085,0.2175,Q1,Q1
34,0.215,0.23875,Q1,Q1
35,0.20875,-0.09125,Q4,Q4
36,0.19375,-0.0975,Q4,Q4
37,-0.18875,-0.07375,Q3,Q3
38,0.2025,0.19125,Q1,Q4
39,0.22125,0.265,Q1,Q1
40,0.2025,0.23625,Q1,Q1
41,0.17875,-0.09125,Q4,Q3
42,0.18125,-0.06125,Q4,Q4
43,0.18125,-0.07125,Q4,Q4
44,-0.11125,0.24125,Q2,Q2
45,-0.13125,0.2325,Q2,Q2
46,0.2175,0.19125,Q1,Q1
47,0.29125,0.10125,Q1,Q4
48,-0.07,-0.12375,Q3,Q2
49,0.18,0.22375,Q1,Q1
50,-0.10125,0.28125,Q2,Q2
51,0.105,0.115,Q1,Q1
52,-0.17875,-0.08875,Q3,Q3
53,-0.25375,0.31125,Q2,Q2
54,0.2,-0.07,Q4,Q4
55,-0.18625,-0.085,Q3,Q3
56,0.15,0.18125,Q1,Q2
57,0.185,-0.09625,Q4,Q1
58,-0.15875,-0.08125,Q3,Q4
59,-0.10125,-0.14875,Q3,Q4
60,-0.16875,0.2975,Q2,Q2
61,0.1975,0.07,Q1,Q3
62,0.2125,0.2275,Q1,Q1
63,-0.0825,0.22625,Q2,Q2
64,-0.1525,-0.085,Q3,Q3
65,0.0775,0.3075,Q1,Q1
66,0.095,0.115,Q1,Q4
67,0.24875,0.1175,Q1,Q1
68,-0.14,-0.3075,Q3,Q3
69,0.24375,-0.1325,Q4,Q4
70,0.23,-0.2125,Q4,Q3
71,0.2275,0.075,Q1,Q4
72,0.215,-0.23375,Q4,Q3
73,0.1275,-0.0625,Q4,Q4
74,0.13125,0.24375,Q1,Q1
75,0.22875,-0.0775,Q4,Q3
76,0.1775,0.11,Q1,Q1
77,-0.08625,0.235,Q2,Q2
78,0.09,-0.34,Q4,Q4
79,0.13875,0.1025,Q1,Q1
80,-0.21,0.32,Q2,Q2
81,0.125,-0.20625,Q4,Q4
82,-0.09875,-0.23125,Q3,Q3
83,-0.15,0.31875,Q2,Q2
84,0.21375,-0.21875,Q4,Q4
85,-0.22875,0.25875,Q2,Q2
86,0.23,0.08,Q1,Q1
87,-0.035,0.2875,Q2,Q2
88,-0.20625,-0.055,Q3,Q2
89,-0.1325,-0.16875,Q3,Q3
90,-0.07125,-0.08625,Q3,Q3
91,-0.12875,0.2725,Q2,Q1
92,-0.115,0.09,Q2,Q3
93,0.21125,-0.0925,Q4,Q4
94,0.205,0.14,Q1,Q1
95,0.16375,0.1,Q1,Q4
