trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,17.570666530984454,None,../fMRI_stim/music/Q2/MT0008455201.wav,Q3,20.02536966500338,None,19.97490833927295,31.978824350982904,[-0.07],[-0.12375],[1],[0],[0],[31.150036113976967],0.002475663262885064,None,51.13684396800818,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
1,0,1,0,,,../fMRI_stim/music/Q1/MT0013389935.wav,Q1,53.55989963898901,None,53.54879501507967,65.5556236889679,[0.18],[0.22375],[1],[0],[0],[42.356156209949404],0.008072535099927336,None,95.92826729395892,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
2,0,2,0,,,../fMRI_stim/music/Q2/MT0012124855.wav,Q2,98.43551136099268,None,98.41944913513144,110.43597519496689,[-0.10125],[0.28125],[1],[0],[0],[17.601858702022582],0.004695408162660897,None,116.02759504097048,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
3,0,3,0,,,../fMRI_stim/music/Q1/MT0009845271.wav,Q1,118.40997471596347,None,118.39852368066204,130.41710419696756,[0.105],[0.115],[1],[0],[0],[17.90169315901585],0.00594666664255783,None,136.30556536000222,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
4,0,4,0,,,../fMRI_stim/music/Q3/MT0001982863.wav,Q3,138.66225940000731,None,138.6475079223281,None,[-0.17875],[-0.08875],[1],[0],[0],[9.100292754010297],0.003003856400027871,None,147.7561079019797,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
5,0,5,0,,,../fMRI_stim/music/Q2/MT0006806145.wav,Q2,150.178447424958,None,150.1636266511632,None,[-0.25375],[0.31125],[1],[0],[0],[8.22484349302249],0.003735650156158954,None,158.3977330789785,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
6,0,6,0,,,../fMRI_stim/music/Q4/MT0014489361.wav,Q4,160.82543552096467,None,160.80584525415907,172.82221790699987,[0.2],[-0.07],[1],[0],[0],[15.54541954601882],0.0014010341838002205,None,176.36252743698424,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
7,0,7,0,,,../fMRI_stim/music/Q3/MT0007550652.wav,Q3,178.7679585670121,None,178.7559775849688,None,[-0.18625],[-0.085],[1],[0],[0],[10.501756286015734],0.007659983006305993,None,189.26264137297403,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
8,0,8,0,,,../fMRI_stim/music/Q2/MT0003311798.wav,Q1,191.66891530598514,None,191.65618160296,None,[0.15],[0.18125],[1],[0],[0],[6.158891923027113],0.005933241976890713,None,197.82107118197018,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
9,0,9,0,,,../fMRI_stim/music/Q1/MT0013350034.wav,Q4,200.31695003499044,None,200.30411176313063,None,[0.185],[-0.09625],[1],[0],[0],[6.988029834988993],0.004057946149259806,None,207.3018897550064,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
10,0,10,0,,,../fMRI_stim/music/Q4/MT0001877603.wav,Q3,209.70745318796253,None,209.6942363309674,None,[-0.15875],[-0.08125],[1],[0],[0],[11.614372404001188],0.00459923199377954,None,221.3173173549585,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
11,0,11,0,,,../fMRI_stim/music/Q4/MT0007119529.wav,Q3,223.71606717596296,None,223.6985730748682,None,[-0.10125],[-0.14875],[1],[0],[0],[7.3696932009770535],0.002802315924782306,None,231.0789247569628,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
12,0,12,0,,,../fMRI_stim/music/Q2/MT0012116237.wav,Q2,233.47083736996865,None,233.45574340274325,None,[-0.16875],[0.2975],[1],[0],[0],[4.963974004029296],0.0024220687337219715,None,238.42887578095542,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
13,0,13,0,,,../fMRI_stim/music/Q3/MT0010375510.wav,Q1,240.84791863401188,None,240.83551744208089,None,[0.1975],[0.07],[1],[0],[0],[9.612358186976053],0.006632772157900035,None,250.45462200901238,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
14,0,14,0,,,../fMRI_stim/music/Q1/MT0011957429.wav,Q1,252.83744763198774,None,252.82449443163932,None,[0.2125],[0.2275],[1],[0],[0],[9.354246273986064],0.005348282633349299,None,262.1852379029733,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
15,0,15,0,,,../fMRI_stim/music/Q2/MT0011145388.wav,Q2,264.61502020497574,None,264.6025327721727,None,[-0.0825],[0.22625],[1],[0],[0],[10.770691049052402],0.005616780195850879,None,275.37926737300586,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
16,0,16,0,,,../fMRI_stim/music/Q3/MT0011440705.wav,Q3,277.7609552979702,None,277.74517467667465,289.770333071996,[-0.1525],[-0.085],[1],[0],[0],[16.247064619034063],0.0041361806797795,None,293.9995585459983,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
17,0,17,0,,,../fMRI_stim/music/Q1/MT0007057303.wav,Q1,296.36498720099917,None,296.3492244894325,None,[0.0775],[0.3075],[1],[0],[0],[6.755913314991631],0.004125002422370017,None,303.118297975976,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
18,0,18,0,,,../fMRI_stim/music/Q4/MT0014475915.wav,Q1,305.52896822895855,None,305.5139486881031,317.52689596195705,[0.095],[0.115],[1],[0],[0],[15.751783934014384],0.0050155321368947625,None,321.2742055169656,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
19,0,19,0,,,../fMRI_stim/music/Q1/MT0002532237.wav,Q1,323.68614594696555,None,323.67312051599146,None,[0.24875],[0.1175],[1],[0],[0],[5.3488390619750135],0.005381455994211137,None,329.028753496008,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
20,0,20,0,,,../fMRI_stim/music/Q3/MT0005262725.wav,Q3,331.4547880719765,None,331.4386959502008,343.4466971549555,[-0.14],[-0.3075],[1],[0],[0],[15.518504938983824],0.00208129920065403,None,346.9661556559731,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
21,0,21,0,,,../fMRI_stim/music/Q4/MT0010758927.wav,Q4,349.3614266819786,None,349.34956273586135,None,[0.24375],[-0.1325],[1],[0],[0],[7.772636984998826],0.00781569688115269,None,357.1268913570093,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
22,0,22,0,,,../fMRI_stim/music/Q3/MT0011594970.wav,Q4,359.51476241397904,None,359.4985177536437,None,[0.23],[-0.2125],[1],[0],[0],[8.24340894096531],0.0011738796602003276,None,367.75217278901255,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
23,0,23,0,,,../fMRI_stim/music/Q4/MT0012862507.wav,Q1,370.14121915900614,None,370.1225486966723,None,[0.2275],[0.075],[1],[0],[0],[9.041077742993366],0.0022151776356622577,None,379.1888278499828,None,,,07,03,2023_Feb_06_1608,musicemotionlatency,2021.2.3,120.49009780780315,
,,,,,,,,,,,,,,,,,,,,,,381.1977135670022,None,,,,,,,
