trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,21.76064238899562,None,../fMRI_stim/music/Q2/MT0001938929.wav,Q2,24.35789812800067,None,24.23671884178184,None,[-0.07875],[0.08375],[1],[0],[0],[11.830716185999336],0.00805929978378117,None,36.07046136399731,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
1,0,1,0,,,../fMRI_stim/music/Q3/MT0002006203.wav,Q4,38.53423858199676,None,38.521083299780734,None,[0.20375],[-0.26],[1],[0],[0],[6.764123291002761],0.002000845779548399,None,45.295141427995986,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
2,0,2,0,,,../fMRI_stim/music/Q2/MT0007697753.wav,Q2,47.78438843799813,None,47.76971504258254,None,[-0.22375],[0.27125],[1],[0],[0],[10.016708267001377],0.005752495584602002,None,57.792808293001144,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
3,0,3,0,,,../fMRI_stim/music/Q4/MT0009075362.wav,Q1,60.24041859099816,None,60.22369356738491,None,[0.07],[0.0625],[1],[0],[0],[8.34890584799723],0.002277193394547794,None,68.58027111100091,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
4,0,4,0,,,../fMRI_stim/music/Q3/MT0001193971.wav,Q1,71.03658707199793,None,71.02072200778348,None,[0.12125],[0.05125],[1],[0],[0],[8.417975317002856],0.0028592497837962583,None,79.44604486699973,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
5,0,5,0,,,../fMRI_stim/music/Q2/MT0008346862.wav,Q3,81.92166632899898,None,81.90574674718228,None,[-0.06625],[-0.22125],[1],[0],[0],[6.74882396900648],0.006860696179501247,None,88.65963091899903,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
6,0,6,0,,,../fMRI_stim/music/Q1/MT0002538335.wav,Q1,91.12829472999874,None,91.11541239498183,None,[0.105],[0.13875],[1],[0],[0],[7.793806230998598],0.006408276982256211,None,98.91286171899992,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
7,0,7,0,,,../fMRI_stim/music/Q3/MT0007043936.wav,Q3,101.36808058399765,None,101.35697820678324,None,[-0.1275],[-0.24625],[1],[0],[0],[10.320572885000729],0.007928571794764139,None,111.68058014199778,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
8,0,8,0,,,../fMRI_stim/music/Q1/MT0002053300.wav,Q1,114.14059430899943,None,114.1284566889808,None,[0.21375],[0.2125],[1],[0],[0],[5.969007277999481],0.007142620976082981,None,120.11513677699986,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
9,0,9,0,,,../fMRI_stim/music/Q2/MT0003019852.wav,Q1,122.55288335299701,None,122.5391523283819,None,[0.1475],[0.23],[1],[0],[0],[10.331899030003115],0.005448540381621569,None,132.87727351699868,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
10,0,10,0,,,../fMRI_stim/music/Q4/MT0010485603.wav,Q4,135.37498925699765,None,135.360253961783,None,[0.21625],[-0.1225],[1],[0],[0],[8.12532905000262],0.007749946787953377,None,143.49224640100147,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
11,0,11,0,,,../fMRI_stim/music/Q4/MT0000901959.wav,Q4,145.96667990699643,None,145.9545812529832,None,[0.06375],[-0.21],[1],[0],[0],[7.9864882940019015],0.007379732989647891,None,153.9475123739976,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
12,0,12,0,,,../fMRI_stim/music/Q4/MT0001438043.wav,Q3,156.4060348319981,None,156.38801523278087,None,[-0.10625],[-0.27],[1],[0],[0],[11.279331493002246],0.0018267677805852145,None,167.67801646099542,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
13,0,13,0,,,../fMRI_stim/music/Q2/MT0003326925.wav,Q2,170.2117834659948,None,170.1957838093789,None,[-0.0775],[0.16],[1],[0],[0],[8.941843931999756],0.004082968385773711,None,179.1467171760014,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
14,0,14,0,,,../fMRI_stim/music/Q1/MT0009213083.wav,Q1,181.66446388299664,None,181.64431027917743,None,[0.04125],[0.09375],[1],[0],[0],[8.793497683000169],0.0017466261706431396,None,190.45130519799568,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
15,0,15,0,,,../fMRI_stim/music/Q2/MT0002399275.wav,Q3,193.0092781869971,None,192.985223619781,None,[-0.04],[-0.18125],[1],[0],[0],[9.782955638002022],0.0006852517835795879,None,202.78057845299918,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
16,0,16,0,,,../fMRI_stim/music/Q3/MT0001920501.wav,Q4,205.2887139960003,None,205.2719913287772,None,[0.17625],[-0.26625],[1],[0],[0],[6.361678440000105],0.0031333247825386934,None,211.64409924999927,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
17,0,17,0,,,../fMRI_stim/music/Q1/MT0001671399.wav,Q1,214.1358832209953,None,214.1218857375803,None,[0.19375],[0.07375],[1],[0],[0],[9.40211470900249],0.005746283582993783,None,223.52797435299726,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
18,0,18,0,,,../fMRI_stim/music/Q1/MT0002297016.wav,Q1,225.98389105599927,None,225.9710019507809,None,[0.21125],[0.2125],[1],[0],[0],[4.481949147004343],0.007527926783950534,None,230.45654121699772,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
19,0,19,0,,,../fMRI_stim/music/Q4/MT0001641228.wav,Q3,232.91652344099566,None,232.90235585878398,None,[-0.235],[-0.22875],[1],[0],[0],[9.31522022200079],0.0053494717794819735,None,242.2247151699994,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
20,0,20,0,,,../fMRI_stim/music/Q3/MT0007438571.wav,Q1,244.6942958149957,None,244.67634351897868,256.6944296770016,[0.12375],[0.15625],[1],[0],[0],[20.968156768998597],0.0003381069836905226,None,265.6568373170012,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
21,0,21,0,,,../fMRI_stim/music/Q1/MT0008675527.wav,Q1,268.1076025029979,None,268.08847452538464,None,[0.155],[0.1525],[1],[0],[0],[5.980976661005116],0.0023449133877875283,None,274.0793777229992,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
22,0,22,0,,,../fMRI_stim/music/Q4/MT0001942272.wav,Q1,276.54058534700016,None,276.5195520705834,None,[0.04],[0.05375],[1],[0],[0],[10.361836065996613],0.0026186165850958787,None,286.8907295589961,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
23,0,23,0,,,../fMRI_stim/music/Q3/MT0001542676.wav,Q3,289.36600208099844,None,289.3498219701825,None,[-0.03875],[-0.11],[1],[0],[0],[11.188379871004145],0.002904139182646759,None,300.55706869799906,None,,,11_s4,001,2023_Mar_09_1151,musicemotionlatency,2021.2.3,119.3306557350982,
