trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,22.90501487092115,None,../fMRI_stim/music/Q4/MT0001058887.wav,Q4,25.45110076700803,None,25.325543753884265,None,[0.12875],[-0.1875],[1],[0],[0],[8.546621995978057],0.0010624369606375694,None,33.882859727949835,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
1,0,1,0,,,../fMRI_stim/music/Q1/MT0001753457.wav,Q4,36.2723431190243,None,36.258876955288,None,[0.14],[-0.18375],[1],[0],[0],[7.88089722301811],0.003018529387190938,None,44.1478069559671,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
2,0,2,0,,,../fMRI_stim/music/Q4/MT0011938737.wav,Q4,46.541823590989225,None,46.53036210641731,None,[0.185],[-0.1975],[1],[0],[0],[3.872154406970367],0.0054073145147413015,None,50.4067583399592,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
3,0,3,0,,,../fMRI_stim/music/Q2/MT0001993588.wav,Q2,52.80973099498078,None,52.7981214554864,None,[-0.09375],[0.08875],[1],[0],[0],[4.879227751051076],0.004963947576470673,None,57.68381180695724,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
4,0,4,0,,,../fMRI_stim/music/Q1/MT0004339430.wav,Q1,60.17655521992128,None,60.16139904153533,None,[0.22875],[0.095],[1],[0],[0],[10.818056432064623],0.00486556557007134,None,70.98688907700125,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
5,0,5,0,,,../fMRI_stim/music/Q3/MT0014794891.wav,Q1,73.41625661100261,None,73.39896284379066,85.4174204969313,[0.04375],[0.12875],[1],[0],[0],[19.163529376033694],0.001818964839912951,None,92.57075966894627,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
6,0,6,0,,,../fMRI_stim/music/Q3/MT0009437817.wav,Q4,94.94659513700753,None,94.93045232207514,None,[0.11125],[-0.2475],[1],[0],[0],[4.0809941010084],0.0040828632190823555,None,99.02017241797876,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
7,0,7,0,,,../fMRI_stim/music/Q3/MT0003435704.wav,Q3,101.44144424097613,None,101.42707187262131,113.43919091497082,[-0.10625],[-0.195],[1],[0],[0],[13.011759439017624],0.004350052680820227,None,114.44525056099519,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
8,0,8,0,,,../fMRI_stim/music/Q2/MT0010897525.wav,Q2,116.81952068093233,None,116.80302369205747,None,[-0.06],[0.1],[1],[0],[0],[6.925459518097341],0.0015371640911325812,None,123.73797758796718,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
9,0,9,0,,,../fMRI_stim/music/Q1/MT0011574534.wav,Q1,126.15352937497664,None,126.13509538059589,None,[0.125],[0.09375],[1],[0],[0],[3.8127318989718333],0.002055365708656609,None,129.95533359399997,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
