trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10,0,10,0,,,../fMRI_stim/music/Q4/MT0029080694.wav,Q3,132.35011443297844,None,132.33814584943465,None,[-0.135],[-0.265],[1],[0],[0],[5.015128058032133],0.006347513408400118,None,137.35808288003318,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
11,0,11,0,,,../fMRI_stim/music/Q4/MT0012151268.wav,Q4,139.77603066992015,None,139.7628253026516,None,[0.17875],[-0.13875],[1],[0],[0],[8.287442403961904],0.00438321172259748,None,148.0572449909523,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
12,0,12,0,,,../fMRI_stim/music/Q4/MT0012766840.wav,Q3,150.46753714198712,None,150.45522049745776,None,[-0.05875],[-0.28],[1],[0],[0],[10.991715658106841],0.007746237562969327,None,161.45030293497257,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
13,0,13,0,,,../fMRI_stim/music/Q3/MT0009693151.wav,Q1,163.8405377449235,None,163.82491701833203,None,[0.26125],[0.00625],[0],[0],[1],[1.54114228207618],0.004374044365249574,None,165.3724699629238,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
14,0,14,0,,,../fMRI_stim/music/Q2/MT0010310896.wav,Q2,167.77833142294548,None,167.76035806444705,None,[-0.10625],[0.19625],[1],[0],[0],[8.964440395007841],0.0011615235125645995,None,176.7347279599635,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
15,0,15,0,,,../fMRI_stim/music/Q2/MT0010490157.wav,Q2,179.16321037092712,None,179.14459354766876,None,[-0.05625],[0.13],[1],[0],[0],[4.8482257350115106],0.00035619863774627447,None,184.00292315892875,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
16,0,16,0,,,../fMRI_stim/music/Q1/MT0011786799.wav,Q1,186.39209102198947,None,186.37654322226297,None,[0.2475],[0.17125],[1],[0],[0],[4.541162583976984],0.0024352811742573977,None,190.92706099397037,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
17,0,17,0,,,../fMRI_stim/music/Q1/MT0026795261.wav,Q1,193.34923833492212,None,193.32877809554338,None,[0.19],[0.13],[1],[0],[0],[9.503934556967579],0.001014193519949913,None,202.84297957702074,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
18,0,18,0,,,../fMRI_stim/music/Q3/MT0001515531.wav,Q4,205.2300480939448,None,205.21563719635594,None,[0.1575],[-0.0925],[1],[0],[0],[10.19191886507906],0.0032974642235785723,None,215.4159096169751,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
19,0,19,0,,,../fMRI_stim/music/Q4/MT0004833310.wav,Q3,217.7947824129369,None,217.77954804226755,229.78642900800332,[-0.03625],[-0.1325],[1],[0],[0],[13.74547965102829],0.004795067245140672,None,231.53173974296078,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
20,0,20,0,,,../fMRI_stim/music/Q2/MT0004942017.wav,Q1,233.91856882197317,None,233.9060960233095,None,[0.1325],[0.1325],[1],[0],[0],[7.098020786070265],0.005274101393297315,None,241.0112855680054,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
21,0,21,0,,,../fMRI_stim/music/Q1/MT0011930865.wav,Q1,243.45149801496882,None,243.43086622676344,None,[0.24],[0.16],[1],[0],[0],[2.3466334079857916],0.00041390780825167894,None,245.79947823099792,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
22,0,22,0,,,../fMRI_stim/music/Q2/MT0026520343.wav,Q2,248.17939980200026,None,248.16977752516976,None,[-0.16375],[0.14],[0],[0],[1],[10.552327211014926],0.007335638045333326,None,258.72757929901127,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
23,0,23,0,,,../fMRI_stim/music/Q3/MT0009220462.wav,Q3,261.1172026899876,None,261.1075094252941,None,[-0.14625],[-0.145],[1],[0],[0],[9.38461924600415],0.007435371284373105,None,270.4970827369252,None,,,03_02,001,2023_Feb_16_1556,musicemotionlatency,2021.2.3,121.54635162751968,
,,,,,,,,,,,,,,,,,,,,,,272.50140879594255,None,,,,,,,
