trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12,0,12,0,,,../fMRI_stim/music/Q4/MT0013095380.wav,Q3,151.47300107800402,None,151.45413738607894,None,[-0.13625],[-0.16625],[1],[0],[0],[7.9925006330013275],0.0011890491005033255,None,159.4588836589828,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
13,0,13,0,,,../fMRI_stim/music/Q2/MT0001938929.wav,Q2,161.90927073103376,None,161.89190339399502,173.90010504296515,[-0.08],[0.1625],[1],[0],[0],[17.433263302082196],0.0006390949711203575,None,179.33593003696296,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
14,0,14,0,,,../fMRI_stim/music/Q1/MT0001671399.wav,Q1,181.7617408479564,None,181.75062642353586,None,[0.1675],[0.15],[1],[0],[0],[4.988916668924503],0.007011206587776542,None,186.7458567849826,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
15,0,15,0,,,../fMRI_stim/music/Q4/MT0001768550.wav,Q4,189.21534580504522,None,189.20027814258356,None,[0.14625],[-0.16875],[1],[0],[0],[10.562836172059178],0.001998987514525652,None,199.77292920497712,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
16,0,16,0,,,../fMRI_stim/music/Q2/MT0003209662.wav,Q2,202.1872594129527,None,202.1705936105922,None,[-0.16125],[0.1525],[1],[0],[0],[3.278743259026669],0.002849698648788035,None,205.45698229398113,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
17,0,17,0,,,../fMRI_stim/music/Q2/MT0006484633.wav,Q2,207.8719988160301,None,207.8580951410113,None,[-0.16875],[0.11375],[1],[0],[0],[4.409836251987144],0.0028294390067458153,None,212.27655506203882,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
18,0,18,0,,,../fMRI_stim/music/Q3/MT0001967374.wav,Q4,214.6704001299804,None,214.65903672198763,226.68257043894846,[0.125],[-0.115],[1],[0],[0],[12.291357108042575],0.007438632077537477,None,226.95391979801934,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
19,0,19,0,,,../fMRI_stim/music/Q4/MT0008342962.wav,Q1,229.33590241102502,None,229.32048861659132,None,[0.21125],[0.14875],[1],[0],[0],[6.1344005019636825],0.004273505532182753,None,235.46150202699937,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
20,0,20,0,,,../fMRI_stim/music/Q2/MT0011369407.wav,Q2,237.88035190000664,None,237.86679927806836,None,[-0.1175],[0.10125],[1],[0],[0],[8.567926082061604],0.004744358011521399,None,246.4432413650211,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
21,0,21,0,,,../fMRI_stim/music/Q2/MT0007535042.wav,Q1,248.86504033196252,None,248.8443881890271,260.86410530202556,[0.175],[0.2],[1],[0],[0],[12.31623923999723],0.0009392398642376065,None,261.1702619630378,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
22,0,22,0,,,../fMRI_stim/music/Q1/MT0002391847.wav,Q1,263.540511979023,None,263.5255113080843,None,[0.12875],[0.13375],[1],[0],[0],[4.382169342017733],0.004973667091690004,None,267.912378715002,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
23,0,23,0,,,../fMRI_stim/music/Q3/MT0001193971.wav,Q3,270.2928298850311,None,270.2779373990139,282.285251616966,[-0.04125],[-0.2825],[1],[0],[0],[12.491541821043938],0.005331611959263682,None,282.77540300495457,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
,,,,,,,,,,,,,,,,,,,,,,284.77631180605385,None,,,,,,,
