trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,14.470804912038147,None,../fMRI_stim/music/Q4/MT0006164654.wav,Q1,16.929237209027633,None,16.887536053499208,None,[0.1325],[0.0775],[1],[0],[0],[5.5311482769902796],0.006813029525801539,None,22.421463869977742,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
1,0,1,0,,,../fMRI_stim/music/Q2/MT0034013916.wav,Q2,24.764056670013815,None,24.753675034525806,None,[-0.14875],[0.13],[1],[0],[0],[8.707143807900138],0.005601755459792912,None,33.466320486040786,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
2,0,2,0,,,../fMRI_stim/music/Q3/MT0010804974.wav,Q4,35.840570601052605,None,35.822624484985134,None,[0.24],[-0.2375],[1],[0],[0],[7.673941885004751],0.0004702170845121145,None,43.506728183012456,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
3,0,3,0,,,../fMRI_stim/music/Q1/MT0012202513.wav,Q4,45.9158234030474,None,45.90555107500404,57.92073510005139,[0.12875],[-0.1775],[1],[0],[0],[20.468813696992584],0.00781785708386451,None,66.3780695409514,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
4,0,4,0,,,../fMRI_stim/music/Q4/MT0034106363.wav,Q3,68.7602982299868,None,68.74483140909578,None,[-0.1925],[-0.18125],[1],[0],[0],[8.73663239297457],0.0024024080485105515,None,77.49039792304393,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
5,0,5,0,,,../fMRI_stim/music/Q3/MT0004922692.wav,Q3,79.9224970729556,None,79.90669982754625,91.92281257198192,[-0.1325],[-0.21375],[1],[0],[0],[12.353100838023238],0.0025818285066634417,None,92.26855433604214,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
6,0,6,0,,,../fMRI_stim/music/Q1/MT0033415296.wav,Q1,94.67028728697915,None,94.6525449204957,None,[0.185],[0.12625],[1],[0],[0],[2.747380562010221],0.002031127456575632,None,97.40827242704108,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
7,0,7,0,,,../fMRI_stim/music/Q3/MT0006555035.wav,Q4,99.79394142504316,None,99.77654484102968,None,[0.13625],[-0.1875],[1],[0],[0],[6.632064356002957],0.002532040001824498,None,106.41721858305391,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
8,0,8,0,,,../fMRI_stim/music/Q3/MT0033226848.wav,Q2,108.82803233899176,None,108.81740122905467,None,[-0.16],[0.14],[1],[0],[0],[7.942756972974166],0.006886992021463811,None,116.7643988400232,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
9,0,9,0,,,../fMRI_stim/music/Q1/MT0005737276.wav,Q1,119.20862743502948,None,119.19182790005578,None,[0.23375],[0.13875],[1],[0],[0],[6.72463070100639],0.002618181868456304,None,125.92582148697693,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
10,0,10,0,,,../fMRI_stim/music/Q1/MT0008401073.wav,Q1,128.34346849401481,None,128.32654806703795,None,[0.1975],[0.1225],[1],[0],[0],[2.998077243915759],0.0006286280695348978,None,131.33385786099825,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
11,0,11,0,,,../fMRI_stim/music/Q4/MT0000901959.wav,Q3,133.915175243048,None,133.90273020954336,145.91619203204755,[-0.0825],[-0.17],[1],[0],[0],[15.172299994970672],0.005399870569817722,None,149.08225529803894,None,,,03_01,001,2023_Feb_16_1550,musicemotionlatency,2021.2.3,119.68099213583868,
