trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,16.153953590999663,None,../fMRI_stim/music/Q1/MT0005832516.wav,Q1,18.708953045999806,None,18.58019385433357,None,[0.012380952380952381],[0.047619047619047616],[1],[0],[0],[6.837146340999425],0.00834555833353079,None,25.42535307700018,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
1,0,1,0,,,../fMRI_stim/music/Q1/MT0001236649.wav,Q2,27.93958694899993,None,27.918274941000163,None,[-0.010476190476190476],[0.06285714285714286],[1],[0],[0],[8.494103982000524],0.0003348700001879479,None,36.45044399899962,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
2,0,2,0,,,../fMRI_stim/music/Q4/MT0000336135.wav,Q3,38.95445460999963,None,38.93506148300003,None,[-0.06857142857142857],[-0.19428571428571428],[1],[0],[0],[10.229913971000315],0.0035736869995162124,None,49.17803131399978,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
3,0,3,0,,,../fMRI_stim/music/Q3/MT0012634038.wav,Q3,51.6826794589997,None,51.66162851199988,None,[-0.28285714285714286],[-0.3323809523809524],[1],[0],[0],[10.257345641000029],0.0018650880001587211,None,61.93426109899974,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
4,0,4,0,,,../fMRI_stim/music/Q1/MT0004339430.wav,Q3,64.44807452900022,None,64.43872403366665,76.45935997600009,[-0.06952380952380953],[-0.11333333333333333],[0],[0],[1],[13.499915142000646],0.014976409666815016,None,77.94093466899994,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
5,0,5,0,,,../fMRI_stim/music/Q4/MT0000661847.wav,Q3,80.43936834299984,None,80.41733297533368,92.42874088600001,[-0.012380952380952381],[-0.20476190476190476],[1],[0],[0],[12.922542180999699],0.002095575333441957,None,93.35418516800019,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
6,0,6,0,,,../fMRI_stim/music/Q3/MT0003435704.wav,Q3,95.83116213099947,None,95.81709286266639,None,[-0.025714285714285714],[-0.22952380952380952],[1],[0],[0],[6.487116655000136],0.009120205665567482,None,102.33448356999997,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
7,0,7,0,,,../fMRI_stim/music/Q2/MT0013822237.wav,Q2,104.85750385000028,None,104.83752953366663,None,[-0.09904761904761905],[0.03333333333333333],[1],[0],[0],[5.7508288610006275],0.006848782665656472,None,110.59781085600025,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
8,0,8,0,,,../fMRI_stim/music/Q2/MT0015541501.wav,Q1,113.09370116500031,None,113.06677129433295,125.09180157399987,[0.02857142857142857],[0.03333333333333333],[1],[0],[0],[12.395839722000346],0.0013748773335464648,None,125.47810393100008,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
9,0,9,0,,,../fMRI_stim/music/Q4/MT0004833310.wav,Q4,127.95968984899991,None,127.95056221433309,139.97180916399975,[0.006666666666666667],[-0.2438095238095238],[1],[0],[0],[18.032543209000323],0.014472581333393464,None,145.98461274599958,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
10,0,10,0,,,../fMRI_stim/music/Q4/MT0028374210.wav,Q3,148.4244691140002,None,148.40902901133353,160.4178037060001,[-0.006666666666666667],[-0.2038095238095238],[1],[0],[0],[12.740435359000003],0.01146287033407134,None,161.1551513559998,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
11,0,11,0,,,../fMRI_stim/music/Q3/MT0000661250.wav,Q3,163.63118023100014,None,163.619036915667,None,[-0.009523809523809525],[-0.06285714285714286],[1],[0],[0],[10.391754688999754],0.011965869666710205,None,174.01553469899955,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
12,0,12,0,,,../fMRI_stim/music/Q4/MT0016932218.wav,Q4,176.47726529899955,None,176.46640020166657,None,[0.008571428571428572],[-0.29904761904761906],[1],[0],[0],[8.341007535000244],0.014879790666782355,None,184.8099217379995,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
13,0,13,0,,,../fMRI_stim/music/Q2/MT0006520567.wav,Q2,187.29184579499997,None,187.2829423023329,199.2934377290003,[-0.23904761904761904],[0.07047619047619047],[1],[0],[0],[15.650025154000105],0.015577190332805912,None,202.93398407600034,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
14,0,14,0,,,../fMRI_stim/music/Q3/MT0004988249.wav,Q3,205.37629851200018,None,205.3541983793329,217.3584709300003,[-0.03238095238095238],[-0.31333333333333335],[1],[0],[0],[16.378172560000166],0.0011433103336457862,None,221.7467322679995,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
15,0,15,0,,,../fMRI_stim/music/Q1/MT0015028144.wav,Q3,224.17934419099947,None,224.16358255333301,None,[-0.045714285714285714],[-0.01619047619047619],[1],[0],[0],[9.15181618799943],0.0067912053327745525,None,233.3256515920002,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
16,0,16,0,,,../fMRI_stim/music/Q1/MT0000442827.wav,Q2,235.81250007699964,None,235.80400996333333,None,[-0.11619047619047619],[0.025714285714285714],[1],[0],[0],[7.8888104899997415],0.015121606334105309,None,243.71625603699977,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
17,0,17,0,,,../fMRI_stim/music/Q2/MT0000456939.wav,Q2,246.18837247400006,None,246.16497050499967,None,[-0.31238095238095237],[0.22952380952380952],[1],[0],[0],[5.658518023999932],0.004830782999306393,None,251.83551757500027,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
18,0,18,0,,,../fMRI_stim/music/Q2/MT0001419145.wav,Q2,254.31738172299993,None,254.30281890233323,266.3260160150003,[-0.008571428571428572],[0.2342857142857143],[1],[0],[0],[14.754722668000795],0.009916247334331274,None,269.06366069399974,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
19,0,19,0,,,../fMRI_stim/music/Q4/MT0006352493.wav,Q4,271.49509415899956,None,271.48405874433314,283.4983394259998,[0.2219047619047619],[-0.34095238095238095],[1],[0],[0],[12.474552530999972],0.012461761333725008,None,283.96489311000005,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
20,0,20,0,,,../fMRI_stim/music/Q3/MT0000300896.wav,Q4,286.5171727070001,None,286.492763396333,298.5155496110001,[0.012380952380952381],[-0.3028571428571429],[1],[0],[0],[12.61983695500021],0.003376976333129278,None,299.127251033,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
21,0,21,0,,,../fMRI_stim/music/Q3/MT0014118699.wav,Q4,301.6122003970004,None,301.60293408333354,313.6262958159996,[0.02666666666666667],[-0.3352380952380952],[1],[0],[0],[15.64034341399929],0.01299077733347076,None,317.2522801140003,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
22,0,22,0,,,../fMRI_stim/music/Q1/MT0018651126.wav,Q2,319.8237008349997,None,319.8023498606663,331.82453786600036,[-0.012380952380952381],[0.2123809523809524],[1],[0],[0],[12.524274718000015],0.00645308166713221,None,332.33853555899987,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
23,0,23,0,,,../fMRI_stim/music/Q2/MT0004942017.wav,Q2,334.8713687869995,None,334.8552091193328,None,[-0.009523809523809525],[0.2561904761904762],[1],[0],[0],[6.930730682999638],0.009070302332474967,None,341.8214466019999,None,,,12_02,001,2023_Mar_27_1710,musicemotionlatency,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,343.82754837300035,None,,,,,,,
