trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14,0,14,0,,,../fMRI_stim/music/Q2/MT0004316859.wav,Q3,156.3143955291016,None,156.29488214034356,None,[-0.19875],[-0.185],[1],[0],[0],[7.263007604982704],0.0002863612025976181,None,163.56903632206377,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
15,0,15,0,,,../fMRI_stim/music/Q2/MT0002050671.wav,Q1,165.99472832900938,None,165.9832140422659,None,[0.14],[0.10875],[1],[0],[0],[8.365033822017722],0.006582667236216366,None,174.35428595007397,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
16,0,16,0,,,../fMRI_stim/music/Q3/MT0001523435.wav,Q3,176.8093066320289,None,176.80068797192072,None,[-0.18125],[-0.1975],[1],[0],[0],[10.850005362997763],0.007741746958345175,None,187.65457653207704,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
17,0,17,0,,,../fMRI_stim/music/Q1/MT0003603772.wav,Q1,190.04127859300934,None,190.0273621606757,None,[0.22875],[0.08625],[1],[0],[0],[8.412513864925131],0.0067998976446688175,None,198.4441609090427,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
18,0,18,0,,,../fMRI_stim/music/Q1/MT0001236649.wav,Q1,200.8833841100568,None,200.87176548307764,None,[0.18],[0.14],[1],[0],[0],[6.1092231050133705],0.00735992903355509,None,206.98622669710312,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
19,0,19,0,,,../fMRI_stim/music/Q4/MT0001109401.wav,Q3,209.40879618399777,None,209.39424578530017,None,[-0.1425],[-0.17],[1],[0],[0],[11.56614379689563],0.0031968712573871017,None,220.96847041207366,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
20,0,20,0,,,../fMRI_stim/music/Q3/MT0000446304.wav,Q3,223.3701102900086,None,223.35989511649825,235.3704572460847,[-0.0525],[-0.2125],[1],[0],[0],[13.190373874967918],0.008202820550650358,None,236.55408629099838,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
21,0,21,0,,,../fMRI_stim/music/Q4/MT0000522789.wav,Q1,238.94257833005395,None,238.92693982372293,None,[0.26375],[0.17125],[1],[0],[0],[5.960853924043477],0.0023814536398276687,None,244.8970470590284,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
22,0,22,0,,,../fMRI_stim/music/Q3/MT0011969592.wav,Q4,247.32113267004024,None,247.31025634228718,None,[0.185],[-0.25375],[1],[0],[0],[11.714592396980152],0.0061550523387268186,None,259.03210952400696,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
23,0,23,0,,,../fMRI_stim/music/Q2/MT0013313448.wav,Q2,261.40557656704914,None,261.3897338698618,None,[-0.11],[0.09],[1],[0],[0],[10.734881803044118],0.003396119805984199,None,272.13505346199963,None,,,03_03,001,2023_Feb_16_1601,musicemotionlatency,2021.2.3,119.57751253167605,
,,,,,,,,,,,,,,,,,,,,,,274.1390515140956,None,,,,,,,
