trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,21.17274152400205,None,../fMRI_stim/music/Q2/MT0006919878.wav,Q3,23.70470412600116,None,23.636968771329705,None,[-0.07],[-0.075],[1],[0],[0],[7.1017872340016766],0.003841339326754678,None,30.745319442001346,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
1,0,1,0,,,../fMRI_stim/music/Q2/MT0030271679.wav,Q1,33.14847983999789,None,33.138427576325924,None,[0.07875],[0.10375],[1],[0],[0],[6.566129300998],0.004823520328500308,None,39.71174354699906,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
2,0,2,0,,,../fMRI_stim/music/Q1/MT0013590244.wav,Q4,42.1128481390042,None,42.099908154326116,None,[0.18125],[-0.0975],[1],[0],[0],[6.865357435999613],0.004812039325770456,None,48.97063856200111,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
3,0,3,0,,,../fMRI_stim/music/Q2/MT0012168286.wav,Q3,51.39476563000062,None,51.37881895002647,None,[-0.10125],[-0.125],[1],[0],[0],[6.670864295003412],0.0025123330269707367,None,58.05827053500252,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
4,0,4,0,,,../fMRI_stim/music/Q4/MT0001877603.wav,Q4,60.49774586700369,None,60.48441562382796,None,[0.15125],[-0.12875],[1],[0],[0],[6.320145867000974],0.004609190822520759,None,66.82623918700119,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
5,0,5,0,,,../fMRI_stim/music/Q1/MT0031996897.wav,Q1,69.25560793500335,None,69.24467977492677,None,[0.09875],[0.2225],[1],[0],[0],[6.908647584998107],0.007328042927838396,None,76.15585252600431,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
6,0,6,0,,,../fMRI_stim/music/Q4/MT0014507179.wav,Q4,78.59655919799843,None,78.58507408982695,None,[0.2475],[-0.28875],[1],[0],[0],[6.702477360995545],0.006557075816090219,None,85.29192335699918,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
7,0,7,0,,,../fMRI_stim/music/Q1/MT0002532237.wav,Q4,87.71463605600002,None,87.6978581871248,99.70596501800173,[0.025],[-0.0375],[1],[0],[0],[19.003244410996558],0.0006873991223983467,None,106.71165543200186,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
8,0,8,0,,,../fMRI_stim/music/Q3/MT0003601752.wav,Q3,109.13731985800405,None,109.12339724602498,None,[-0.23375],[-0.0675],[1],[0],[0],[10.557853088997945],0.004938839025271591,None,119.68993257499824,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
9,0,9,0,,,../fMRI_stim/music/Q3/MT0001982863.wav,Q4,122.14838475800207,None,122.13070564072477,134.1506070309988,[0.055],[-0.07875],[1],[0],[0],[13.501188809001178],0.0015633697184966877,None,135.64210271600314,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
10,0,10,0,,,../fMRI_stim/music/Q3/MT0011612883.wav,Q4,138.10187360399868,None,138.0883930116237,150.10454180899978,[0.03],[-0.03625],[1],[0],[0],[13.461363740003435],0.006516516623378266,None,151.55403160100104,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
11,0,11,0,,,../fMRI_stim/music/Q4/MT0005074629.wav,Q1,153.99845497000206,None,153.98022641882852,None,[0.22125],[0.10875],[1],[0],[0],[6.216894630000752],0.0020539958277367987,None,160.2059264060008,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
12,0,12,0,,,../fMRI_stim/music/Q1/MT0032332758.wav,Q1,162.6700219570048,None,162.65087706272678,None,[0.11875],[0.23125],[1],[0],[0],[6.89536460799718],0.0006159437252790667,None,169.55663889800053,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
13,0,13,0,,,../fMRI_stim/music/Q3/MT0005981667.wav,Q3,172.15398305100098,None,172.13012691313125,None,[-0.055],[-0.12875],[1],[0],[0],[11.292581807996612],0.0024678621266502887,None,183.4324991110043,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
14,0,14,0,,,../fMRI_stim/music/Q1/MT0004683099.wav,Q1,185.88160677500127,None,185.86384646982623,None,[0.2125],[0.265],[1],[0],[0],[6.406582657000399],0.0011069158208556473,None,192.28110445000493,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
15,0,15,0,,,../fMRI_stim/music/Q4/MT0031898123.wav,Q4,194.74263955800416,None,194.73088673362363,None,[0.2425],[-0.2825],[1],[0],[0],[8.34505459999491],0.007574405615741853,None,203.0810792170014,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
16,0,16,0,,,../fMRI_stim/music/Q4/MT0033410438.wav,Q1,205.5451577519998,None,205.5293800776257,None,[0.245],[0.0375],[1],[0],[0],[11.232422118999239],0.003908083621354308,None,216.7689658599993,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
17,0,17,0,,,../fMRI_stim/music/Q3/MT0030304982.wav,Q4,219.24600037599885,None,219.235400515324,None,[0.21125],[-0.0375],[1],[0],[0],[6.808372781000799],0.008325415314175189,None,226.04813983599888,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
18,0,18,0,,,../fMRI_stim/music/Q4/MT0007342701.wav,Q3,228.50831683000433,None,228.4956736386288,240.51393388800352,[-0.06375],[-0.16125],[1],[0],[0],[12.262992019001103],0.006251371625694446,None,240.76497869299783,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
19,0,19,0,,,../fMRI_stim/music/Q1/MT0007443823.wav,Q1,243.28821266500017,None,243.27563611082877,None,[0.2375],[0.28375],[1],[0],[0],[5.890309602000343],0.007430273821228184,None,249.17296327800432,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
20,0,20,0,,,../fMRI_stim/music/Q2/MT0003311798.wav,Q1,251.71497370600264,None,251.69792346673128,None,[0.1275],[0.2675],[1],[0],[0],[5.56410525499814],0.003522255727148149,None,257.26919509599975,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
21,0,21,0,,,../fMRI_stim/music/Q2/MT0005029328.wav,Q3,259.7850516940016,None,259.76252284803195,None,[-0.02875],[-0.06],[1],[0],[0],[10.924517101993843],0.0005068830287200399,None,270.6995620250018,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
22,0,22,0,,,../fMRI_stim/music/Q2/MT0033084992.wav,Q2,273.2343582300018,None,273.2193843087305,None,[-0.08375],[0.0775],[1],[0],[0],[8.614238321002631],0.00380663472606102,None,281.8449884100046,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
23,0,23,0,,,../fMRI_stim/music/Q3/MT0031693432.wav,Q4,284.2874227680004,None,284.27615815782633,None,[0.11875],[-0.19],[1],[0],[0],[10.633231410000008],0.007960662820551079,None,294.91325314200367,None,,,11_02,001,2023_Mar_09_1140,musicemotionlatency,2021.2.3,119.91131168316011,
,,,,,,,,,,,,,,,,,,,,,,296.92104546500195,None,,,,,,,
