trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,12.078909675008617,None,../fMRI_stim/music/Q1/MT0005713768.wav,Q1,14.563202389050275,None,14.508034153934569,None,[0.1925],[0.07375],[1],[0],[0],[5.651786924107],0.006491562002338469,None,20.163177645066753,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
1,0,1,0,,,../fMRI_stim/music/Q2/MT0006292011.wav,Q2,22.54783628496807,None,22.533073905995117,34.54755538003519,[-0.14125],[0.065],[1],[0],[0],[12.34524475701619],0.0014599778223782778,None,34.886715863016434,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
2,0,2,0,,,../fMRI_stim/music/Q2/MT0015541501.wav,Q1,37.29038787505124,None,37.2733456770191,None,[0.1975],[0.09125],[1],[0],[0],[5.472746337996796],0.002918164012953639,None,42.75561390200164,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
3,0,3,0,,,../fMRI_stim/music/Q1/MT0018651126.wav,Q1,45.17415791901294,None,45.15462748403661,None,[0.2025],[0.1075],[1],[0],[0],[3.5044049359858036],0.0001156640937551856,None,48.668781784013845,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
4,0,4,0,,,../fMRI_stim/music/Q3/MT0009521580.wav,Q4,51.06870083604008,None,51.05468896396924,None,[0.1575],[-0.18125],[1],[0],[0],[8.92407476704102],0.00441732385661453,None,59.987143318052404,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
5,0,5,0,,,../fMRI_stim/music/Q1/MT0011821215.wav,Q4,62.40126651804894,None,62.38937997200992,None,[0.17125],[-0.11625],[1],[0],[0],[4.805244122049771],0.0076794029446318746,None,67.19893875601701,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
6,0,6,0,,,../fMRI_stim/music/Q4/MT0002132088.wav,Q4,69.59919180499855,None,69.58227394993882,None,[0.10875],[-0.12875],[1],[0],[0],[8.955007922952063],0.0012110109673812985,None,78.54839578398969,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
7,0,7,0,,,../fMRI_stim/music/Q1/MT0002222957.wav,Q1,80.95832228206564,None,80.9406614850508,None,[0.195],[0.195],[1],[0],[0],[3.2631218140013516],0.0017387650441378355,None,84.21306422899943,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
8,0,8,0,,,../fMRI_stim/music/Q4/MT0001594582.wav,Q3,86.6584668540163,None,86.64482558993622,98.66244438802823,[-0.12625],[-0.1275],[1],[0],[0],[12.452284784987569],0.004279425949789584,None,99.11003670899663,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
9,0,9,0,,,../fMRI_stim/music/Q2/MT0010615428.wav,Q2,101.6064447449753,None,101.59403437494765,113.60073526902124,[-0.0825],[0.155],[1],[0],[0],[12.867712698993273],0.005946193938143551,None,114.46622445899993,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
