trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,11.836788989999832,None,../fMRI_stim/music/Q3/MT0004232099.wav,Q4,14.244141618999947,None,14.206750964499768,26.211294999999836,[0.0325],[-0.29625],[1],[0],[0],[13.675322736999988],0.007593221499746505,None,27.885679844999913,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
1,0,1,0,,,../fMRI_stim/music/Q1/MT0001217651.wav,Q1,30.263495193999916,None,30.250401999999713,None,[0.0125],[0.23875],[1],[0],[0],[11.219283859999905],0.0023391969998556306,None,41.478372416999946,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
2,0,2,0,,,../fMRI_stim/music/Q3/MT0006555035.wav,Q4,43.88213932099984,None,43.86671862099988,None,[0.12375],[-0.3],[1],[0],[0],[8.623548089999986],0.0027689129997270356,None,52.497352482,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
3,0,3,0,,,../fMRI_stim/music/Q1/MT0004141823.wav,Q1,54.90162040599989,None,54.89121687599991,None,[0.2625],[0.17125],[1],[0],[0],[9.042414396999902],0.006290863999993235,None,63.937768409,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
4,0,4,0,,,../fMRI_stim/music/Q2/MT0005515169.wav,Q2,66.36316505299988,None,66.3430031374999,None,[-0.27375],[0.29875],[1],[0],[0],[2.0050074240000413],0.00018939550000141026,None,68.35827206299996,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
5,0,5,0,,,../fMRI_stim/music/Q1/MT0008401073.wav,Q1,70.71832758400001,None,70.70708105949994,82.71625217399992,[0.18625],[0.17875],[1],[0],[0],[13.298129968000012],0.003928676499754147,None,84.01166266299992,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
6,0,6,0,,,../fMRI_stim/music/Q3/MT0003420996.wav,Q3,86.39446696999994,None,86.38191833449991,98.39014026899986,[-0.05],[-0.24625],[1],[0],[0],[13.946772337000084],0.0037193954999565904,None,100.3353593559998,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
7,0,7,0,,,../fMRI_stim/music/Q4/MT0013486354.wav,Q4,102.73924690099989,None,102.72395142599986,None,[0.0925],[-0.34375],[1],[0],[0],[7.210085191000189],0.0027653149998059234,None,109.9427599669998,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
8,0,8,0,,,../fMRI_stim/music/Q1/MT0012742379.wav,Q1,112.343258956,None,112.32290516949993,None,[0.115],[0.09125],[1],[0],[0],[11.356165466999983],0.0015005375000782806,None,123.687941637,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
9,0,9,0,,,../fMRI_stim/music/Q4/MT0004759106.wav,Q4,126.10973096999987,None,126.09753763599974,138.11194700199985,[0.0125],[-0.225],[1],[0],[0],[13.88451889299995],0.00413909999997486,None,139.98790269099982,None,,,04_04,001,2023_Mar_23_1806,musicemotionlatency,2021.2.3,119.90474814780582,
