onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.06	Baseline
36.02	11.51	Q4_p
36.02	11.51	Q4_db
48.01	11.51	Q3_p
48.01	11.51	Q4_db
60.01	11.51	Q4_p
60.01	11.51	Q4_db
71.96	12.0	Baseline
83.96	12.01	Noise
95.97	12.02	Baseline
107.99	11.51	Q3_p
107.99	11.51	Q3_db
119.98	11.5	Q3_p
119.98	11.5	Q3_db
131.98	11.5	Q3_p
131.98	11.5	Q3_db
143.97	11.99	Baseline
155.96	12.01	Noise
167.97	12.06	Baseline
180.03	11.52	Q2_p
180.03	11.52	Q2_db
192.0	11.5	Q2_p
192.0	11.5	Q2_db
204.0	11.5	Q1_p
204.0	11.5	Q2_db
215.96	11.99	Baseline
227.95	12.0	Noise
239.95	12.06	Baseline
252.02	11.51	Q1_p
252.02	11.51	Q1_db
263.97	11.51	Q1_p
263.97	11.51	Q1_db
276.0	11.51	Q1_p
276.0	11.51	Q1_db
287.98	12.0	Baseline
299.99	11.98	Noise
311.97	12.05	Baseline
324.02	11.5	Q3_p
324.02	11.5	Q4_db
336.02	11.51	Q3_p
336.02	11.51	Q4_db
348.02	11.51	Q3_p
348.02	11.51	Q4_db
359.98	11.99	Baseline
371.97	12.01	Noise
383.98	12.06	Baseline
396.04	11.5	Q4_p
396.04	11.5	Q3_db
408.02	11.5	Q3_p
408.02	11.5	Q3_db
420.02	11.51	Q3_p
420.02	11.51	Q3_db
431.99	11.98	Baseline
443.97	12.0	Noise
455.98	12.07	Baseline
468.04	11.5	Q2_p
468.04	11.5	Q2_db
480.02	11.5	Q1_p
480.02	11.5	Q2_db
492.02	11.51	Q1_p
492.02	11.51	Q2_db
503.99	11.98	Baseline
515.98	12.0	Noise
527.98	12.06	Baseline
540.04	11.51	Q4_p
540.04	11.51	Q1_db
552.03	11.5	Q1_p
552.03	11.5	Q1_db
563.99	11.51	Q1_p
563.99	11.51	Q1_db
