onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.97	12.06	Baseline
36.03	11.5	Q2_p
36.03	11.5	Q2_db
48.0	11.51	Q1_p
48.0	11.51	Q2_db
60.0	11.51	Q3_p
60.0	11.51	Q2_db
71.95	12.0	Baseline
83.95	12.01	Noise
95.96	12.06	Baseline
108.02	11.51	Q3_p
108.02	11.51	Q3_db
120.0	11.51	Q3_p
120.0	11.51	Q3_db
131.98	11.5	Q4_p
131.98	11.5	Q3_db
143.96	11.99	Baseline
155.95	12.0	Noise
167.96	12.06	Baseline
180.02	11.51	Q1_p
180.02	11.51	Q1_db
191.99	11.51	Q1_p
191.99	11.51	Q1_db
203.97	11.51	Q1_p
203.97	11.51	Q1_db
215.96	11.99	Baseline
227.95	12.01	Noise
239.97	12.07	Baseline
252.04	11.51	Q1_p
252.04	11.51	Q4_db
264.01	11.51	Q4_p
264.01	11.51	Q4_db
276.01	11.51	Q4_p
276.01	11.51	Q4_db
287.99	12.0	Baseline
299.99	12.0	Noise
311.99	12.06	Baseline
324.06	11.51	Q1_p
324.06	11.51	Q2_db
336.03	11.5	Q2_p
336.03	11.5	Q2_db
348.03	11.5	Q1_p
348.03	11.5	Q2_db
359.99	11.99	Baseline
371.98	12.0	Noise
383.98	12.05	Baseline
396.03	11.51	Q4_p
396.03	11.51	Q4_db
408.03	11.51	Q3_p
408.03	11.51	Q4_db
420.03	11.5	Q4_p
420.03	11.5	Q4_db
432.0	11.98	Baseline
443.98	12.01	Noise
455.99	12.06	Baseline
468.05	11.51	Q3_p
468.05	11.51	Q3_db
480.03	11.5	Q3_p
480.03	11.5	Q3_db
492.03	11.5	Q3_p
492.03	11.5	Q3_db
504.0	11.98	Baseline
515.98	12.0	Noise
527.99	12.05	Baseline
540.03	11.5	Q1_p
540.03	11.5	Q1_db
552.0	11.51	Q1_p
552.0	11.51	Q1_db
564.03	11.5	Q1_p
564.03	11.5	Q1_db
