onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.01	Noise
23.97	12.05	Baseline
36.03	11.51	Q1_p
36.03	11.51	Q4_db
48.01	11.5	Q1_p
48.01	11.5	Q4_db
60.01	11.51	Q3_p
60.01	11.51	Q4_db
71.97	12.0	Baseline
83.96	12.0	Noise
95.97	12.07	Baseline
108.03	11.5	Q4_p
108.03	11.5	Q1_db
120.0	11.51	Q1_p
120.0	11.51	Q1_db
132.0	11.5	Q1_p
132.0	11.5	Q1_db
143.96	11.99	Baseline
155.95	12.0	Noise
167.95	12.06	Baseline
180.02	11.51	Q4_p
180.02	11.51	Q3_db
192.0	11.51	Q4_p
192.0	11.51	Q3_db
204.0	11.51	Q3_p
204.0	11.51	Q3_db
215.96	11.99	Baseline
227.95	12.01	Noise
239.96	12.04	Baseline
252.0	11.5	Q2_p
252.0	11.5	Q2_db
264.0	11.51	Q2_p
264.0	11.51	Q2_db
276.0	11.51	Q1_p
276.0	11.51	Q2_db
287.99	12.0	Baseline
299.99	11.98	Noise
311.97	12.05	Baseline
324.02	11.5	Q2_p
324.02	11.5	Q3_db
336.02	11.52	Q4_p
336.02	11.52	Q3_db
348.02	11.5	Q3_p
348.02	11.5	Q3_db
359.99	11.99	Baseline
371.97	12.0	Noise
383.98	12.06	Baseline
396.04	11.5	Q3_p
396.04	11.5	Q4_db
408.03	11.5	Q4_p
408.03	11.5	Q4_db
420.03	11.51	Q3_p
420.03	11.51	Q4_db
431.99	11.98	Baseline
443.98	12.01	Noise
455.98	12.03	Baseline
468.01	11.5	Q1_p
468.01	11.5	Q1_db
479.99	11.51	Q1_p
479.99	11.51	Q1_db
492.03	11.51	Q1_p
492.03	11.51	Q1_db
504.0	11.98	Baseline
515.98	12.0	Noise
527.98	12.06	Baseline
540.05	11.51	Q2_p
540.05	11.51	Q2_db
552.03	11.5	Q2_p
552.03	11.5	Q2_db
564.03	11.51	Q2_p
564.03	11.51	Q2_db
