onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.03	Baseline
35.98	11.51	Q4_p
35.98	11.51	Q1_db
47.97	11.52	Q1_p
47.97	11.52	Q1_db
59.97	11.51	Q1_p
59.97	11.51	Q1_db
71.97	11.98	Baseline
83.95	12.0	Noise
95.95	12.03	Baseline
107.98	11.51	Q2_p
107.98	11.51	Q2_db
119.98	11.5	Q2_p
119.98	11.5	Q2_db
132.0	11.51	Q2_p
132.0	11.51	Q2_db
143.97	11.98	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.0	11.51	Q1_p
180.0	11.51	Q4_db
192.0	11.51	Q4_p
192.0	11.51	Q4_db
203.97	11.51	Q4_p
203.97	11.51	Q4_db
215.98	11.98	Baseline
227.96	12.0	Noise
239.96	12.05	Baseline
252.01	11.5	Q1_p
252.01	11.5	Q3_db
263.99	11.5	Q3_p
263.99	11.5	Q3_db
275.99	11.5	Q4_p
275.99	11.5	Q3_db
288.02	11.99	Baseline
300.01	12.0	Noise
312.01	12.05	Baseline
324.06	11.5	Q1_p
324.06	11.5	Q3_db
336.04	11.5	Q1_p
336.04	11.5	Q3_db
348.04	11.51	Q4_p
348.04	11.51	Q3_db
360.04	11.97	Baseline
372.01	12.0	Noise
384.01	12.03	Baseline
396.05	11.51	Q4_p
396.05	11.51	Q2_db
408.03	11.51	Q1_p
408.03	11.51	Q2_db
420.05	11.51	Q1_p
420.05	11.51	Q2_db
432.04	11.97	Baseline
444.01	12.01	Noise
456.02	12.05	Baseline
468.06	11.51	Q4_p
468.06	11.51	Q4_db
480.05	11.5	Q4_p
480.05	11.5	Q4_db
492.05	11.51	Q4_p
492.05	11.51	Q4_db
504.05	11.96	Baseline
516.02	12.0	Noise
528.02	12.05	Baseline
540.07	11.5	Q1_p
540.07	11.5	Q1_db
552.02	11.51	Q1_p
552.02	11.51	Q1_db
564.02	11.5	Q1_p
564.02	11.5	Q1_db
