onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.95	12.02	Baseline
35.97	11.5	Q1_p
35.97	11.5	Q2_db
47.97	11.5	Q1_p
47.97	11.5	Q2_db
59.97	11.5	Q1_p
59.97	11.5	Q2_db
71.96	11.99	Baseline
83.95	12.01	Noise
95.96	12.03	Baseline
107.99	11.5	Q3_p
107.99	11.5	Q3_db
119.97	11.5	Q3_p
119.97	11.5	Q3_db
131.97	11.5	Q3_p
131.97	11.5	Q3_db
143.97	11.99	Baseline
155.96	12.01	Noise
167.96	12.03	Baseline
179.99	11.51	Q4_p
179.99	11.51	Q4_db
191.97	11.51	Q4_p
191.97	11.51	Q4_db
203.97	11.51	Q1_p
203.97	11.51	Q4_db
215.97	11.99	Baseline
227.96	12.0	Noise
239.96	12.03	Baseline
251.99	11.51	Q4_p
251.99	11.51	Q1_db
263.98	11.51	Q4_p
263.98	11.51	Q1_db
275.98	11.51	Q4_p
275.98	11.51	Q1_db
288.01	11.99	Baseline
299.99	12.01	Noise
312.0	12.03	Baseline
324.03	11.5	Q3_p
324.03	11.5	Q3_db
336.01	11.51	Q2_p
336.01	11.51	Q3_db
348.01	11.51	Q3_p
348.01	11.51	Q3_db
360.02	11.98	Baseline
372.0	12.0	Noise
384.0	12.05	Baseline
396.05	11.5	Q1_p
396.05	11.5	Q2_db
408.01	11.51	Q2_p
408.01	11.51	Q2_db
420.02	11.51	Q1_p
420.02	11.51	Q2_db
432.02	11.98	Baseline
444.0	12.0	Noise
456.0	12.02	Baseline
468.02	11.5	Q4_p
468.02	11.5	Q4_db
480.02	11.52	Q3_p
480.02	11.52	Q4_db
492.02	11.51	Q4_p
492.02	11.51	Q4_db
504.03	11.97	Baseline
516.0	12.0	Noise
528.0	12.02	Baseline
540.02	11.5	Q4_p
540.02	11.5	Q1_db
552.02	11.5	Q2_p
552.02	11.5	Q1_db
564.02	11.51	Q1_p
564.02	11.51	Q1_db
