onset	duration	trial_type
0.0	11.96	Baseline
11.96	11.98	Noise
23.95	12.03	Baseline
35.98	11.5	Q3_p
35.98	11.5	Q3_db
47.97	11.5	Q3_p
47.97	11.5	Q3_db
59.97	11.51	Q3_p
59.97	11.51	Q3_db
71.96	11.99	Baseline
83.95	12.0	Noise
95.96	12.05	Baseline
108.0	11.5	Q4_p
108.0	11.5	Q4_db
119.99	11.5	Q1_p
119.99	11.5	Q4_db
131.97	11.51	Q4_p
131.97	11.51	Q4_db
143.96	11.99	Baseline
155.95	12.0	Noise
167.96	12.05	Baseline
180.0	11.51	Q2_p
180.0	11.51	Q2_db
191.97	11.51	Q2_p
191.97	11.51	Q2_db
203.97	11.5	Q2_p
203.97	11.5	Q2_db
215.97	11.99	Baseline
227.96	12.01	Noise
239.97	12.04	Baseline
252.01	11.51	Q1_p
252.01	11.51	Q1_db
263.99	11.5	Q1_p
263.99	11.5	Q1_db
275.99	11.5	Q4_p
275.99	11.5	Q1_db
288.0	11.99	Baseline
299.99	12.0	Noise
312.0	12.05	Baseline
324.04	11.5	Q1_p
324.04	11.5	Q3_db
336.01	11.51	Q4_p
336.01	11.51	Q3_db
348.01	11.5	Q4_p
348.01	11.5	Q3_db
360.01	11.98	Baseline
371.99	12.0	Noise
384.0	12.05	Baseline
396.05	11.5	Q1_p
396.05	11.5	Q1_db
408.01	11.5	Q1_p
408.01	11.5	Q1_db
420.03	11.51	Q1_p
420.03	11.51	Q1_db
432.02	11.98	Baseline
444.0	12.01	Noise
456.01	12.04	Baseline
468.05	11.51	Q4_p
468.05	11.51	Q4_db
480.03	11.51	Q4_p
480.03	11.51	Q4_db
492.02	11.51	Q4_p
492.02	11.51	Q4_db
504.03	11.97	Baseline
516.0	12.01	Noise
528.01	12.06	Baseline
540.07	11.51	Q3_p
540.07	11.51	Q2_db
552.03	11.51	Q2_p
552.03	11.51	Q2_db
564.04	11.51	Q2_p
564.04	11.51	Q2_db
