onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.96	12.03	Baseline
35.99	11.53	Q1_p
35.99	11.53	Q1_db
47.99	11.51	Q1_p
47.99	11.51	Q1_db
59.99	11.51	Q1_p
59.99	11.51	Q1_db
71.99	11.97	Baseline
83.96	12.01	Noise
95.97	12.06	Baseline
108.02	11.5	Q3_p
108.02	11.5	Q3_db
119.99	11.51	Q3_p
119.99	11.51	Q3_db
132.06	11.51	Q4_p
132.06	11.51	Q3_db
143.97	11.99	Baseline
155.96	12.01	Noise
167.97	12.06	Baseline
180.03	11.52	Q4_p
180.03	11.52	Q4_db
191.99	11.5	Q4_p
191.99	11.5	Q4_db
203.99	11.5	Q4_p
203.99	11.5	Q4_db
216.0	11.96	Baseline
227.96	12.01	Noise
239.97	12.06	Baseline
252.03	11.51	Q2_p
252.03	11.51	Q2_db
263.98	11.53	Q1_p
263.98	11.53	Q2_db
275.98	11.51	Q1_p
275.98	11.51	Q2_db
288.02	12.0	Baseline
300.01	12.0	Noise
312.02	12.05	Baseline
324.07	11.51	Q4_p
324.07	11.51	Q4_db
336.07	11.51	Q4_p
336.07	11.51	Q4_db
348.05	11.51	Q3_p
348.05	11.51	Q4_db
360.06	11.96	Baseline
372.02	11.98	Noise
384.0	12.05	Baseline
396.05	11.51	Q3_p
396.05	11.51	Q1_db
408.03	11.5	Q4_p
408.03	11.5	Q1_db
420.04	11.51	Q1_p
420.04	11.51	Q1_db
432.05	11.95	Baseline
444.0	12.0	Noise
456.01	12.06	Baseline
468.07	11.51	Q1_p
468.07	11.51	Q3_db
480.04	11.52	Q4_p
480.04	11.52	Q3_db
492.05	11.5	Q4_p
492.05	11.5	Q3_db
504.05	11.95	Baseline
516.0	12.0	Noise
528.01	12.05	Baseline
540.06	11.51	Q2_p
540.06	11.51	Q2_db
552.04	11.51	Q1_p
552.04	11.51	Q2_db
564.04	11.5	Q1_p
564.04	11.5	Q2_db
