onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.03	Baseline
35.99	11.51	Q1_p
35.99	11.51	Q3_db
47.99	11.51	Q4_p
47.99	11.51	Q3_db
59.99	11.5	Q1_p
59.99	11.5	Q3_db
71.97	11.97	Baseline
83.94	12.01	Noise
95.96	12.03	Baseline
107.99	11.5	Q1_p
107.99	11.5	Q4_db
119.99	11.51	Q4_p
119.99	11.51	Q4_db
131.99	11.5	Q1_p
131.99	11.5	Q4_db
143.97	11.98	Baseline
155.96	12.01	Noise
167.96	12.03	Baseline
179.99	11.5	Q1_p
179.99	11.5	Q1_db
191.98	11.5	Q1_p
191.98	11.5	Q1_db
203.99	11.5	Q1_p
203.99	11.5	Q1_db
215.96	11.98	Baseline
227.94	12.02	Noise
239.96	12.03	Baseline
251.99	11.51	Q1_p
251.99	11.51	Q2_db
263.98	11.51	Q2_p
263.98	11.51	Q2_db
275.98	11.51	Q1_p
275.98	11.51	Q2_db
288.0	11.99	Baseline
300.0	12.01	Noise
312.0	12.04	Baseline
324.05	11.51	Q1_p
324.05	11.51	Q1_db
336.01	11.51	Q1_p
336.01	11.51	Q1_db
348.02	11.51	Q1_p
348.02	11.51	Q1_db
360.03	11.97	Baseline
372.0	12.01	Noise
384.01	12.04	Baseline
396.05	11.5	Q4_p
396.05	11.5	Q4_db
408.03	11.51	Q1_p
408.03	11.51	Q4_db
420.03	11.51	Q4_p
420.03	11.51	Q4_db
432.03	11.97	Baseline
444.0	12.01	Noise
456.02	12.04	Baseline
468.05	11.5	Q1_p
468.05	11.5	Q3_db
480.04	11.51	Q1_p
480.04	11.51	Q3_db
492.04	11.51	Q1_p
492.04	11.51	Q3_db
504.04	11.97	Baseline
516.0	12.01	Noise
528.01	12.04	Baseline
540.06	11.5	Q2_p
540.06	11.5	Q2_db
552.02	11.5	Q2_p
552.02	11.5	Q2_db
564.02	11.5	Q2_p
564.02	11.5	Q2_db
