onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.06	Baseline
36.02	11.51	Q3_p
36.02	11.51	Q2_db
47.99	11.51	Q1_p
47.99	11.51	Q2_db
59.99	11.5	Q1_p
59.99	11.5	Q2_db
71.97	11.99	Baseline
83.96	12.0	Noise
95.95	12.03	Baseline
107.99	11.5	Q1_p
107.99	11.5	Q1_db
119.99	11.51	Q1_p
119.99	11.51	Q1_db
131.99	11.51	Q1_p
131.99	11.51	Q1_db
143.98	11.98	Baseline
155.96	11.98	Noise
167.94	12.05	Baseline
179.99	11.51	Q4_p
179.99	11.51	Q4_db
191.98	11.5	Q4_p
191.98	11.5	Q4_db
203.99	11.5	Q4_p
203.99	11.5	Q4_db
215.96	11.98	Baseline
227.94	12.0	Noise
239.95	12.05	Baseline
251.99	11.51	Q4_p
251.99	11.51	Q3_db
263.98	11.51	Q3_p
263.98	11.51	Q3_db
275.98	11.52	Q4_p
275.98	11.52	Q3_db
288.0	11.99	Baseline
299.99	12.0	Noise
312.0	12.06	Baseline
324.06	11.51	Q1_p
324.06	11.51	Q1_db
336.03	11.51	Q1_p
336.03	11.51	Q1_db
348.05	11.5	Q1_p
348.05	11.5	Q1_db
360.05	11.95	Baseline
372.0	12.0	Noise
384.0	12.07	Baseline
396.06	11.5	Q3_p
396.06	11.5	Q4_db
408.03	11.51	Q4_p
408.03	11.51	Q4_db
420.03	11.51	Q4_p
420.03	11.51	Q4_db
432.05	11.95	Baseline
444.0	12.01	Noise
456.01	12.06	Baseline
468.07	11.51	Q4_p
468.07	11.51	Q3_db
480.03	11.5	Q4_p
480.03	11.5	Q3_db
492.02	11.52	Q4_p
492.02	11.52	Q3_db
504.02	11.97	Baseline
515.99	12.0	Noise
527.99	12.06	Baseline
540.05	11.51	Q1_p
540.05	11.51	Q2_db
552.04	11.5	Q1_p
552.04	11.5	Q2_db
564.02	11.5	Q1_p
564.02	11.5	Q2_db
