onset	duration	trial_type
0.0	11.91	Baseline
11.91	12.0	Noise
23.92	12.03	Baseline
35.95	11.51	Q1_p
35.95	11.51	Q1_db
47.95	11.51	Q1_p
47.95	11.51	Q1_db
59.95	11.51	Q1_p
59.95	11.51	Q1_db
71.93	11.99	Baseline
83.92	12.01	Noise
95.93	12.04	Baseline
107.97	11.53	Q1_p
107.97	11.53	Q3_db
119.95	11.51	Q1_p
119.95	11.51	Q3_db
131.95	11.51	Q3_p
131.95	11.51	Q3_db
143.95	11.97	Baseline
155.92	12.01	Noise
167.93	12.13	Baseline
180.05	11.51	Q1_p
180.05	11.51	Q4_db
191.95	11.5	Q4_p
191.95	11.5	Q4_db
203.97	11.51	Q3_p
203.97	11.51	Q4_db
215.96	11.97	Baseline
227.92	12.0	Noise
239.92	12.05	Baseline
251.97	11.51	Q1_p
251.97	11.51	Q2_db
263.96	11.51	Q1_p
263.96	11.51	Q2_db
275.96	11.5	Q1_p
275.96	11.5	Q2_db
287.97	12.01	Baseline
299.98	11.99	Noise
311.97	12.05	Baseline
324.02	11.51	Q1_p
324.02	11.51	Q2_db
335.99	11.52	Q1_p
335.99	11.52	Q2_db
347.99	11.52	Q1_p
347.99	11.52	Q2_db
360.01	11.95	Baseline
371.96	12.01	Noise
383.97	12.06	Baseline
396.03	11.51	Q4_p
396.03	11.51	Q4_db
407.98	11.51	Q4_p
407.98	11.51	Q4_db
420.01	11.51	Q4_p
420.01	11.51	Q4_db
432.01	11.95	Baseline
443.96	12.0	Noise
455.97	12.05	Baseline
468.01	11.5	Q1_p
468.01	11.5	Q1_db
480.0	11.5	Q2_p
480.0	11.5	Q1_db
492.0	11.51	Q1_p
492.0	11.51	Q1_db
504.02	11.95	Baseline
515.97	12.0	Noise
527.97	12.05	Baseline
540.02	11.51	Q4_p
540.02	11.51	Q3_db
552.0	11.51	Q4_p
552.0	11.51	Q3_db
564.02	11.52	Q2_p
564.02	11.52	Q3_db
