onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.02	Noise
23.97	12.03	Baseline
36.0	11.52	Q4_p
36.0	11.52	Q4_db
47.99	11.52	Q4_p
47.99	11.52	Q4_db
59.99	11.52	Q3_p
59.99	11.52	Q4_db
71.97	11.98	Baseline
83.95	12.0	Noise
95.95	12.03	Baseline
107.99	11.52	Q2_p
107.99	11.52	Q2_db
119.99	11.52	Q1_p
119.99	11.52	Q2_db
131.99	11.52	Q2_p
131.99	11.52	Q2_db
143.99	11.95	Baseline
155.94	12.02	Noise
167.96	12.03	Baseline
179.99	11.5	Q4_p
179.99	11.5	Q3_db
191.97	11.52	Q4_p
191.97	11.52	Q3_db
203.97	11.52	Q2_p
203.97	11.52	Q3_db
215.97	11.97	Baseline
227.94	12.02	Noise
239.96	12.05	Baseline
252.01	11.52	Q1_p
252.01	11.52	Q1_db
263.98	11.52	Q1_p
263.98	11.52	Q1_db
275.98	11.52	Q1_p
275.98	11.52	Q1_db
288.01	11.98	Baseline
299.99	12.02	Noise
312.01	12.03	Baseline
324.05	11.52	Q4_p
324.05	11.52	Q4_db
336.03	11.52	Q4_p
336.03	11.52	Q4_db
348.03	11.5	Q4_p
348.03	11.5	Q4_db
360.03	11.97	Baseline
372.0	12.02	Noise
384.01	12.03	Baseline
396.05	11.52	Q1_p
396.05	11.52	Q1_db
408.03	11.52	Q1_p
408.03	11.52	Q1_db
420.03	11.52	Q1_p
420.03	11.52	Q1_db
432.03	11.97	Baseline
444.0	12.02	Noise
456.02	12.03	Baseline
468.05	11.5	Q2_p
468.05	11.5	Q2_db
480.03	11.52	Q3_p
480.03	11.52	Q2_db
492.02	11.52	Q2_p
492.02	11.52	Q2_db
504.02	11.97	Baseline
515.99	12.02	Noise
528.0	12.03	Baseline
540.04	11.52	Q3_p
540.04	11.52	Q3_db
552.02	11.52	Q1_p
552.02	11.52	Q3_db
564.02	11.5	Q1_p
564.02	11.5	Q3_db
