onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.05	Baseline
36.01	11.5	Q1_p
36.01	11.5	Q1_db
48.0	11.51	Q4_p
48.0	11.51	Q1_db
59.98	11.5	Q4_p
59.98	11.5	Q1_db
71.98	11.97	Baseline
83.95	12.01	Noise
95.95	12.06	Baseline
108.01	11.51	Q4_p
108.01	11.51	Q4_db
120.0	11.51	Q4_p
120.0	11.51	Q4_db
131.98	11.5	Q4_p
131.98	11.5	Q4_db
143.97	11.98	Baseline
155.95	12.0	Noise
167.95	12.06	Baseline
180.02	11.51	Q2_p
180.02	11.51	Q2_db
192.0	11.51	Q1_p
192.0	11.51	Q2_db
203.98	11.51	Q1_p
203.98	11.51	Q2_db
216.0	11.95	Baseline
227.95	12.01	Noise
239.96	12.06	Baseline
252.02	11.5	Q4_p
252.02	11.5	Q3_db
264.0	11.51	Q4_p
264.0	11.51	Q3_db
276.0	11.51	Q4_p
276.0	11.51	Q3_db
288.04	12.0	Baseline
300.04	12.0	Noise
312.04	12.06	Baseline
324.11	11.51	Q1_p
324.11	11.51	Q2_db
336.07	11.51	Q2_p
336.07	11.51	Q2_db
348.16	11.51	Q1_p
348.16	11.51	Q2_db
360.08	11.94	Baseline
372.02	12.01	Noise
384.03	12.06	Baseline
396.09	11.5	Q1_p
396.09	11.5	Q1_db
408.08	11.51	Q1_p
408.08	11.51	Q1_db
420.08	11.51	Q1_p
420.08	11.51	Q1_db
432.09	11.94	Baseline
444.03	12.01	Noise
456.03	12.06	Baseline
468.09	11.51	Q4_p
468.09	11.51	Q4_db
480.08	11.5	Q1_p
480.08	11.5	Q4_db
492.08	11.51	Q1_p
492.08	11.51	Q4_db
504.09	11.94	Baseline
516.03	12.0	Noise
528.03	12.06	Baseline
540.1	11.51	Q4_p
540.1	11.51	Q3_db
552.08	11.51	Q1_p
552.08	11.51	Q3_db
564.11	11.51	Q4_p
564.11	11.51	Q3_db
