onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.06	Baseline
36.02	11.5	Q3_p
36.02	11.5	Q3_db
48.01	11.51	Q1_p
48.01	11.51	Q3_db
60.01	11.51	Q3_p
60.01	11.51	Q3_db
71.96	12.0	Baseline
83.96	12.01	Noise
95.96	12.06	Baseline
108.02	11.51	Q3_p
108.02	11.51	Q4_db
120.01	11.5	Q3_p
120.01	11.5	Q4_db
132.01	11.51	Q4_p
132.01	11.51	Q4_db
143.97	11.99	Baseline
155.96	12.0	Noise
167.96	12.06	Baseline
180.03	11.51	Q1_p
180.03	11.51	Q1_db
191.99	11.51	Q1_p
191.99	11.51	Q1_db
203.96	11.51	Q1_p
203.96	11.51	Q1_db
215.95	11.99	Baseline
227.95	12.01	Noise
239.95	12.04	Baseline
252.0	11.51	Q2_p
252.0	11.51	Q2_db
264.0	11.51	Q2_p
264.0	11.51	Q2_db
276.0	11.5	Q1_p
276.0	11.5	Q2_db
287.98	12.0	Baseline
299.98	12.01	Noise
311.99	12.06	Baseline
324.05	11.5	Q3_p
324.05	11.5	Q4_db
336.03	11.51	Q4_p
336.03	11.51	Q4_db
348.02	11.51	Q4_p
348.02	11.51	Q4_db
359.98	11.99	Baseline
371.97	12.0	Noise
383.97	12.06	Baseline
396.04	11.5	Q1_p
396.04	11.5	Q1_db
408.02	11.5	Q1_p
408.02	11.5	Q1_db
419.99	11.51	Q4_p
419.99	11.51	Q1_db
431.99	11.99	Baseline
443.97	12.0	Noise
455.97	12.05	Baseline
468.02	11.51	Q2_p
468.02	11.51	Q2_db
480.02	11.51	Q2_p
480.02	11.51	Q2_db
492.02	11.51	Q2_p
492.02	11.51	Q2_db
504.0	11.98	Baseline
515.97	12.01	Noise
527.98	12.06	Baseline
540.04	11.5	Q1_p
540.04	11.5	Q3_db
552.02	11.51	Q4_p
552.02	11.51	Q3_db
564.03	11.51	Q4_p
564.03	11.51	Q3_db
