onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.0	Noise
23.95	12.03	Baseline
35.98	11.51	Q3_p
35.98	11.51	Q3_db
47.98	11.52	Q4_p
47.98	11.52	Q3_db
59.98	11.52	Q3_p
59.98	11.52	Q3_db
71.97	11.98	Baseline
83.95	12.01	Noise
95.96	12.04	Baseline
108.0	11.51	Q2_p
108.0	11.51	Q2_db
119.99	11.52	Q2_p
119.99	11.52	Q2_db
131.98	11.5	Q2_p
131.98	11.5	Q2_db
143.98	11.98	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.0	11.5	Q1_p
180.0	11.5	Q4_db
191.99	11.5	Q1_p
191.99	11.5	Q4_db
203.99	11.5	Q4_p
203.99	11.5	Q4_db
215.98	11.97	Baseline
227.95	12.0	Noise
239.96	12.05	Baseline
252.01	11.51	Q1_p
252.01	11.51	Q1_db
263.97	11.5	Q1_p
263.97	11.5	Q1_db
275.99	11.5	Q1_p
275.99	11.5	Q1_db
288.01	11.99	Baseline
300.01	12.0	Noise
312.01	12.06	Baseline
324.07	11.5	Q3_p
324.07	11.5	Q3_db
336.06	11.5	Q2_p
336.06	11.5	Q3_db
348.06	11.5	Q3_p
348.06	11.5	Q3_db
360.04	11.97	Baseline
372.01	12.01	Noise
384.02	12.06	Baseline
396.08	11.51	Q2_p
396.08	11.51	Q2_db
408.04	11.5	Q2_p
408.04	11.5	Q2_db
420.06	11.51	Q2_p
420.06	11.51	Q2_db
432.07	11.95	Baseline
444.01	12.01	Noise
456.02	12.06	Baseline
468.08	11.51	Q1_p
468.08	11.51	Q1_db
480.05	11.5	Q1_p
480.05	11.5	Q1_db
492.05	11.51	Q1_p
492.05	11.51	Q1_db
504.08	11.94	Baseline
516.02	12.0	Noise
528.02	12.06	Baseline
540.08	11.51	Q4_p
540.08	11.51	Q4_db
552.05	11.5	Q4_p
552.05	11.5	Q4_db
564.05	11.51	Q4_p
564.05	11.51	Q4_db
