onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.05	Baseline
36.0	11.5	Q4_p
36.0	11.5	Q3_db
47.99	11.51	Q4_p
47.99	11.51	Q3_db
59.99	11.51	Q3_p
59.99	11.51	Q3_db
71.97	11.98	Baseline
83.96	12.0	Noise
95.96	12.05	Baseline
108.01	11.5	Q2_p
108.01	11.5	Q2_db
119.99	11.51	Q3_p
119.99	11.51	Q2_db
131.99	11.51	Q2_p
131.99	11.51	Q2_db
143.98	11.98	Baseline
155.96	12.0	Noise
167.96	12.05	Baseline
180.01	11.51	Q1_p
180.01	11.51	Q1_db
191.98	11.51	Q2_p
191.98	11.51	Q1_db
203.98	11.51	Q1_p
203.98	11.51	Q1_db
215.98	11.98	Baseline
227.96	12.01	Noise
239.97	12.04	Baseline
252.01	11.51	Q4_p
252.01	11.51	Q4_db
264.0	11.51	Q4_p
264.0	11.51	Q4_db
275.98	11.51	Q4_p
275.98	11.51	Q4_db
288.02	11.99	Baseline
300.01	12.01	Noise
312.02	12.06	Baseline
324.08	11.51	Q2_p
324.08	11.51	Q3_db
336.06	11.51	Q3_p
336.06	11.51	Q3_db
348.05	11.51	Q3_p
348.05	11.51	Q3_db
360.06	11.95	Baseline
372.01	12.01	Noise
384.02	12.06	Baseline
396.08	11.51	Q2_p
396.08	11.51	Q2_db
408.06	11.5	Q2_p
408.06	11.5	Q2_db
420.07	11.5	Q2_p
420.07	11.5	Q2_db
432.07	11.94	Baseline
444.02	12.0	Noise
456.02	12.06	Baseline
468.08	11.5	Q1_p
468.08	11.5	Q1_db
480.05	11.5	Q1_p
480.05	11.5	Q1_db
492.07	11.52	Q1_p
492.07	11.52	Q1_db
504.08	11.94	Baseline
516.02	12.0	Noise
528.02	12.05	Baseline
540.07	11.51	Q4_p
540.07	11.51	Q4_db
552.07	11.51	Q4_p
552.07	11.51	Q4_db
564.07	11.51	Q1_p
564.07	11.51	Q4_db
