onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.06	Baseline
36.02	11.51	Q1_p
36.02	11.51	Q2_db
47.97	11.51	Q2_p
47.97	11.51	Q2_db
60.01	11.5	Q2_p
60.01	11.5	Q2_db
71.96	12.0	Baseline
83.96	12.0	Noise
95.96	12.06	Baseline
108.02	11.5	Q4_p
108.02	11.5	Q4_db
120.01	11.5	Q4_p
120.01	11.5	Q4_db
131.98	11.5	Q3_p
131.98	11.5	Q4_db
143.96	12.0	Baseline
155.96	12.0	Noise
167.96	12.05	Baseline
180.01	11.51	Q4_p
180.01	11.51	Q3_db
192.01	11.51	Q3_p
192.01	11.51	Q3_db
203.98	11.51	Q4_p
203.98	11.51	Q3_db
215.97	11.98	Baseline
227.95	12.01	Noise
239.96	12.05	Baseline
252.01	11.51	Q1_p
252.01	11.51	Q1_db
263.97	11.51	Q1_p
263.97	11.51	Q1_db
275.96	11.51	Q1_p
275.96	11.51	Q1_db
287.98	11.99	Baseline
299.96	12.0	Noise
311.97	12.05	Baseline
324.01	11.51	Q1_p
324.01	11.51	Q3_db
336.02	11.5	Q3_p
336.02	11.5	Q3_db
348.02	11.51	Q4_p
348.02	11.51	Q3_db
359.98	11.99	Baseline
371.97	12.0	Noise
383.97	12.05	Baseline
396.02	11.51	Q4_p
396.02	11.51	Q4_db
408.0	11.51	Q1_p
408.0	11.51	Q4_db
420.02	11.5	Q4_p
420.02	11.5	Q4_db
431.99	11.98	Baseline
443.97	12.02	Noise
455.99	12.05	Baseline
468.04	11.51	Q2_p
468.04	11.51	Q2_db
480.02	11.51	Q2_p
480.02	11.51	Q2_db
492.02	11.51	Q2_p
492.02	11.51	Q2_db
503.99	11.98	Baseline
515.97	12.01	Noise
527.98	12.04	Baseline
540.03	11.51	Q1_p
540.03	11.51	Q1_db
552.03	11.53	Q1_p
552.03	11.53	Q1_db
564.01	11.5	Q1_p
564.01	11.5	Q1_db
