onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.03	Baseline
36.0	11.51	Q1_p
36.0	11.51	Q4_db
48.01	11.51	Q4_p
48.01	11.51	Q4_db
60.0	11.51	Q3_p
60.0	11.51	Q4_db
71.95	12.0	Baseline
83.95	12.01	Noise
95.96	12.04	Baseline
108.0	11.5	Q1_p
108.0	11.5	Q1_db
119.97		Q1_p
119.97		Q1_db
132.02	11.51	Q2_p
132.02	11.51	Q1_db
143.98	11.97	Baseline
155.95	12.0	Noise
167.96	12.06	Baseline
180.02	11.5	Q2_p
180.02	11.5	Q2_db
192.02	11.5	Q2_p
192.02	11.5	Q2_db
204.02	11.5	Q2_p
204.02	11.5	Q2_db
215.99	11.97	Baseline
227.95	12.0	Noise
239.95	12.05	Baseline
252.01	11.51	Q4_p
252.01	11.51	Q3_db
264.02	11.5	Q4_p
264.02	11.5	Q3_db
276.02	11.5	Q4_p
276.02	11.5	Q3_db
288.01	12.0	Baseline
300.01	12.01	Noise
312.02	12.08	Baseline
324.09	11.5	Q1_p
324.09	11.5	Q1_db
336.08	11.5	Q1_p
336.08	11.5	Q1_db
348.08	11.51	Q1_p
348.08	11.51	Q1_db
360.03	11.97	Baseline
371.99	12.01	Noise
384.01	12.07	Baseline
396.08	11.51	Q4_p
396.08	11.51	Q4_db
408.06	11.51	Q4_p
408.06	11.51	Q4_db
420.06	11.51	Q3_p
420.06	11.51	Q4_db
432.01	11.98	Baseline
444.0	12.01	Noise
456.0	12.06	Baseline
468.06	11.5	Q2_p
468.06	11.5	Q2_db
480.03	11.5	Q2_p
480.03	11.5	Q2_db
492.06	11.51	Q2_p
492.06	11.51	Q2_db
504.04	11.96	Baseline
516.0	12.01	Noise
528.01	12.06	Baseline
540.07	11.51	Q2_p
540.07	11.51	Q3_db
552.07	11.5	Q3_p
552.07	11.5	Q3_db
564.07	11.51	Q4_p
564.07	11.51	Q3_db
