onset	duration	trial_type
0.0	11.96	Baseline
11.96	12.0	Noise
23.96	12.03	Baseline
35.99	11.5	Q3_p
35.99	11.5	Q4_db
47.98	11.51	Q3_p
47.98	11.51	Q4_db
59.98	11.51	Q4_p
59.98	11.51	Q4_db
71.97	12.0	Baseline
83.96	12.0	Noise
95.97	12.05	Baseline
108.01	11.5	Q2_p
108.01	11.5	Q2_db
120.0	11.51	Q2_p
120.0	11.51	Q2_db
132.0	11.51	Q2_p
132.0	11.51	Q2_db
143.96	11.99	Baseline
155.95	12.01	Noise
167.96	12.04	Baseline
180.0	11.51	Q4_p
180.0	11.51	Q3_db
191.97	11.51	Q3_p
191.97	11.51	Q3_db
203.97	11.51	Q3_p
203.97	11.51	Q3_db
215.96	11.99	Baseline
227.95	12.01	Noise
239.96	12.05	Baseline
252.0	11.51	Q1_p
252.0	11.51	Q1_db
263.99	11.51	Q2_p
263.99	11.51	Q1_db
275.99	11.51	Q2_p
275.99	11.51	Q1_db
288.0	11.99	Baseline
299.99	12.01	Noise
312.0	12.04	Baseline
324.04	11.51	Q1_p
324.04	11.51	Q2_db
336.0	11.5	Q2_p
336.0	11.5	Q2_db
348.02	11.52	Q2_p
348.02	11.52	Q2_db
360.04	11.95	Baseline
371.99	12.01	Noise
384.0	12.06	Baseline
396.06	11.5	Q4_p
396.06	11.5	Q4_db
408.04	11.51	Q3_p
408.04	11.51	Q4_db
420.04	11.51	Q4_p
420.04	11.51	Q4_db
432.04	11.95	Baseline
443.99	12.01	Noise
456.0	12.06	Baseline
468.06	11.5	Q2_p
468.06	11.5	Q1_db
480.02	11.51	Q3_p
480.02	11.51	Q1_db
492.03	11.5	Q3_p
492.03	11.5	Q1_db
504.02	11.98	Baseline
515.99	12.0	Noise
528.0	12.06	Baseline
540.06	11.51	Q4_p
540.06	11.51	Q3_db
552.03	11.51	Q3_p
552.03	11.51	Q3_db
564.04	11.51	Q3_p
564.04	11.51	Q3_db
