onset	duration	trial_type
0.0	11.95	Baseline
11.95	12.01	Noise
23.96	12.05	Baseline
36.01	11.51	Q1_p
36.01	11.51	Q4_db
47.99	11.5	Q4_p
47.99	11.5	Q4_db
59.99	11.51	Q3_p
59.99	11.51	Q4_db
71.97	11.99	Baseline
83.96	12.0	Noise
95.96	12.05	Baseline
108.01	11.5	Q1_p
108.01	11.5	Q1_db
119.98	11.51	Q1_p
119.98	11.51	Q1_db
131.98	11.5	Q1_p
131.98	11.5	Q1_db
143.97	11.99	Baseline
155.96	12.0	Noise
167.96	12.03	Baseline
179.99	11.5	Q2_p
179.99	11.5	Q2_db
191.99	11.5	Q1_p
191.99	11.5	Q2_db
204.0	11.52	Q1_p
204.0	11.52	Q2_db
215.98	11.98	Baseline
227.96	12.01	Noise
239.97	12.04	Baseline
252.01	11.51	Q4_p
252.01	11.51	Q3_db
263.98	11.52	Q4_p
263.98	11.52	Q3_db
275.98	11.51	Q3_p
275.98	11.51	Q3_db
287.99	11.99	Baseline
299.98	12.01	Noise
311.99	12.04	Baseline
324.03	11.51	Q2_p
324.03	11.51	Q2_db
336.02	11.5	Q1_p
336.02	11.5	Q2_db
348.02	11.5	Q2_p
348.02	11.5	Q2_db
360.01	11.98	Baseline
371.99	12.01	Noise
383.99	12.04	Baseline
396.04	11.51	Q1_p
396.04	11.51	Q1_db
408.02	11.5	Q1_p
408.02	11.5	Q1_db
420.02	11.5	Q1_p
420.02	11.5	Q1_db
432.02	11.96	Baseline
443.99	12.0	Noise
455.99	12.06	Baseline
468.06	11.51	Q2_p
468.06	11.51	Q3_db
480.02	11.51	Q1_p
480.02	11.51	Q3_db
492.02	11.51	Q3_p
492.02	11.51	Q3_db
504.04	11.95	Baseline
515.99	12.01	Noise
528.0	12.06	Baseline
540.06	11.5	Q4_p
540.06	11.5	Q4_db
552.03	11.53	Q2_p
552.03	11.53	Q4_db
564.04	11.51	Q1_p
564.04	11.51	Q4_db
