MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0001898830.wav,0,0,0,0,0,0,0,0,0,0,0,2,17.315021099999285,29.976590399999623,41.91927616999965,41.986691599999176,53.919954699998925,53.919954699998925,65.94599939999898,65.95360920999883,77.42060309999943,77.4582620000001,77.9441900999991,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ1.csv,music\Q1\MT0007013069.wav,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,77.95408940999914,89.42093579999892,89.45821239999896,89.94877379999889,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ1.csv,music\Q1\MT0002366291.wav,0,0,0,0,0,0,0,0,0,2,2,0,,,,,,,,89.95451750999928,101.42146639999919,101.46988689999853,101.93094380000002,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ1.csv,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ2.csv,music\Q2\MT0002372242.wav,0,0,0,0,0,1,1,1,0,0,0,2,,101.93094380000002,113.92192456999874,113.93849549999868,,125.92795709999882,,137.97280780999972,149.42306199999985,149.47843849999845,149.94609689999925,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ2.csv,music\Q2\MT0006798861.wav,0,0,0,0,0,1,1,1,0,1,1,1,,,,,,,,149.95657030999973,161.42362949999915,161.46867219999876,161.94573249999848,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ2.csv,music\Q2\MT0003136077.wav,0,0,0,0,0,1,1,1,0,2,2,0,,,,,,,,161.95710170999882,173.42408179999984,173.46681989999888,173.9376930999988,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ4.csv,music\Q4\MT0001195535.wav,0,0,0,0,0,2,2,3,0,0,0,2,,173.9376930999988,185.92513386999963,185.94105969999873,,197.9279895999989,,209.9753883100002,221.4257601999998,221.47914750000018,221.9480351000002,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ4.csv,music\Q4\MT0007107079.wav,0,0,0,0,0,2,2,3,0,1,1,1,,,,,,,,221.95929221000006,233.42615159999878,233.4594918999992,233.94698199999948,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ4.csv,music\Q4\MT0001676671.wav,0,0,0,0,0,2,2,3,0,2,2,0,,,,,,,,233.95957740999984,245.42650959999992,245.46807709999848,245.94174799999928,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ3.csv,music\Q3\MT0001934726.wav,0,0,0,0,0,3,3,2,0,0,0,0,,245.94174799999928,257.9271293699985,257.94380420000016,269.9281443,269.9281443,281.95615149999867,281.96201160999954,293.42824819999987,293.46814409999934,293.9523320999997,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ3.csv,music\Q3\MT0005253065.wav,0,0,0,0,0,3,3,2,0,1,1,1,,,,,,,,293.96238210999945,305.4287581999997,305.4663232999992,305.95147819999875,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ3.csv,music\Q3\MT0001526386.wav,0,0,0,0,0,3,3,2,0,2,2,2,,,,,,,,305.96218190999934,317.4316927,317.4690955999995,317.9918448999997,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ3.csv,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ4.csv,music\Q4\MT0028813196.wav,1,0,1,0,0,0,0,3,0,0,0,2,,317.9918448999997,329.98027116999947,329.9962852999997,,341.981484599999,354.0069657999993,354.01397390999955,365.48373229999925,365.5295109999988,366.0042182999987,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ4.csv,music\Q4\MT0013676763.wav,1,0,1,0,0,0,0,3,0,1,1,0,,,,,,,,366.01723180999943,377.48384129999977,377.5279819999996,,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ4.csv,music\Q4\MT0001942272.wav,1,0,1,0,0,0,0,3,0,2,2,1,,,,,,,,378.03398750999986,389.4845772999997,389.5382632000001,,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ4.csv,,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ1.csv,music\Q1\MT0012846850.wav,1,0,1,0,0,1,1,0,0,0,0,0,,390.02615819999846,401.9847511699991,402.0346942999986,,413.9887968999992,,426.036063309999,437.4859784,437.5417278999994,438.00814609999907,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ1.csv,music\Q1\MT0002538335.wav,1,0,1,0,0,1,1,0,0,1,1,1,,,,,,,,438.019451709999,449.48671639999884,449.52935519999846,450.00880159999906,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
MusicListQ1.csv,music\Q1\MT0026753827.wav,1,0,1,0,0,1,1,0,0,2,2,2,,,,,,,,450.02018320999923,461.48442199999954,461.5298664000002,462.01402339999913,,,,,18,2,True,2023-08-03_15h49.51.466,BrainplaybackQuadrants,2022.2.4,59.72841489700146,
