MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0000456939.wav,0,0,0,0,0,0,0,1,0,0,0,2,23.901482000001124,39.38236130000041,51.33276854000032,51.3827696999997,63.33323080000082,63.33323080000082,75.3836037000001,75.36693732000022,86.83400009999968,86.88401739999972,87.36736900000142,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ2.csv,music\Q2\MT0006520567.wav,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,87.36735332000099,98.8344175000002,98.88443860000007,99.36778109999977,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ2.csv,music\Q2\MT0001419145.wav,0,0,0,0,0,0,0,1,0,2,2,0,,,,,,,,99.3677655200001,110.8348457000011,110.88482590000058,111.35155900000063,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ1.csv,music\Q1\MT0005832516.wav,0,0,0,0,0,1,1,0,0,0,0,1,,111.35155900000063,123.33528393999987,123.35194930000034,,135.35234599999967,,147.38610592000006,158.83647900000142,158.90318710000065,159.36987390000104,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ1.csv,music\Q1\MT0000442827.wav,0,0,0,0,0,1,1,0,0,1,1,2,,,,,,,,159.36985512000066,170.8369272,170.88691350000045,171.37029360000088,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ1.csv,music\Q1\MT0001236649.wav,0,0,0,0,0,1,1,0,0,2,2,0,,,,,,,,171.37024792000122,182.8373397000014,182.88736380000046,183.37073630000123,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ1.csv,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ3.csv,music\Q3\MT0000661250.wav,0,0,0,0,0,2,2,2,0,0,0,0,,183.37073630000123,195.3377744400008,195.3711273000008,,207.32155580000108,219.35529420000057,219.35527122000096,230.82233960000121,230.8723654000005,231.35569510000096,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ3.csv,music\Q3\MT0004988249.wav,0,0,0,0,0,2,2,2,0,1,1,1,,,,,,,,231.3556868200005,242.82275450000088,242.87277320000067,243.35613000000012,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ3.csv,music\Q3\MT0000300896.wav,0,0,0,0,0,2,2,2,0,2,2,2,,,,,,,,243.35610742000173,254.82317130000047,254.8731985000013,255.3565534999998,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ3.csv,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ4.csv,music\Q4\MT0006352493.wav,0,0,0,0,0,3,3,3,0,0,0,1,,255.3565534999998,267.32360754000035,267.35696129999997,,279.34069030000137,,291.37441822,302.824842,302.89153240000087,303.3582108999999,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ4.csv,music\Q4\MT0000336135.wav,0,0,0,0,0,3,3,3,0,1,1,2,,,,,,,,303.3581930200009,314.82525330000135,314.8752663000014,315.3586618999998,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ4.csv,music\Q4\MT0000661847.wav,0,0,0,0,0,3,3,3,0,2,2,0,,,,,,,,315.358662920001,326.8256729000004,326.8756919999996,327.39237090000097,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ4.csv,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ1.csv,music\Q1\MT0004339430.wav,1,0,1,0,0,0,0,0,0,0,0,2,,327.39237090000097,339.37612834000026,339.3927816000014,,351.39319480000086,,363.4269601200005,374.8773615000009,374.94413950000126,375.4107103000006,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ1.csv,music\Q1\MT0015028144.wav,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,375.41070772000165,386.8777760000012,386.92780049999965,387.41111920000003,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ1.csv,music\Q1\MT0018651126.wav,1,0,1,0,0,0,0,0,0,2,2,0,,,,,,,,387.41112832000107,398.8781906000004,398.9281984999998,399.41156670000055,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ1.csv,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ4.csv,music\Q4\MT0028374210.wav,1,0,1,0,0,1,1,3,0,0,0,0,,399.41156670000055,411.3786297400005,411.41195470000093,423.3956940999997,423.3956940999997,,435.4294616200015,446.8798600000009,446.94655000000057,447.41320500000074,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ4.csv,music\Q4\MT0016932218.wav,1,0,1,0,0,1,1,3,0,1,1,1,,,,,,,,447.41318362000055,458.88028269999995,458.9302671000005,459.41362310000113,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ4.csv,music\Q4\MT0004833310.wav,1,0,1,0,0,1,1,3,0,2,2,2,,,,,,,,459.4136141200008,470.88069350000114,470.9306862000012,471.41401849999966,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ4.csv,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ3.csv,music\Q3\MT0014118699.wav,1,0,1,0,0,2,2,2,0,0,0,0,,471.41401849999966,483.3811233400014,483.4144612,,495.39819569999963,,507.43195532000135,518.8823642999996,518.9323998,519.4157018000005,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ3.csv,music\Q3\MT0012634038.wav,1,0,1,0,0,2,2,2,0,1,1,1,,,,,,,,519.4157146200006,530.8827797000013,530.9327871000005,531.4161254999999,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ3.csv,music\Q3\MT0003435704.wav,1,0,1,0,0,2,2,2,0,2,2,2,,,,,,,,531.4161238200005,542.8831944000012,542.9332056000003,543.4165737000003,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ2.csv,music\Q2\MT0004942017.wav,1,0,1,0,0,3,3,1,0,0,0,2,,543.4165737000003,555.3836345399999,555.4169516000002,,567.4006993000003,,579.4344395200015,590.868198600001,590.951521500001,591.4015356,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ2.csv,music\Q2\MT0015541501.wav,1,0,1,0,0,3,3,1,0,1,1,0,,,,,,,,591.4015523200006,602.8686199000003,602.9186293000002,603.4019786999997,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ2.csv,music\Q2\MT0013822237.wav,1,0,1,0,0,3,3,1,0,2,2,1,,,,,,,,603.4019908199999,614.869033500001,614.9190477000011,615.5024392000014,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
MusicListQ2.csv,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,20,2,True,2023-09-26_15h14.59.013,BrainplaybackQuadrants,2022.2.4,59.9974321097785,
,,,,,,,,,,,,,,,,,,,,,,,,,615.5024392000014,639.4532076000014,639.5032040000006,640.4532658000007,,,,,,,,
