MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0004339430.wav,0,0,0,0,0,0,0,0,0,0,0,1,12.938829599999735,28.10174079999979,40.052884179999545,40.10295219999989,52.055543299999954,64.10432094000016,75.55513489999976,75.61304849999942,76.08650620000026,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ1.csv,music\Q1\MT0007013069.wav,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,76.08836943999968,87.55560839999998,87.60285419999946,88.07525499999974,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ1.csv,music\Q1\MT0011574534.wav,0,0,0,0,0,0,0,0,0,2,2,0,,,,,,88.07361285999997,99.55601810000007,99.58249830000022,100.0786266999994,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ1.csv,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ2.csv,music\Q2\MT0006798861.wav,0,0,0,0,0,1,1,1,0,0,0,2,,100.0786266999994,112.0580868799997,112.08918319999975,124.05690820000018,136.10716722000015,147.55919389999963,147.61147840000012,148.07477149999977,136.09370649999983,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ2.csv,music\Q2\MT0010310896.wav,0,0,0,0,0,1,1,1,0,1,1,0,,,,,,148.07587995999967,159.55976370000008,159.58081579999998,160.08510980000028,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ2.csv,music\Q2\MT0004942017.wav,0,0,0,0,0,1,1,1,0,2,2,1,,,,,,160.09283414000012,171.5579773999998,171.62332659999993,172.08504360000006,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ4.csv,music\Q4\MT0004833310.wav,0,0,0,0,0,2,2,3,0,0,0,1,,172.08504360000006,184.0590165800003,184.0924129999994,196.06292779999967,208.10981014,219.56035969999994,219.61326689999987,220.09361929999977,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ4.csv,music\Q4\MT0007107079.wav,0,0,0,0,0,2,2,3,0,1,1,2,,,,,,220.0935718400003,231.56079989999944,231.60279699999955,232.08892500000002,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ4.csv,music\Q4\MT0011938737.wav,0,0,0,0,0,2,2,3,0,2,2,0,,,,,,232.09566614000025,243.5612470999995,243.61354049999954,244.09627490000003,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ3.csv,music\Q3\MT0005253065.wav,0,0,0,0,0,3,3,2,0,0,0,2,,244.09627490000003,256.0494231800002,256.1108494,268.0619379,280.1122152200001,291.5461562999999,291.6295304999994,292.0679173999997,280.10567189999983,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ3.csv,music\Q3\MT0003435704.wav,0,0,0,0,0,3,3,2,0,1,1,1,,,,,,292.0786616399998,303.5467767,303.59286840000004,304.0870269999996,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ3.csv,music\Q3\MT0009220462.wav,0,0,0,0,0,3,3,2,0,2,2,0,,,,,,304.0965960199997,315.54720129999987,315.6023315000002,316.11706069999946,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ3.csv,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ4.csv,music\Q4\MT0004584067.wav,1,0,1,0,0,0,0,3,0,0,0,1,,316.11706069999946,328.1141685800002,328.1308872999998,340.12327279999954,352.16444483999993,363.6154399999996,363.6727074999999,364.1674985999998,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ4.csv,music\Q4\MT0000980148.wav,1,0,1,0,0,0,0,3,0,1,1,0,,,,,,364.18189120000034,375.61589449999974,375.68220930000007,376.14036489999944,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
