MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0003037754.wav,0,0,0,0,0,0,0,2,0,0,0,2,8.83257309999317,33.28835329999856,45.23411583999259,45.30084309999074,57.23488659999566,57.23488659999566,69.27920049999375,69.28500965999557,80.73546959999658,80.79459629999474,81.27919219998876,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
MusicListQ3.csv,music\Q3\MT0028698324.wav,0,0,0,0,0,0,0,2,0,1,1,1,,,,,,,,81.28478845999926,92.73604409999098,92.79299380000157,93.27853949999553,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
MusicListQ3.csv,music\Q3\MT0005217073.wav,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,,,93.28523755999923,104.73825070000021,104.7943840999942,105.24131909999414,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
MusicListQ3.csv,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
MusicListQ2.csv,music\Q2\MT0004316859.wav,0,0,0,0,0,1,1,1,0,0,0,2,,105.24131909999414,117.23686514000147,117.25342809999711,,129.24349310000252,,141.3036710599932,152.7404719999904,152.81513570000243,153.24383139998827,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
MusicListQ2.csv,music\Q2\MT0006746691.wav,0,0,0,0,0,1,1,1,0,1,1,0,,,,,,,,153.25667037999375,164.7388929000008,164.77536499999405,165.24668539999402,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
MusicListQ2.csv,music\Q2\MT0029099688.wav,0,0,0,0,0,1,1,1,0,2,2,1,,,,,,,,165.25553287999065,176.73933109999052,176.76628199999686,177.26446259999648,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
MusicListQ1.csv,music\Q1\MT0006747288.wav,0,0,0,0,0,2,2,0,0,0,0,0,,177.26446259999648,189.23923043999676,189.27313239999057,,201.2454660999938,,213.29057261999262,224.74109029999818,224.79586610000115,225.24774239999533,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
MusicListQ1.csv,music\Q1\MT0003603772.wav,0,0,0,0,0,2,2,0,0,1,1,2,,,,,,,,225.2576994800009,236.7415561999951,236.76559749999433,237.26571159999003,,,,,01,4,True,2022-11-23_15h39.50.158,BrainplaybackQuadrants,2022.2.4,59.95897606681501,
