MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0011612883.wav,0,0,0,0,0,0,0,2,0,0,0,1,21.372531600000002,37.96468090000053,37.96468090000053,49.9107136900011,49.97734560000026,61.91435290000118,73.94514137999977,85.41458320000129,85.44549560000087,,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ3.csv,music\Q3\MT0003601752.wav,0,0,0,0,0,0,0,2,0,1,1,0,,,,,,,85.96221657000115,97.41265920000114,97.46476860000075,97.91895960000147,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ3.csv,music\Q3\MT0030304982.wav,0,0,0,0,0,0,0,2,0,2,2,2,,,,,,,97.92932798000038,109.41312580000158,109.4344783000015,109.91670760000125,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ3.csv,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ2.csv,music\Q2\MT0005029328.wav,0,0,0,0,0,1,1,1,0,0,0,0,,,109.91670760000125,121.91357549000077,121.9301202000006,133.9141025000008,145.94775577000019,157.41486130000158,157.4558921000007,157.93422570000075,133.9141025000008,145.93636400000105,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ2.csv,music\Q2\MT0012168286.wav,0,0,0,0,0,1,1,1,0,1,1,1,,,,,,,157.94814507000137,169.4153494000002,169.4562233000015,169.9317600000013,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ2.csv,music\Q2\MT0030271679.wav,0,0,0,0,0,1,1,1,0,2,2,2,,,,,,,169.9319773799998,181.41573730000164,181.4461398000003,181.92263400000047,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ4.csv,music\Q4\MT0005074629.wav,0,0,0,0,0,2,2,3,0,0,0,0,,,181.92263400000047,193.91608949000056,193.9328605999999,205.91691010000068,217.9337124800004,229.417489200001,229.43477730000086,229.9256759,205.91691010000068,217.92635500000142,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ4.csv,music\Q4\MT0014507179.wav,0,0,0,0,0,2,2,3,0,1,1,1,,,,,,,229.93677668000055,241.41793990000042,241.45419240000047,241.92373990000124,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ4.csv,music\Q4\MT0031898123.wav,0,0,0,0,0,2,2,3,0,2,2,2,,,,,,,241.93459888000143,253.418243600001,253.4448809000005,253.92556630000036,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ1.csv,music\Q1\MT0013590244.wav,0,0,0,0,0,3,3,0,0,0,0,1,,,253.92556630000036,265.9185661900001,265.93523559999994,277.9238853000006,289.9527832800013,301.4199516000008,301.4533885000001,301.93380140000045,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ1.csv,music\Q1\MT0031996897.wav,0,0,0,0,0,3,3,0,0,1,1,2,,,,,,,301.9365569800011,313.42031959999986,313.44291580000026,313.9319837000003,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ1.csv,music\Q1\MT0004683099.wav,0,0,0,0,0,3,3,0,0,2,2,0,,,,,,,313.93704598000113,325.4208490000001,325.44306620000134,325.95526659999996,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ1.csv,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ3.csv,music\Q3\MT0031693432.wav,1,0,1,0,0,0,0,2,0,0,0,1,,,325.95526659999996,337.95469439000135,337.9545695000015,349.96314040000107,361.98890417999974,373.45588769999995,373.4940620000016,373.97412440000153,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ3.csv,music\Q3\MT0001982863.wav,1,0,1,0,0,0,0,2,0,1,1,2,,,,,,,373.98933986999964,385.4564635000006,385.4928778000012,385.9713543000016,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ3.csv,music\Q3\MT0005981667.wav,1,0,1,0,0,0,0,2,0,2,2,0,,,,,,,385.97310498000115,397.45688920000066,397.473385700001,397.9716360000002,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ3.csv,,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ2.csv,music\Q2\MT0003311798.wav,1,0,1,0,0,1,1,1,0,0,0,2,,,397.9716360000002,409.9573645900009,409.97415960000035,421.94102940000084,433.97492816999966,445.4420407000016,445.4838466000001,445.9572306000009,,433.95952320000106,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ2.csv,music\Q2\MT0006919878.wav,1,0,1,0,0,1,1,1,0,1,1,0,,,,,,,445.9587071799997,457.44259349999993,457.46339080000143,457.9612492000015,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ2.csv,music\Q2\MT0033084992.wav,1,0,1,0,0,1,1,1,0,2,2,1,,,,,,,457.97583166999993,469.44277260000126,469.4837174000004,469.96033890000035,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ2.csv,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ4.csv,music\Q4\MT0033410438.wav,1,0,1,0,0,2,2,3,0,0,0,1,,,469.96033890000035,481.9434954899998,481.9600680000003,493.96069250000073,505.97773858000073,517.444728800001,517.483760000001,517.9488001000009,493.96069250000073,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ4.csv,music\Q4\MT0007342701.wav,1,0,1,0,0,2,2,3,0,1,1,0,,,,,,,517.9615339800002,529.4451830000016,529.4635033000013,529.9495939000008,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ4.csv,music\Q4\MT0001877603.wav,1,0,1,0,0,2,2,3,0,2,2,2,,,,,,,529.9617225800012,541.4455147000008,541.4630353000011,541.9653052000012,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ4.csv,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
MusicListQ1.csv,music\Q1\MT0007443823.wav,1,0,1,0,0,3,3,0,0,0,0,0,,,541.9653052000012,553.9460735900002,553.9793243000004,565.9534781000002,577.9803381800011,589.4474360000004,589.4832321000013,589.9576309000004,,,,,,,sub-02,2,True,2023-01-04_16h30.37.219,BrainplaybackQuadrants,2022.2.4,59.68727449415482,
