MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0007064420.wav,0,0,0,0,0,0,0,3,0,0,0,1,58.510545699999966,72.0989056999997,72.0989056999997,84.04724381000005,84.11392840000008,96.05035419999967,108.09753013,119.54863479999949,119.60050659999979,120.06777759999932,,,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
MusicListQ4.csv,music\Q4\MT0030319227.wav,0,0,0,0,0,0,0,3,0,1,1,0,,,,,,,120.08182273000011,131.54899489999934,131.5820488999998,132.06829749999997,,,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
MusicListQ4.csv,music\Q4\MT0033391280.wav,0,0,0,0,0,0,0,3,0,2,2,2,,,,,,,132.08171703000016,143.54882980000002,143.5821288999996,144.06919440000001,,,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
MusicListQ4.csv,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
MusicListQ1.csv,music\Q1\MT0006747288.wav,0,0,0,0,0,1,1,0,0,0,0,1,,,144.06919440000001,156.04925970999966,156.08260419999988,168.05036399999972,180.08397403000026,191.55056849999983,191.59131220000017,192.06497429999945,168.05036399999972,180.08050559999992,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
MusicListQ1.csv,music\Q1\MT0028495262.wav,0,0,0,0,0,1,1,0,0,1,1,0,,,,,,,192.06776921999972,203.55097139999998,203.5803122999996,204.06528519999938,,,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
MusicListQ1.csv,music\Q1\MT0032235381.wav,0,0,0,0,0,1,1,0,0,2,2,2,,,,,,,204.06764912000017,215.5541760999995,215.5818816000001,216.0780149000002,,,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
MusicListQ1.csv,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
MusicListQ3.csv,music\Q3\MT0015682649.wav,0,0,0,0,0,2,2,2,0,0,0,0,,,216.0780149000002,228.05464230999996,228.08797009999944,240.05270389999987,252.08848302999968,263.55565729999944,263.5918393000002,264.07529579999937,240.05270389999987,252.0805507999994,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
MusicListQ3.csv,music\Q3\MT0005217073.wav,0,0,0,0,0,2,2,2,0,1,1,1,,,,,,,264.0889660299995,275.5560077,275.60183159999997,276.0783499999998,,,,,,,06,1,True,2023-01-19_17h55.32.481,BrainplaybackQuadrants,2022.2.4,59.73719219650064,
