MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0002391847.wav,0,0,0,0,0,0,0,0,0,0,0,2,8.39218179999989,27.23141129999931,39.17697986999847,39.24364559999958,51.1796007999983,63.22796500999976,74.67840629999955,74.73652999999831,75.18212459999995,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
MusicListQ1.csv,music\Q1\MT0013621344.wav,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,75.19500603999876,86.6788351999985,86.7,87.19452739999906,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
MusicListQ1.csv,music\Q1\MT0002366291.wav,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,87.19550113999975,98.6792476999999,98.70736739999847,99.19193809999888,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
MusicListQ1.csv,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
MusicListQ2.csv,music\Q2\MT0003209662.wav,0,0,0,0,0,1,1,1,0,0,0,2,,99.19193809999888,111.1798690699994,111.19644539999899,123.18732399999863,135.23054470999958,146.68100589999995,146.73717679999936,147.2067580999992,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
MusicListQ2.csv,music\Q2\MT0012658636.wav,0,0,0,0,0,1,1,1,0,1,1,0,,,,,,147.2143394099992,158.68144349999966,158.7175290999985,159.2030567999991,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
MusicListQ2.csv,music\Q2\MT0003136077.wav,0,0,0,0,0,1,1,1,0,2,2,1,,,,,,159.21478340999855,170.68182290000004,170.72680969999965,171.19903319999867,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
MusicListQ3.csv,music\Q3\MT0011667212.wav,0,0,0,0,0,2,2,2,0,0,0,0,,171.19903319999867,183.1823221699993,183.1989939999985,195.18890439999996,207.2331954099998,218.68376219999845,218.73892449999948,219.20678119999866,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
MusicListQ3.csv,music\Q3\MT0001967374.wav,0,0,0,0,0,2,2,2,0,1,1,2,,,,,,219.21696900999885,230.68417109999973,230.71728729999995,231.2118789999986,,,,,,09,1,True,2023-02-24_16h29.15.362,BrainplaybackQuadrants,2022.2.4,59.90179699393057,
