MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0009378909.wav,0,0,0,0,0,0,0,0,0,0,0,0,16.666718200000105,32.39814980000119,44.35102028000074,44.40103700000145,56.36087300000145,68.40196944000127,79.85247730000083,79.90236540000114,80.37125680000099,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ1.csv,music\Q1\MT0007147603.wav,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,80.36930436000148,91.85285250000015,91.87198180000087,92.3705340000015,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ1.csv,music\Q1\MT0003390733.wav,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,92.369578060001,103.85341980000157,103.87217850000161,104.36141370000041,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ1.csv,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ2.csv,music\Q2\MT0006862088.wav,0,0,0,0,0,1,1,1,0,0,0,2,,104.36141370000041,116.35379588000069,116.37044520000018,128.36223860000064,140.40460864000124,151.85492460000023,151.90508620000037,152.38715010000124,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ2.csv,music\Q2\MT0004068560.wav,0,0,0,0,0,1,1,1,0,1,1,1,,,,,,152.38836043999981,163.8554382000002,163.89226469999994,164.3766011000007,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ2.csv,music\Q2\MT0008361425.wav,0,0,0,0,0,1,1,1,0,2,2,0,,,,,,164.38875694000126,175.8558933000004,175.89260319999994,176.367061500001,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ3.csv,music\Q3\MT0005520274.wav,0,0,0,0,0,2,2,2,0,0,0,2,,176.367061500001,188.35636288000023,188.37291300000106,200.36252570000033,212.4072706400002,223.85783840000113,223.91114000000016,224.380509300001,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ3.csv,music\Q3\MT0002915967.wav,0,0,0,0,0,2,2,2,0,1,1,1,,,,,,224.39103194000018,235.85826910000105,235.90300490000118,236.38148580000052,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ3.csv,music\Q3\MT0007477802.wav,0,0,0,0,0,2,2,2,0,2,2,0,,,,,,236.39153154000087,247.85846690000108,247.9037059000002,248.3719886000017,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ3.csv,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ4.csv,music\Q4\MT0007207968.wav,0,0,0,0,0,3,3,3,0,0,0,2,,248.3719886000017,260.3591283800015,260.37562010000147,272.37203650000083,284.41000064000036,295.8601729000002,295.91304670000136,296.3882308000011,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ4.csv,music\Q4\MT0003280103.wav,0,0,0,0,0,3,3,3,0,1,1,1,,,,,,296.39358044000073,307.8608096000007,307.9017265000002,308.3809205000016,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ4.csv,music\Q4\MT0010665248.wav,0,0,0,0,0,3,3,3,0,2,2,0,,,,,,308.3939891400005,319.86119690000123,319.90074129999994,320.4070885000001,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ4.csv,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ4.csv,music\Q4\MT0001624303.wav,1,0,1,0,0,0,0,3,0,0,0,0,,320.4070885000001,332.39490598000157,332.4115457000007,344.40202170000157,356.44573434000085,367.8960523000005,367.95163590000084,368.41799920000085,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ4.csv,music\Q4\MT0004089549.wav,1,0,1,0,0,0,0,3,0,1,1,1,,,,,,368.4294099400013,379.896759700001,379.9317691000015,380.4173855000008,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ4.csv,music\Q4\MT0007107079.wav,1,0,1,0,0,0,0,3,0,2,2,2,,,,,,380.42998444000114,391.89701520000017,391.93290440000055,392.4200457000006,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ4.csv,,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ2.csv,music\Q2\MT0006798861.wav,1,0,1,0,0,1,1,1,0,0,0,2,,392.4200457000006,404.39749118000145,404.4308963000003,416.40372150000076,428.4483579400003,439.8987885000006,439.95208080000157,440.4209656000003,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ2.csv,music\Q2\MT0002960683.wav,1,0,1,0,0,1,1,1,0,1,1,0,,,,,,440.4321823400005,451.89936670000134,451.93246570000156,452.42380250000133,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ2.csv,music\Q2\MT0004558461.wav,1,0,1,0,0,1,1,1,0,2,2,1,,,,,,452.43257624000034,463.89976690000003,463.94277630000033,464.424598900001,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ2.csv,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ3.csv,music\Q3\MT0003129858.wav,1,0,1,0,0,2,2,2,0,0,0,1,,464.424598900001,476.4000671800004,476.4333437000005,488.4032788000004,500.45089304000066,511.90134320000107,511.96317100000124,512.4258585000007,488.4032788000004,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ3.csv,music\Q3\MT0005253065.wav,1,0,1,0,0,2,2,2,0,1,1,2,,,,,,512.4349409400002,523.9017736000005,523.9417751000001,524.4215584000012,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ3.csv,music\Q3\MT0001871732.wav,1,0,1,0,0,2,2,2,0,2,2,0,,,,,,524.4353759400001,535.9021055000012,535.9408859000014,536.429097100001,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ1.csv,music\Q1\MT0003794106.wav,1,0,1,0,0,3,3,0,0,0,0,1,,536.429097100001,548.4026334800001,548.4360524000003,560.4119753000014,572.4534993400011,583.9040539000016,583.9618369,584.4208100000014,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ1.csv,music\Q1\MT0007013069.wav,1,0,1,0,0,3,3,0,0,1,1,2,,,,,,584.4205915600014,595.9044158000015,595.9233121000016,596.4232349000013,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ1.csv,music\Q1\MT0002262181.wav,1,0,1,0,0,3,3,0,0,2,2,0,,,,,,596.42103546,607.9047920000012,607.9318904000011,608.5081435000011,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
MusicListQ1.csv,,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,09,3,True,2023-02-24_16h56.20.371,BrainplaybackQuadrants,2022.2.4,59.88411226627302,
,,,,,,,,,,,,,,,,,,,,,,,,608.5081435000011,632.4724066000017,632.5224371000004,633.4724313000006,,,,,,,,
