MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0010818060.wav,1,0,1,0,0,0,0,3,0,2,2,1,,,,,,382.69990082999993,394.1669923999998,394.2170216000013,394.7003633000004,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ4.csv,,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ3.csv,music\Q3\MT0001871732.wav,1,0,1,0,0,1,1,2,0,0,0,0,,394.7003633000004,406.6674447100004,406.7007828000005,418.6845736000014,430.7183205299998,442.16873680000026,442.2354283000004,442.7020960000009,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ3.csv,music\Q3\MT0026905937.wav,1,0,1,0,0,1,1,2,0,1,1,2,,,,,,442.7020850300005,454.1691712000011,454.2192558000006,454.7024999000005,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ3.csv,music\Q3\MT0007610380.wav,1,0,1,0,0,1,1,2,0,2,2,1,,,,,,454.7025199300015,466.1696050999999,466.21963959999994,466.7029954000009,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ3.csv,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ1.csv,music\Q1\MT0029065626.wav,1,0,1,0,0,2,2,0,0,0,0,2,,466.7029954000009,478.67006971000137,478.70339910000075,490.6872495000007,502.72093183000015,514.1713520000012,514.2380395,514.7047253000001,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ1.csv,music\Q1\MT0009845276.wav,1,0,1,0,0,2,2,0,0,1,1,1,,,,,,514.7047199300005,526.1717862000005,526.2217924000015,526.7051394999999,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ1.csv,music\Q1\MT0002262181.wav,1,0,1,0,0,2,2,0,0,2,2,0,,,,,,526.705134230001,538.1722279000005,538.2222443999999,538.7055954000007,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ1.csv,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ2.csv,music\Q2\MT0002960683.wav,1,0,1,0,0,3,3,1,0,0,0,0,,538.7055954000007,550.6727013099999,550.7060237000005,562.6897786999998,574.7235480300014,586.1739687999998,586.2240085000012,586.7239958999999,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ2.csv,music\Q2\MT0008530072.wav,1,0,1,0,0,3,3,1,0,1,1,1,,,,,,586.7239756400013,598.1743999999999,598.241064400001,598.7077699000001,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ2.csv,music\Q2\MT0028750297.wav,1,0,1,0,0,3,3,1,0,2,2,2,,,,,,598.7077551299999,610.1748333000014,610.2248561000015,610.8082043000013,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ2.csv,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
,,,,,,,,,,,,,,,,,,,,,,,610.8082043000013,634.7424175000015,634.8090655000015,635.7424330000013,,,,,,,,
