MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0011348776.wav,0,0,0,0,0,0,0,1,0,0,0,0,18.14932250000129,34.67060760000095,46.60437250999985,46.67102859999977,58.62147660000119,70.65524713000104,82.10566570000083,82.17234760000065,82.63900199999989,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ2.csv,music\Q2\MT0011145388.wav,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,82.63901232999979,94.10610290000113,94.15608919999977,94.65611830000125,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ2.csv,music\Q2\MT0010490157.wav,0,0,0,0,0,0,0,1,0,2,2,2,,,,,,94.65611934000117,106.10653869999987,106.17319940000016,106.62324489999992,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ3.csv,music\Q3\MT0009437817.wav,0,0,0,0,0,1,1,2,0,0,0,2,,106.62324489999992,118.60698780999974,118.62366090000069,130.62408470000082,142.65786943000148,154.10828480000055,154.174946000001,154.62497050000093,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ3.csv,music\Q3\MT0010739708.wav,0,0,0,0,0,1,1,2,0,1,1,0,,,,,,154.62496912000097,166.10870710000017,166.14206809999996,166.64206120000017,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ3.csv,music\Q3\MT0010375510.wav,0,0,0,0,0,1,1,2,0,2,2,1,,,,,,166.64206703000036,178.10915879999993,178.1591395000014,178.6258327000014,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ3.csv,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ4.csv,music\Q4\MT0012941049.wav,0,0,0,0,0,2,2,3,0,0,0,0,,178.6258327000014,190.60958661000132,190.62627470000007,202.62669520000054,214.66050933000133,226.11089710000124,226.1775789000003,226.64423970000098,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ4.csv,music\Q4\MT0012151268.wav,0,0,0,0,0,2,2,3,0,1,1,2,,,,,,226.6442577300013,238.11133710000104,238.16132590000052,238.64467960000002,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ4.csv,music\Q4\MT0012862507.wav,0,0,0,0,0,2,2,3,0,2,2,1,,,,,,238.64466253000046,250.11177210000096,250.16175740000108,250.64511850000054,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ1.csv,music\Q1\MT0012041920.wav,0,0,0,0,0,3,3,0,0,0,0,0,,250.64511850000054,262.61221251000006,262.6455517000013,274.629334700001,286.66308192999986,298.1135176000007,298.1802411999997,298.64685590000045,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ1.csv,music\Q1\MT0011786799.wav,0,0,0,0,0,3,3,0,0,1,1,2,,,,,,298.646862730001,310.1139555000009,310.1639683000012,310.64729530000113,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ1.csv,music\Q1\MT0011957429.wav,0,0,0,0,0,3,3,0,0,2,2,1,,,,,,310.6473018300012,322.1143874999998,322.1643750000003,322.6977327000004,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ1.csv,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ4.csv,music\Q4\MT0030494794.wav,1,0,1,0,0,0,0,3,0,0,0,2,,322.6977327000004,334.68149581000125,334.69816960000026,346.698633,358.7323728300007,370.166122300001,370.2328257999998,370.6994794000002,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
MusicListQ4.csv,music\Q4\MT0001624303.wav,1,0,1,0,0,0,0,3,0,1,1,0,,,,,,370.6994647300007,382.16658220000136,382.2165795000001,382.69991389999996,,,,,19,3,True,2023-09-20_16h09.35.364,BrainplaybackQuadrants,2022.2.4,59.99973600155243,
