MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0006798861.wav,1,0,1,0,0,1,1,1,0,0,0,2,,418.14955010000267,430.1292565100004,430.16243170000234,442.1318207000004,454.18017733000084,465.6302525000028,465.6917777000017,466.1547396999995,442.1318207000004,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ2.csv,music\Q2\MT0002960683.wav,1,0,1,0,0,1,1,1,0,1,1,0,,,,,,466.1639346300013,477.63103910000063,477.6713496000011,478.15890520000175,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ2.csv,music\Q2\MT0004558461.wav,1,0,1,0,0,1,1,1,0,2,2,1,,,,,,478.1644135300026,489.6314947999999,489.67200140000205,490.1541619000018,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ2.csv,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ3.csv,music\Q3\MT0003129858.wav,1,0,1,0,0,2,2,2,0,0,0,1,,490.1541619000018,502.1316785100018,502.1652111000003,514.1402792000008,526.1825696300017,537.6328821999996,537.6915563000002,538.1568078000018,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ3.csv,music\Q3\MT0005253065.wav,1,0,1,0,0,2,2,2,0,1,1,2,,,,,,538.166328830002,549.6331905000006,549.6707457000011,550.1489646000009,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ3.csv,music\Q3\MT0001871732.wav,1,0,1,0,0,2,2,2,0,2,2,0,,,,,,550.1499901200027,561.6334930000012,561.6510037000007,562.1594685000018,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ4.csv,music\Q4\MT0004089549.wav,1,0,1,0,0,3,3,3,0,0,0,1,,562.1594685000018,574.1340613099994,574.1676380999997,586.1405283999993,598.1853439300008,609.6351563000026,609.6910352000014,610.1558614999994,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ4.csv,music\Q4\MT0001624303.wav,1,0,1,0,0,3,3,3,0,1,1,0,,,,,,610.1690716300014,621.6355196000004,621.6710368999993,622.1584354000006,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ4.csv,music\Q4\MT0007107079.wav,1,0,1,0,0,3,3,3,0,2,2,2,,,,,,622.1691236300009,633.6363224000015,633.6710282999993,634.2368895,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
MusicListQ4.csv,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,15,3,True,2023-04-04_17h14.44.495,BrainplaybackQuadrants,2022.2.4,59.93924558034797,
,,,,,,,,,,,,,,,,,,,,,,,,634.2368895,658.203538400001,658.2369112000015,659.2035701999994,,,,,,,,
