musics,n,order
music\Q1\MT0011574534.wav,1.0,2.0
music\Q1\MT0004339430.wav,1.0,0.0
music\Q1\MT0007013069.wav,1.0,1.0

extraInfo
participant,14
session,1
trigger,True
date,2023-04-03_13h03.50.317
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,60.0725075164234
﻿musics,n,order
music\Q2\MT0010310896.wav,1.0,1.0
music\Q2\MT0004942017.wav,1.0,2.0
music\Q2\MT0006798861.wav,1.0,0.0

extraInfo
participant,14
session,1
trigger,True
date,2023-04-03_13h03.50.317
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,60.0725075164234
﻿musics,n,order
music\Q4\MT0011938737.wav,1.0,2.0
music\Q4\MT0004833310.wav,1.0,0.0
music\Q4\MT0007107079.wav,1.0,1.0

extraInfo
participant,14
session,1
trigger,True
date,2023-04-03_13h03.50.317
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,60.0725075164234
﻿musics,n,order
music\Q3\MT0009220462.wav,1.0,2.0
music\Q3\MT0003435704.wav,1.0,1.0
music\Q3\MT0005253065.wav,1.0,0.0

extraInfo
participant,14
session,1
trigger,True
date,2023-04-03_13h03.50.317
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,60.0725075164234
﻿musics,n,order
music\Q4\MT0000980148.wav,1.0,1.0
music\Q4\MT0004584067.wav,1.0,0.0
music\Q4\MT0002811975.wav,1.0,2.0

extraInfo
participant,14
session,1
trigger,True
date,2023-04-03_13h03.50.317
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,60.0725075164234
﻿musics,n,order
music\Q2\MT0001975228.wav,1.0,1.0
music\Q2\MT0004867185.wav,1.0,0.0
music\Q2\MT0003807077.wav,1.0,2.0

extraInfo
participant,14
session,1
trigger,True
date,2023-04-03_13h03.50.317
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,60.0725075164234
﻿musics,n,order
music\Q1\MT0001703346.wav,1.0,2.0
music\Q1\MT0004122617.wav,1.0,0.0
music\Q1\MT0003213835.wav,1.0,1.0

extraInfo
participant,14
session,1
trigger,True
date,2023-04-03_13h03.50.317
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,60.0725075164234
﻿musics,n,order
music\Q3\MT0001472536.wav,1.0,1.0
music\Q3\MT0003402538.wav,1.0,0.0
music\Q3\MT0002379222.wav,1.0,2.0

extraInfo
participant,14
session,1
trigger,True
date,2023-04-03_13h03.50.317
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,60.0725075164234
