MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0002698706.wav,0,0,0,0,0,0,0,0,0,0,0,0,16.989460200000394,29.168904800000746,41.12494230999964,41.17497870000079,53.127862900000764,65.17884992999952,76.62979479999922,76.6854629999998,77.15597730000081,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ1.csv,music\Q1\MT0010482550.wav,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,77.1629099300002,88.6268330999992,88.66538330000003,89.16213229999994,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ1.csv,music\Q1\MT0030484925.wav,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,89.16304703000004,100.63031919999958,100.66451140000026,101.1415763999994,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ1.csv,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ3.csv,music\Q3\MT0002070112.wav,0,0,0,0,0,1,1,2,0,0,0,0,,101.1415763999994,113.13105340999918,113.14740189999975,125.13520299999982,137.19803903999966,148.63241600000038,148.7062351000004,149.15855369999917,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ3.csv,music\Q3\MT0008077089.wav,0,0,0,0,0,1,1,2,0,1,1,2,,,,,,149.1651693300004,160.6157781999991,160.67438550000043,161.14374540000063,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ3.csv,music\Q3\MT0029861029.wav,0,0,0,0,0,1,1,2,0,2,2,1,,,,,,161.14896143000024,172.61655719999908,172.6563724000007,173.1313451999995,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ3.csv,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ4.csv,music\Q4\MT0031807708.wav,0,0,0,0,0,2,2,3,0,0,0,1,,173.1313451999995,185.11660031000048,185.1332681999993,197.12574780000068,209.16726142999997,220.61787019999974,220.6747348000008,221.14983550000034,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ4.csv,music\Q4\MT0002124238.wav,0,0,0,0,0,2,2,3,0,1,1,0,,,,,,221.1513703300001,232.6183063999997,232.6554460999996,233.14192580000054,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ4.csv,music\Q4\MT0011051663.wav,0,0,0,0,0,2,2,3,0,2,2,2,,,,,,233.15147552999898,244.6187972000007,244.65472579999914,245.13560080000025,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ2.csv,music\Q2\MT0030124886.wav,0,0,0,0,0,3,3,1,0,0,0,1,,245.13560080000025,257.1193445099996,257.13274140000067,269.1243537999999,281.1666839299991,292.6173015000004,292.6740909,293.1451018000007,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ2.csv,music\Q2\MT0003442366.wav,0,0,0,0,0,3,3,1,0,1,1,0,,,,,,293.1504267300001,304.61763670000073,304.65441680000004,305.1418305999996,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ2.csv,music\Q2\MT0009117202.wav,0,0,0,0,0,3,3,1,0,2,2,2,,,,,,305.1514364299996,316.61815170000045,316.65265940000063,317.1711376000003,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ2.csv,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ4.csv,music\Q4\MT0016932218.wav,1,0,1,0,0,0,0,3,0,0,0,0,,317.1711376000003,329.16902461000046,329.1857779999991,341.1730036000008,353.2191529299993,364.6697428000007,364.72436630000084,365.1921069,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ4.csv,music\Q4\MT0012222183.wav,1,0,1,0,0,0,0,3,0,1,1,2,,,,,,365.20297302999955,376.67012989999967,376.7040887000003,377.1981367999997,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ4.csv,music\Q4\MT0028596249.wav,1,0,1,0,0,0,0,3,0,2,2,1,,,,,,377.2039905300002,388.67068839999956,388.70413349999944,389.19381260000046,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ4.csv,,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ2.csv,music\Q2\MT0013822237.wav,1,0,1,0,0,1,1,1,0,0,0,0,,389.19381260000046,401.1710860099991,401.20440880000024,413.1749244999992,425.222314529999,436.6621414000001,436.7371844999998,437.2391047000001,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ2.csv,music\Q2\MT0010615428.wav,1,0,1,0,0,1,1,1,0,1,1,2,,,,,,437.2386881499997,448.67339940000056,448.74490630000037,449.1949741999997,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ2.csv,music\Q2\MT0015971175.wav,1,0,1,0,0,1,1,1,0,2,2,1,,,,,,449.2059660299996,460.65659960000085,460.7140632999999,461.1820996999995,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ2.csv,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ3.csv,music\Q3\MT0014584473.wav,1,0,1,0,0,2,2,2,0,0,0,1,,461.1820996999995,473.15698800999945,473.19038159999945,485.1658136999995,497.21082462999897,508.6614007999997,508.7147889000007,509.18525260000024,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ3.csv,music\Q3\MT0009521580.wav,1,0,1,0,0,2,2,2,0,1,1,2,,,,,,509.1945499299995,520.6621668000007,520.6939679999996,521.1957261000007,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ3.csv,music\Q3\MT0012634038.wav,1,0,1,0,0,2,2,2,0,2,2,0,,,,,,521.1949231299999,532.6590551999998,532.7147337000006,533.1878292999991,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,18,4,True,2023-08-03_16h11.35.714,BrainplaybackQuadrants,2022.2.4,59.71175939491853,
