MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0026158301.wav,1,0,1,0,0,0,0,0,0,1,1,2,,,,,,385.6700354700002,397.1371020000006,397.174843599998,397.65971920000084,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ1.csv,music\Q1\MT0000392975.wav,1,0,1,0,0,0,0,0,0,2,2,0,,,,,,397.67071616999925,409.1375017999999,409.1755052999979,409.6585907999979,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ1.csv,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ3.csv,music\Q3\MT0014192212.wav,1,0,1,0,0,1,1,2,0,0,0,2,,409.6585907999979,421.6379117900007,421.671298199999,433.64449199999945,445.68879926999904,457.1391741999978,457.19397469999967,457.6586251999979,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ3.csv,music\Q3\MT0000255724.wav,1,0,1,0,0,1,1,2,0,1,1,0,,,,,,457.67284326999976,469.1395236999997,469.18433279999954,469.6562551999996,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ3.csv,music\Q3\MT0004922692.wav,1,0,1,0,0,1,1,2,0,2,2,1,,,,,,469.65625987999954,481.13991650000025,481.1638856999998,481.66322260000015,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ3.csv,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ2.csv,music\Q2\MT0006484633.wav,1,0,1,0,0,2,2,1,0,0,0,1,,481.66322260000015,493.64039728999813,493.67373229999794,505.64569330000086,517.6911729700001,529.1415467000006,529.194338199999,529.6598090000007,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ2.csv,music\Q2\MT0015962332.wav,1,0,1,0,0,2,2,1,0,1,1,2,,,,,,529.658586879998,541.1419814000001,541.164684299998,541.6599076999992,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ2.csv,music\Q2\MT0000377411.wav,1,0,1,0,0,2,2,1,0,2,2,0,,,,,,541.6586961800008,553.1424054999989,553.1643144000009,553.6680233000006,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ2.csv,,1,0,1,0,0,2,2,1,,,,,,,,,,,,,,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ4.csv,music\Q4\MT0028550964.wav,1,0,1,0,0,3,3,3,0,0,0,2,,553.6680233000006,565.64280549,565.676505200001,577.6466531000005,589.6935613700003,601.1439121999974,601.1942149999995,601.6650061,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ4.csv,music\Q4\MT0000218346.wav,1,0,1,0,0,3,3,3,0,1,1,0,,,,,,601.6773453700004,613.1447060999999,613.1844262999984,613.6611009000007,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ4.csv,music\Q4\MT0006164654.wav,1,0,1,0,0,3,3,3,0,2,2,1,,,,,,613.6610961799984,625.1448311999993,625.1647004000006,625.746538899999,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
MusicListQ4.csv,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,15,2,True,2023-04-04_17h03.26.465,BrainplaybackQuadrants,2022.2.4,59.63719118386236,
,,,,,,,,,,,,,,,,,,,,,,,,625.746538899999,649.7123408000007,649.7456294999974,650.7125732999993,,,,,,,,
