musics,n,order
music\Q3\MT0005155949.wav,1.0,1.0
music\Q3\MT0011899302.wav,1.0,0.0
music\Q3\MT0028698324.wav,1.0,2.0

extraInfo
participant,08
session,3
trigger,True
date,2023-02-13_18h35.05.501
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96577153526985
﻿musics,n,order
music\Q2\MT0006564487.wav,1.0,0.0
music\Q2\MT0012914763.wav,1.0,2.0
music\Q2\MT0029099688.wav,1.0,1.0

extraInfo
participant,08
session,3
trigger,True
date,2023-02-13_18h35.05.501
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96577153526985
﻿musics,n,order
music\Q1\MT0006367176.wav,1.0,1.0
music\Q1\MT0013914319.wav,1.0,2.0
music\Q1\MT0029492542.wav,1.0,0.0

extraInfo
participant,08
session,3
trigger,True
date,2023-02-13_18h35.05.501
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96577153526985
﻿musics,n,order
music\Q4\MT0006983241.wav,1.0,2.0
music\Q4\MT0015659520.wav,1.0,0.0
music\Q4\MT0030495725.wav,1.0,1.0

extraInfo
participant,08
session,3
trigger,True
date,2023-02-13_18h35.05.501
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96577153526985
﻿musics,n,order
music\Q3\MT0015004289.wav,1.0,2.0
music\Q3\MT0026905937.wav,1.0,0.0
music\Q3\MT0005262725.wav,1.0,1.0

extraInfo
participant,08
session,3
trigger,True
date,2023-02-13_18h35.05.501
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96577153526985
﻿musics,n,order
music\Q2\MT0026963572.wav,1.0,0.0
music\Q2\MT0028750297.wav,1.0,1.0
music\Q2\MT0006806145.wav,1.0,2.0

extraInfo
participant,08
session,3
trigger,True
date,2023-02-13_18h35.05.501
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96577153526985
﻿musics,n,order
music\Q1\MT0027035970.wav,1.0,0.0
music\Q1\MT0029065626.wav,1.0,1.0
music\Q1\MT0007057303.wav,1.0,2.0

extraInfo
participant,08
session,3
trigger,True
date,2023-02-13_18h35.05.501
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96577153526985
﻿musics,n,order
music\Q4\MT0029976595.wav,1.0,0.0
music\Q4\MT0030494794.wav,1.0,1.0
music\Q4\MT0007119529.wav,1.0,2.0

extraInfo
participant,08
session,3
trigger,True
date,2023-02-13_18h35.05.501
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96577153526985
