MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0005608787.wav,0,0,0,0,0,0,0,3,0,0,0,1,17.603809499996714,30.674092900007963,30.674092900007963,42.621573630021885,42.688300000038,54.624999699997716,66.67243079002947,78.12331380002433,78.17616040003486,78.65492930001346,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ4.csv,music\Q4\MT0008342962.wav,0,0,0,0,0,0,0,3,0,1,1,0,,,,,,,78.65653948998079,90.12371330003953,90.15696990001015,90.66634850000264,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ4.csv,music\Q4\MT0003778826.wav,0,0,0,0,0,0,0,3,0,2,2,2,,,,,,,90.67364742001519,102.1240603000042,102.17626259999815,102.64574770000763,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ4.csv,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ3.csv,music\Q3\MT0004232099.wav,0,0,0,0,0,1,1,2,0,0,0,1,,,102.64574770000763,114.62451433000388,114.65788240003167,126.62600520002889,138.6754349200055,150.12584380002227,150.1861945000128,150.65330140001606,126.62600520002889,138.67019420000724,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ3.csv,music\Q3\MT0006555035.wav,0,0,0,0,0,1,1,2,0,1,1,0,,,,,,,150.65920289000496,162.1262934000115,162.1661490999977,162.7218062999891,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ3.csv,music\Q3\MT0003053135.wav,0,0,0,0,0,1,1,2,0,2,2,2,,,,,,,162.72634690999985,174.12674550001975,174.23629209998762,174.6614574000123,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ3.csv,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ2.csv,music\Q2\MT0004447086.wav,0,0,0,0,0,2,2,1,0,0,0,2,,,174.6614574000123,186.62719642999582,186.66053600003943,198.63596189999953,210.6798809900065,222.1283047000179,222.20562319998862,222.67443389998516,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ2.csv,music\Q2\MT0005515169.wav,0,0,0,0,0,2,2,1,0,1,1,1,,,,,,,222.67837312002666,234.1288338000304,234.18571940000402,234.6590220000362,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ2.csv,music\Q2\MT0007535042.wav,0,0,0,0,0,2,2,1,0,2,2,0,,,,,,,234.66217368998332,246.129369900038,246.16552490001777,246.6618486000225,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ2.csv,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
MusicListQ1.csv,music\Q1\MT0003669917.wav,0,0,0,0,0,3,3,0,0,0,0,2,,,246.6618486000225,258.6292570300284,258.66324090003036,270.6359667000361,282.6972597200074,294.1309845999931,294.1971828000387,294.6560293000075,,,,,,,08,4,True,2023-02-13_18h46.03.605,BrainplaybackQuadrants,2022.2.4,59.96638284809497,
