MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0000336135.wav,0,0,0,0,0,0,0,3,0,0,0,2,13.335498200000075,23.459138299998813,35.4165057000002,35.46651009999914,47.41747629999918,47.41747629999918,59.43858569999975,59.45070099999939,70.91779700000006,70.95469450000019,71.43347899999935,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ4.csv,music\Q4\MT0000661847.wav,0,0,0,0,0,0,0,3,0,1,1,0,,,,,,,,71.4344710999998,82.91822990000037,82.94499249999899,83.43325929999992,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ4.csv,music\Q4\MT0006352493.wav,0,0,0,0,0,0,0,3,0,2,2,1,,,,,,,,83.43491789999862,94.91867449999882,94.94397089999984,95.42522529999951,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ4.csv,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ2.csv,music\Q2\MT0006520567.wav,0,0,0,0,0,1,1,1,0,0,0,1,,95.42522529999951,107.42159809999903,107.43828500000018,,119.42558829999871,,131.4725220999986,142.9231560999997,142.97603789999994,143.4449396,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ2.csv,music\Q2\MT0000456939.wav,0,0,0,0,0,1,1,1,0,1,1,2,,,,,,,,143.45624639999878,154.92328090000046,154.96598489999997,155.44972679999955,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ2.csv,music\Q2\MT0001419145.wav,0,0,0,0,0,1,1,1,0,2,2,0,,,,,,,,155.45665999999946,166.90712050000002,166.96602849999908,167.41790880000008,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ3.csv,music\Q3\MT0000300896.wav,0,0,0,0,0,2,2,2,0,0,0,2,,167.41790880000008,179.40780120000016,179.42422149999948,,191.41656839999996,,203.4584594999993,214.90876799999933,214.96569160000035,215.42453550000027,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ3.csv,music\Q3\MT0004988249.wav,0,0,0,0,0,2,2,2,0,1,1,1,,,,,,,,215.42581199999984,226.9092896000002,226.935590699999,227.42649279999932,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ3.csv,music\Q3\MT0000661250.wav,0,0,0,0,0,2,2,2,0,2,2,0,,,,,,,,227.42588060000014,238.90967479999927,238.93539969999983,239.42235309999887,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ3.csv,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ1.csv,music\Q1\MT0005832516.wav,0,0,0,0,0,3,3,0,0,0,0,1,,239.42235309999887,251.41006639999904,251.4271821000002,,263.41524019999997,,275.46095029999884,286.91132639999887,286.9660967999989,287.4311696999994,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ1.csv,music\Q1\MT0000442827.wav,0,0,0,0,0,3,3,0,0,1,1,2,,,,,,,,287.44476959999844,298.9117667999999,298.95556450000004,299.4319293999997,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ1.csv,music\Q1\MT0001236649.wav,0,0,0,0,0,3,3,0,0,2,2,0,,,,,,,,299.4451922999993,310.9122005999998,310.95745179999903,311.45832209999935,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ1.csv,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ2.csv,music\Q2\MT0015541501.wav,1,0,1,0,0,0,0,1,0,0,0,0,,311.45832209999935,323.44635149999993,323.4630388000005,,335.4564685999994,,347.4971979999987,358.9475851999996,359.0053427999992,359.463839,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
MusicListQ2.csv,music\Q2\MT0013822237.wav,1,0,1,0,0,0,0,1,0,1,1,1,,,,,,,,359.4639470999995,370.9476696999991,370.9649121000002,371.4731606000005,,,,,12,2,True,2023-03-22_17h41.21.269,BrainplaybackQuadrants,2022.2.4,59.70986974331711,
