MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0003601752.wav,0,0,0,0,0,0,0,2,0,0,0,0,48.45583369999986,63.19969459999993,75.15013424000044,75.20014110000011,87.16726889999882,99.20099201999928,110.65140849999989,110.71809559999929,111.18477319999874,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ3.csv,music\Q3\MT0030304982.wav,0,0,0,0,0,0,0,2,0,1,1,2,,,,,,111.18477081999971,122.65185569999994,122.70185169999968,123.18524210000032,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ3.csv,music\Q3\MT0011612883.wav,0,0,0,0,0,0,0,2,0,2,2,1,,,,,,123.1852048199993,134.6522800999992,134.7023049999989,135.16898519999995,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ3.csv,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ2.csv,music\Q2\MT0005029328.wav,0,0,0,0,0,1,1,1,0,0,0,0,,135.16898519999995,147.15274544000005,147.16941579999911,159.13651749999917,171.17028431999952,182.63739949999945,182.68738159999884,183.17072889999872,171.1702807999991,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ2.csv,music\Q2\MT0012168286.wav,0,0,0,0,0,1,1,1,0,1,1,1,,,,,,183.17072252000017,194.63780199999928,194.68782529999953,195.17116460000034,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ2.csv,music\Q2\MT0030271679.wav,0,0,0,0,0,1,1,1,0,2,2,2,,,,,,195.17115461999984,206.6382381000003,206.68826669999908,207.17160719999993,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ1.csv,music\Q1\MT0031996897.wav,0,0,0,0,0,2,2,0,0,0,0,2,,207.17160719999993,219.13869374000006,219.17203249999875,231.13916699999936,243.17289492,254.64000429999942,254.6899983000003,255.17334089999895,243.1728998999988,231.13916699999936,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ1.csv,music\Q1\MT0004683099.wav,0,0,0,0,0,2,2,0,0,1,1,0,,,,,,255.17333421999993,266.64042489999883,266.69042739999895,267.1737771999997,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ1.csv,music\Q1\MT0013590244.wav,0,0,0,0,0,2,2,0,0,2,2,1,,,,,,267.1737666200001,278.64085539999905,278.6909739999992,279.17421939999986,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ1.csv,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ4.csv,music\Q4\MT0014507179.wav,0,0,0,0,0,3,3,3,0,0,0,1,,279.17421939999986,291.1413117399987,291.17464029999974,303.1584396999988,315.19218071999916,326.64259539999875,326.70928789999925,327.17595079999955,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ4.csv,music\Q4\MT0031898123.wav,0,0,0,0,0,3,3,3,0,1,1,2,,,,,,327.17594692000006,338.6430354000004,338.6764113999998,339.1763919999994,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ4.csv,music\Q4\MT0005074629.wav,0,0,0,0,0,3,3,3,0,2,2,0,,,,,,339.17641211999893,350.6434809000002,350.6934801999996,351.21016249999957,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ4.csv,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ4.csv,music\Q4\MT0001877603.wav,1,0,1,0,0,0,0,3,0,0,0,2,,351.21016249999957,363.19392474000034,363.2106160000003,375.21107309999934,387.2447991200001,398.6952184999991,398.7618834999994,399.22858559999986,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ4.csv,music\Q4\MT0007342701.wav,1,0,1,0,0,0,0,3,0,1,1,0,,,,,,399.22857201999926,410.6956640999997,410.7456807999988,411.2290197000002,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ4.csv,music\Q4\MT0033410438.wav,1,0,1,0,0,0,0,3,0,2,2,1,,,,,,411.22901181999936,422.6961044999989,422.74611240000013,423.2294555999997,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ4.csv,,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ3.csv,music\Q3\MT0001982863.wav,1,0,1,0,0,1,1,2,0,0,0,2,,423.2294555999997,435.19655503999985,435.2298813999987,447.2136752999995,459.2474309200001,470.6978046000004,470.7478401999997,471.2312033999988,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ3.csv,music\Q3\MT0005981667.wav,1,0,1,0,0,1,1,2,0,1,1,0,,,,,,471.2312220199996,482.6982862999994,482.7482970000001,483.23161849999997,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ3.csv,music\Q3\MT0031693432.wav,1,0,1,0,0,1,1,2,0,2,2,1,,,,,,483.2316154199993,494.6987063999986,494.7487401999988,495.23208909999994,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ3.csv,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ1.csv,music\Q1\MT0032332758.wav,1,0,1,0,0,2,2,0,0,0,0,1,,495.23208909999994,507.19916343999995,507.23250670000016,519.2162592999994,531.2500447199994,542.7004674999989,542.7671453000003,543.2338110000001,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ1.csv,music\Q1\MT0002532237.wav,1,0,1,0,0,2,2,0,0,1,1,2,,,,,,543.2338057199989,554.700897499999,554.7509063999987,555.2342293000002,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ1.csv,music\Q1\MT0007443823.wav,1,0,1,0,0,2,2,0,0,2,2,0,,,,,,555.2342153200001,566.6846472999987,566.7513225000002,567.2180403999992,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ1.csv,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ2.csv,music\Q2\MT0033084992.wav,1,0,1,0,0,3,3,1,0,0,0,1,,567.2180403999992,579.1851264399991,579.2184598000003,591.2022803999989,603.2359856199995,614.6863942999989,614.7530783999991,615.2197493000003,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ2.csv,music\Q2\MT0006919878.wav,1,0,1,0,0,3,3,1,0,1,1,0,,,,,,615.2197719199988,626.6868502999987,626.7368255999991,627.2202082000003,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ2.csv,music\Q2\MT0003311798.wav,1,0,1,0,0,3,3,1,0,2,2,2,,,,,,627.220182819999,638.6872664000002,638.7372849999992,639.3206687000002,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
MusicListQ2.csv,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,19,2,True,2023-09-20_15h54.49.915,BrainplaybackQuadrants,2022.2.4,59.995668312285424,
