MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0001438043.wav,0,0,0,0,0,0,0,3,0,0,0,0,17.138588300000265,26.54860060000101,38.48234753000052,38.54903280000144,50.499457100000654,62.533260590000104,73.983655,74.05030540000007,74.5170061000008,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ4.csv,music\Q4\MT0000901959.wav,0,0,0,0,0,0,0,3,0,1,1,2,,,,,,74.51699248999994,85.98407540000153,86.03409640000064,86.51744440000039,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ4.csv,music\Q4\MT0001641228.wav,0,0,0,0,0,0,0,3,0,2,2,1,,,,,,86.51746879000147,97.98451150000074,98.03448650000064,98.50121870000112,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ4.csv,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ3.csv,music\Q3\MT0001193971.wav,0,0,0,0,0,1,1,2,0,0,0,2,,98.50121870000112,110.48496723000116,110.50164940000104,122.50206170000092,134.53584289000153,145.98625340000035,146.05293970000093,146.51962009999988,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ3.csv,music\Q3\MT0001542676.wav,0,0,0,0,0,1,1,2,0,1,1,0,,,,,,146.51963069000138,157.98668970000108,158.03675880000083,158.52003970000078,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ3.csv,music\Q3\MT0001920501.wav,0,0,0,0,0,1,1,2,0,2,2,1,,,,,,158.52004579000075,169.9871271000011,170.0372012000007,170.50382400000126,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ3.csv,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ2.csv,music\Q2\MT0002399275.wav,0,0,0,0,0,2,2,1,0,0,0,0,,170.50382400000126,182.48758103000054,182.5042487999999,194.5047093000012,206.5384551900004,217.9888744,218.0555557000007,218.5222268000016,194.5047093000012,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ2.csv,music\Q2\MT0003019852.wav,0,0,0,0,0,2,2,1,0,1,1,1,,,,,,218.52222499000143,229.9893090000005,230.03930180000134,230.5226631000005,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ2.csv,music\Q2\MT0001938929.wav,0,0,0,0,0,2,2,1,0,2,2,2,,,,,,230.52265469000102,241.98976570000013,242.03977730000042,242.5231126000017,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ2.csv,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ1.csv,music\Q1\MT0002053300.wav,0,0,0,0,0,3,3,0,0,0,0,0,,242.5231126000017,254.4902196300014,254.5235343000004,266.5073029000014,278.54107409000045,289.9914858000011,290.0415563000006,290.52483960000063,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ1.csv,music\Q1\MT0002297016.wav,0,0,0,0,0,3,3,0,0,1,1,1,,,,,,290.5248422900002,301.99192270000094,302.04195580000123,302.525273700001,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ1.csv,music\Q1\MT0001671399.wav,0,0,0,0,0,3,3,0,0,2,2,2,,,,,,302.5252753900002,313.99235540000154,314.04237319999993,314.5590520000005,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ1.csv,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ1.csv,music\Q1\MT0009213083.wav,1,0,1,0,0,0,0,0,0,0,0,2,,314.5590520000005,326.5428170300007,326.559511200001,338.5599065000006,350.59371839000033,362.0441230000015,362.1107961000016,362.5774521000003,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ1.csv,music\Q1\MT0002538335.wav,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,362.577461390001,374.0445587000013,374.0945440000014,374.5779156000008,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ1.csv,music\Q1\MT0008675527.wav,1,0,1,0,0,0,0,0,0,2,2,1,,,,,,374.57791139000057,386.04498760000024,386.09500070000104,386.57835870000054,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ1.csv,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ3.csv,music\Q3\MT0007438571.wav,1,0,1,0,0,1,1,2,0,0,0,2,,386.57835870000054,398.5454125300008,398.57876300000135,410.5625456000016,422.5963117900008,434.04673320000074,434.11338460000115,434.5801317000005,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ3.csv,music\Q3\MT0007043936.wav,1,0,1,0,0,1,1,2,0,1,1,1,,,,,,434.58008839000087,446.0471570000009,446.08048210000015,446.5805239000001,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ3.csv,music\Q3\MT0002006203.wav,1,0,1,0,0,1,1,2,0,2,2,0,,,,,,446.5805100900014,458.0476026000015,458.08099440000115,458.58095820000017,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ3.csv,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ4.csv,music\Q4\MT0010485603.wav,1,0,1,0,0,2,2,3,0,0,0,2,,458.58095820000017,470.5480626300001,470.58138940000026,482.5651605000003,494.59893449000066,506.0493458000001,506.11606180000126,506.58269480000126,482.5651605000003,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ4.csv,music\Q4\MT0009075362.wav,1,0,1,0,0,2,2,3,0,1,1,1,,,,,,506.5826891900013,518.0497866000005,518.0997998000003,518.5831233000008,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ4.csv,music\Q4\MT0001942272.wav,1,0,1,0,0,2,2,3,0,2,2,0,,,,,,518.5831292900001,530.0502239000016,530.1002290000015,530.5835737000016,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ4.csv,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ2.csv,music\Q2\MT0003326925.wav,1,0,1,0,0,3,3,1,0,0,0,0,,530.5835737000016,542.5506933300009,542.5840015000012,554.5678272000005,566.60154469,578.0352825000009,578.1186436000007,578.5686538000009,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ2.csv,music\Q2\MT0007697753.wav,1,0,1,0,0,3,3,1,0,1,1,1,,,,,,578.5686311900007,590.0357170000007,590.0857394000013,590.569070900001,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ2.csv,music\Q2\MT0008346862.wav,1,0,1,0,0,3,3,1,0,2,2,2,,,,,,590.56908139,602.0361716000007,602.0695028000009,602.6695524000006,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
MusicListQ2.csv,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,19,4,True,2023-09-20_16h20.24.700,BrainplaybackQuadrants,2022.2.4,59.98958580760819,
,,,,,,,,,,,,,,,,,,,,,,,,602.6695524000006,626.6203844000011,626.6703793000015,627.6204132000003,,,,,,,,
