musics,n,order
music\Q4\MT0001438043.wav,1.0,0.0
music\Q4\MT0001641228.wav,1.0,2.0
music\Q4\MT0000901959.wav,1.0,1.0

extraInfo
participant,19
session,4
trigger,True
date,2023-09-20_16h20.24.700
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.98958580760819
﻿musics,n,order
music\Q3\MT0001542676.wav,1.0,1.0
music\Q3\MT0001920501.wav,1.0,2.0
music\Q3\MT0001193971.wav,1.0,0.0

extraInfo
participant,19
session,4
trigger,True
date,2023-09-20_16h20.24.700
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.98958580760819
﻿musics,n,order
music\Q2\MT0002399275.wav,1.0,0.0
music\Q2\MT0003019852.wav,1.0,1.0
music\Q2\MT0001938929.wav,1.0,2.0

extraInfo
participant,19
session,4
trigger,True
date,2023-09-20_16h20.24.700
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.98958580760819
﻿musics,n,order
music\Q1\MT0002053300.wav,1.0,0.0
music\Q1\MT0002297016.wav,1.0,1.0
music\Q1\MT0001671399.wav,1.0,2.0

extraInfo
participant,19
session,4
trigger,True
date,2023-09-20_16h20.24.700
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.98958580760819
﻿musics,n,order
music\Q1\MT0002538335.wav,1.0,1.0
music\Q1\MT0008675527.wav,1.0,2.0
music\Q1\MT0009213083.wav,1.0,0.0

extraInfo
participant,19
session,4
trigger,True
date,2023-09-20_16h20.24.700
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.98958580760819
﻿musics,n,order
music\Q3\MT0002006203.wav,1.0,2.0
music\Q3\MT0007043936.wav,1.0,1.0
music\Q3\MT0007438571.wav,1.0,0.0

extraInfo
participant,19
session,4
trigger,True
date,2023-09-20_16h20.24.700
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.98958580760819
﻿musics,n,order
music\Q4\MT0001942272.wav,1.0,2.0
music\Q4\MT0009075362.wav,1.0,1.0
music\Q4\MT0010485603.wav,1.0,0.0

extraInfo
participant,19
session,4
trigger,True
date,2023-09-20_16h20.24.700
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.98958580760819
﻿musics,n,order
music\Q2\MT0003326925.wav,1.0,0.0
music\Q2\MT0007697753.wav,1.0,1.0
music\Q2\MT0008346862.wav,1.0,2.0

extraInfo
participant,19
session,4
trigger,True
date,2023-09-20_16h20.24.700
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.98958580760819
