MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0001671399.wav,0,0,0,0,0,0,0,0,0,0,0,2,17.427643200000603,29.629711400000815,41.5816813899999,41.632345899999564,53.588023300000714,65.63298316999989,77.08300170000075,77.13644530000056,77.62265269999989,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ1.csv,music\Q1\MT0002053300.wav,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,77.63335755999942,89.08400280000023,89.13853589999962,89.6126908999995,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ1.csv,music\Q1\MT0002297016.wav,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,89.61716427000046,101.0839135999995,101.11773110000104,101.5903374999998,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ1.csv,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ2.csv,music\Q2\MT0002399275.wav,0,0,0,0,0,1,1,1,0,0,0,0,,101.5903374999998,113.58482458999951,113.60162859999946,125.59015639999961,137.63563786999967,149.08560399999988,149.14989950000017,149.61166960000082,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ2.csv,music\Q2\MT0001938929.wav,0,0,0,0,0,1,1,1,0,1,1,2,,,,,,149.6193291699996,161.08666360000097,161.12711579999996,161.60764179999933,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ2.csv,music\Q2\MT0003019852.wav,0,0,0,0,0,1,1,1,0,2,2,1,,,,,,161.62017277000032,173.0870802999998,173.12959390000105,173.59696050000093,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ3.csv,music\Q3\MT0001920501.wav,0,0,0,0,0,2,2,2,0,0,0,1,,173.59696050000093,185.5874117900001,185.6035654999996,197.59904930000084,209.63758786999952,221.08817480000107,221.1479113000005,221.6059490000007,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ3.csv,music\Q3\MT0001193971.wav,0,0,0,0,0,2,2,2,0,1,1,2,,,,,,221.60535377999952,233.0886128000002,233.10746330000075,233.61002899999949,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ3.csv,music\Q3\MT0001542676.wav,0,0,0,0,0,2,2,2,0,2,2,0,,,,,,233.62178147000068,245.0896145000006,245.12719950000064,245.60270619999937,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
MusicListQ3.csv,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,16,4,True,2023-04-17_16h07.27.184,BrainplaybackQuadrants,2022.2.4,59.948624029043756,
