MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0033841575.wav,0,0,0,0,0,0,0,0,0,0,0,2,33.49921650000033,49.86270429999968,61.81312258000089,61.863120199999685,73.83020570000008,85.86396194000064,97.31437080000069,97.36440050000056,97.84769489999962,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ1.csv,music\Q1\MT0002222957.wav,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,97.84770934000026,109.31477959999938,109.36479060000056,109.8481369000001,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ1.csv,music\Q1\MT0003272751.wav,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,109.84814124000023,121.3151928999996,121.36521670000002,121.83188879999943,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ1.csv,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ2.csv,music\Q2\MT0034694413.wav,0,0,0,0,0,1,1,1,0,0,0,2,,121.83188879999943,133.81562598,133.83229589999974,145.83272209999996,157.86645774000007,169.31685780000043,169.38354740000068,169.8502736999999,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ2.csv,music\Q2\MT0002602057.wav,0,0,0,0,0,1,1,1,0,1,1,0,,,,,,169.85021354,181.31729090000044,181.36736940000083,181.8506371000003,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ2.csv,music\Q2\MT0004027946.wav,0,0,0,0,0,1,1,1,0,2,2,1,,,,,,181.85062933999924,193.30101950000062,193.3676935000003,193.81772880000062,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ4.csv,music\Q4\MT0034160981.wav,0,0,0,0,0,2,2,3,0,0,0,2,,193.81772880000062,205.80146907999932,205.8181256000007,217.81854229999954,229.85229434000084,241.30268740000065,241.3693903000003,241.83604750000086,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ4.csv,music\Q4\MT0001594582.wav,0,0,0,0,0,2,2,3,0,1,1,0,,,,,,241.83604034000072,253.30311169999914,253.3531440000006,253.8364660999996,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ4.csv,music\Q4\MT0003022328.wav,0,0,0,0,0,2,2,3,0,2,2,1,,,,,,253.83645613999997,265.30352420000054,265.3535530999998,265.83689500000037,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ3.csv,music\Q3\MT0001844620.wav,0,0,0,0,0,3,3,2,0,0,0,0,,265.83689500000037,277.80397357999954,277.8373107999996,289.82105299999967,301.8547978400007,313.3052138000003,313.37186160000056,313.8385450000005,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ3.csv,music\Q3\MT0002634024.wav,0,0,0,0,0,3,3,2,0,1,1,1,,,,,,313.8385605400004,325.3056094000003,325.3555830999994,325.83896470000036,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ3.csv,music\Q3\MT0033345959.wav,0,0,0,0,0,3,3,2,0,2,2,2,,,,,,325.8389624399993,337.30602530000033,337.3560273000003,337.8727185000007,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ3.csv,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ2.csv,music\Q2\MT0016743722.wav,1,0,1,0,0,0,0,1,0,0,0,2,,337.8727185000007,349.8564624800003,349.8731183,361.87355919999936,373.9073349399992,385.35769660000005,385.42439130000093,385.89105689999997,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ2.csv,music\Q2\MT0004293364.wav,1,0,1,0,0,0,0,1,0,1,1,1,,,,,,385.8910753400001,397.35811289999947,397.39144699999997,397.9081707000005,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ2.csv,music\Q2\MT0001333258.wav,1,0,1,0,0,0,0,1,0,2,2,0,,,,,,397.9081350200002,409.35853060000045,409.42523509999955,409.89190000000053,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ2.csv,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ3.csv,music\Q3\MT0014665667.wav,1,0,1,0,0,1,1,2,0,0,0,2,,409.89190000000053,421.85896207999957,421.8922992000007,433.8760665000009,445.90980363999967,457.3602009999995,457.42690310000035,457.8935569999994,433.8760665000009,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ3.csv,music\Q3\MT0000523076.wav,1,0,1,0,0,1,1,2,0,1,1,0,,,,,,457.89354943999984,469.36063020000074,469.41064000000006,469.8939843999997,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ3.csv,music\Q3\MT0003037596.wav,1,0,1,0,0,1,1,2,0,2,2,1,,,,,,469.89396983999956,481.3610408000004,481.41105659999994,481.8944038000009,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
MusicListQ3.csv,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,20,3,True,2023-09-26_15h26.09.445,BrainplaybackQuadrants,2022.2.4,59.9997360008976,
