musics,n,order
music\Q1\MT0002366291.wav,1.0,2.0
music\Q1\MT0007013069.wav,1.0,1.0
music\Q1\MT0001898830.wav,1.0,0.0

extraInfo
participant,18
session,2
trigger,True
date,2023-08-03_15h49.51.466
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.72841489700146
﻿musics,n,order
music\Q2\MT0003136077.wav,1.0,2.0
music\Q2\MT0006798861.wav,1.0,1.0
music\Q2\MT0002372242.wav,1.0,0.0

extraInfo
participant,18
session,2
trigger,True
date,2023-08-03_15h49.51.466
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.72841489700146
﻿musics,n,order
music\Q4\MT0001676671.wav,1.0,2.0
music\Q4\MT0007107079.wav,1.0,1.0
music\Q4\MT0001195535.wav,1.0,0.0

extraInfo
participant,18
session,2
trigger,True
date,2023-08-03_15h49.51.466
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.72841489700146
﻿musics,n,order
music\Q3\MT0001934726.wav,1.0,0.0
music\Q3\MT0005253065.wav,1.0,1.0
music\Q3\MT0001526386.wav,1.0,2.0

extraInfo
participant,18
session,2
trigger,True
date,2023-08-03_15h49.51.466
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.72841489700146
﻿musics,n,order
music\Q4\MT0013676763.wav,1.0,1.0
music\Q4\MT0001942272.wav,1.0,2.0
music\Q4\MT0028813196.wav,1.0,0.0

extraInfo
participant,18
session,2
trigger,True
date,2023-08-03_15h49.51.466
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.72841489700146
﻿musics,n,order
music\Q1\MT0012846850.wav,1.0,0.0
music\Q1\MT0002538335.wav,1.0,1.0
music\Q1\MT0026753827.wav,1.0,2.0

extraInfo
participant,18
session,2
trigger,True
date,2023-08-03_15h49.51.466
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.72841489700146
﻿musics,n,order
music\Q3\MT0011308097.wav,1.0,1.0
music\Q3\MT0002006203.wav,1.0,0.0
music\Q3\MT0014737299.wav,1.0,2.0

extraInfo
participant,18
session,2
trigger,True
date,2023-08-03_15h49.51.466
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.72841489700146
﻿musics,n,order
music\Q2\MT0011975274.wav,1.0,0.0
music\Q2\MT0003326925.wav,1.0,1.0
music\Q2\MT0017475710.wav,1.0,2.0

extraInfo
participant,18
session,2
trigger,True
date,2023-08-03_15h49.51.466
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.72841489700146
