MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0012151268.wav,0,0,0,0,0,0,0,3,0,0,0,2,19.40843330000098,36.636803999999756,36.636803999999756,48.58616784000096,48.636252199999944,60.591099200000826,72.62063478000056,84.08770499999991,84.13074340000094,84.59433030000037,,,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
MusicListQ4.csv,music\Q4\MT0012862507.wav,0,0,0,0,0,0,0,3,0,1,1,1,,,,,,,84.60435618000048,96.0905273999997,96.12112140000136,,,,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
MusicListQ4.csv,music\Q4\MT0012941049.wav,0,0,0,0,0,0,0,3,0,2,2,0,,,,,,,96.62138558000044,108.08864250000079,108.12184440000055,108.59237510000094,,,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
MusicListQ4.csv,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
MusicListQ3.csv,music\Q3\MT0010375510.wav,0,0,0,0,0,1,1,2,0,0,0,1,,,108.59237510000094,120.58900244000088,120.6056453000001,132.58941640000012,144.6232991199997,156.0903741000002,156.12989840000046,156.610212900001,132.58941640000012,144.61012350000055,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
MusicListQ3.csv,music\Q3\MT0009437817.wav,0,0,0,0,0,1,1,2,0,1,1,2,,,,,,,156.62378422000094,168.09078930000032,168.12996740000017,168.61453950000032,,,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
MusicListQ3.csv,music\Q3\MT0010739708.wav,0,0,0,0,0,1,1,2,0,2,2,0,,,,,,,168.6266587200009,180.09118190000117,180.151200100001,180.59784440000112,,,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
MusicListQ3.csv,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
MusicListQ2.csv,music\Q2\MT0011348776.wav,0,0,0,0,0,2,2,1,0,0,0,0,,,180.59784440000112,192.59166373999997,192.60840380000081,204.60039789999973,216.64260581999972,228.09293170000092,228.15026829999988,228.61273880000044,,,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
MusicListQ2.csv,music\Q2\MT0011145388.wav,0,0,0,0,0,2,2,1,0,1,1,1,,,,,,,228.6262800200004,240.0933184000005,240.13053540000146,240.61248150000029,,,,,,,sub-02,3,True,2023-01-04_16h41.59.436,BrainplaybackQuadrants,2022.2.4,59.643949479683606,
