MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ2.csv,music\Q2\MT0009421924.wav,1,0,1,0,0,0,0,1,0,0,0,1,,353.77691609999965,365.77363576999886,365.79034149999825,377.7740528999984,377.7740528999984,389.8245063799994,401.2749008999999,401.33218829999896,401.80682199999865,389.81440439999824,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ2.csv,music\Q2\MT0003782002.wav,1,0,1,0,0,0,0,1,0,1,1,2,,,,,,,401.8082426099987,413.2753236999997,413.31266029999824,413.80366589999903,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ2.csv,music\Q2\MT0013313448.wav,1,0,1,0,0,0,0,1,0,2,2,0,,,,,,,413.80867840999923,425.27500939999845,425.31024179999986,425.8228189999991,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ2.csv,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ4.csv,music\Q4\MT0011886148.wav,1,0,1,0,0,1,1,3,0,0,0,1,,425.8228189999991,437.77620716999917,437.82623089999834,,449.783115799999,461.8437659799991,473.27747969999837,473.35241699999824,473.80483129999993,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ4.csv,music\Q4\MT0002698827.wav,1,0,1,0,0,1,1,3,0,1,1,2,,,,,,,473.8108544099992,485.2772355999987,485.31157209999947,485.8028323999988,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ4.csv,music\Q4\MT0015706588.wav,1,0,1,0,0,1,1,3,0,2,2,0,,,,,,,485.8105991099997,497.2785423999994,497.32368739999947,497.82682269999896,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ4.csv,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ1.csv,music\Q1\MT0014576739.wav,1,0,1,0,0,2,2,0,0,0,0,0,,497.82682269999896,509.77896956999865,509.8289556999989,,521.7627352999989,533.8131677800001,545.2628185999984,545.3132099999984,545.7895304999984,533.8069684999991,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ1.csv,music\Q1\MT0003144898.wav,1,0,1,0,0,2,2,0,0,1,1,2,,,,,,,545.7960760099992,557.2638324,557.3028765999989,557.7877607999999,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ1.csv,music\Q1\MT0010900969.wav,1,0,1,0,0,2,2,0,0,2,2,1,,,,,,,557.79718311,569.2642520999998,569.3007475999984,569.8139906999986,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ1.csv,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ3.csv,music\Q3\MT0011969592.wav,1,0,1,0,0,3,3,2,0,0,0,0,,569.8139906999986,581.7647047699986,581.8147703999985,,593.7678956,605.8322288799999,617.2659797999986,617.342432899999,617.7902174999999,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ3.csv,music\Q3\MT0008841966.wav,1,0,1,0,0,3,3,2,0,1,1,1,,,,,,,617.7993258099992,629.2657393999998,629.3005861999991,629.7909396999985,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ3.csv,music\Q3\MT0002142155.wav,1,0,1,0,0,3,3,2,0,2,2,2,,,,,,,629.7997457099988,641.2668390999988,641.3128596999995,641.8959228999993,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
MusicListQ3.csv,,1,0,1,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,16,1,True,2023-04-17_15h34.04.088,BrainplaybackQuadrants,2022.2.4,59.929546825058424,
,,,,,,,,,,,,,,,,,,,,,,,,,641.8959228999993,665.8677614999997,665.9010575999982,666.8677705999999,,,,,,,,
