musics,n,order
music\Q2\MT0005029328.wav,1.0,1.0
music\Q2\MT0012168286.wav,1.0,2.0
music\Q2\MT0030271679.wav,1.0,0.0

extraInfo
participant,16
session,2
trigger,True
date,2023-04-17_15h45.24.176
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.95182271527042
﻿musics,n,order
music\Q3\MT0003601752.wav,1.0,2.0
music\Q3\MT0011612883.wav,1.0,1.0
music\Q3\MT0030304982.wav,1.0,0.0

extraInfo
participant,16
session,2
trigger,True
date,2023-04-17_15h45.24.176
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.95182271527042
﻿musics,n,order
music\Q4\MT0005074629.wav,1.0,2.0
music\Q4\MT0014507179.wav,1.0,0.0
music\Q4\MT0031898123.wav,1.0,1.0

extraInfo
participant,16
session,2
trigger,True
date,2023-04-17_15h45.24.176
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.95182271527042
﻿musics,n,order
music\Q1\MT0004683099.wav,1.0,0.0
music\Q1\MT0013590244.wav,1.0,2.0
music\Q1\MT0031996897.wav,1.0,1.0

extraInfo
participant,16
session,2
trigger,True
date,2023-04-17_15h45.24.176
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.95182271527042
﻿musics,n,order
music\Q1\MT0007443823.wav,1.0,2.0
music\Q1\MT0032332758.wav,1.0,1.0
music\Q1\MT0002532237.wav,1.0,0.0

extraInfo
participant,16
session,2
trigger,True
date,2023-04-17_15h45.24.176
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.95182271527042
﻿musics,n,order
music\Q2\MT0006919878.wav,1.0,0.0
music\Q2\MT0033084992.wav,1.0,1.0
music\Q2\MT0003311798.wav,1.0,2.0

extraInfo
participant,16
session,2
trigger,True
date,2023-04-17_15h45.24.176
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.95182271527042
﻿musics,n,order
music\Q3\MT0005981667.wav,1.0,2.0
music\Q3\MT0031693432.wav,1.0,0.0
music\Q3\MT0001982863.wav,1.0,1.0

extraInfo
participant,16
session,2
trigger,True
date,2023-04-17_15h45.24.176
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.95182271527042
﻿musics,n,order
music\Q4\MT0007342701.wav,1.0,0.0
music\Q4\MT0033410438.wav,1.0,1.0
music\Q4\MT0001877603.wav,1.0,2.0

extraInfo
participant,16
session,2
trigger,True
date,2023-04-17_15h45.24.176
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.95182271527042
