MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0008511909.wav,0,0,0,0,0,2,2,1,0,2,2,0,,,,,,228.70355105,240.17055960000016,240.2205737000004,240.70391560000007,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ2.csv,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ1.csv,music\Q1\MT0015742096.wav,0,0,0,0,0,3,3,0,0,0,0,2,,240.70391560000007,252.67099945000064,252.7043207000006,264.6880834000003,276.7385369000003,288.1722413000007,288.25559370000065,288.70557090000057,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ1.csv,music\Q1\MT0001605268.wav,0,0,0,0,0,3,3,0,0,1,1,1,,,,,,288.7056101500002,300.17262819999996,300.2226651000001,300.7059848000008,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ1.csv,music\Q1\MT0009845275.wav,0,0,0,0,0,3,3,0,0,2,2,0,,,,,,300.70602165000037,312.17305470000065,312.2230494000005,312.7397439000006,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ1.csv,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ4.csv,music\Q4\MT0010842738.wav,1,0,1,0,0,0,0,3,0,0,0,1,,312.7397439000006,324.7234969500005,324.74015280000003,336.74070070000016,348.7743645500004,360.22471980000046,360.27473869999994,360.75809650000065,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ4.csv,music\Q4\MT0000922312.wav,1,0,1,0,0,0,0,3,0,1,1,2,,,,,,360.75811565000004,372.22513810000055,372.2751541000007,372.7584964000007,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ4.csv,music\Q4\MT0028813196.wav,1,0,1,0,0,0,0,3,0,2,2,0,,,,,,372.7585253500001,384.22557190000043,384.27557909999996,384.7589205000004,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ4.csv,,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ1.csv,music\Q1\MT0026753827.wav,1,0,1,0,0,1,1,0,0,0,0,0,,384.7589205000004,396.72605425000074,396.75934270000016,408.7430856000001,420.77687485000024,432.2272423000004,432.2938931000008,432.7605828000005,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ1.csv,music\Q1\MT0001680969.wav,1,0,1,0,0,1,1,0,0,1,1,2,,,,,,432.7606116500001,444.2276388,444.2777646000004,444.7609934000002,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ1.csv,music\Q1\MT0009897495.wav,1,0,1,0,0,1,1,0,0,2,2,1,,,,,,444.76102445000015,456.2280713,456.2780792000003,456.7614200000007,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ1.csv,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ2.csv,music\Q2\MT0001962373.wav,1,0,1,0,0,2,2,1,0,0,0,2,,456.7614200000007,468.72850585000015,468.7618377000008,480.7456050999999,492.77937045,504.22972539999955,504.2963726000007,504.779759,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ2.csv,music\Q2\MT0017475710.wav,1,0,1,0,0,2,2,1,0,1,1,0,,,,,,504.7797961999995,516.2301596999996,516.2968363000009,516.7635305000013,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ2.csv,music\Q2\MT0008570712.wav,1,0,1,0,0,2,2,1,0,2,2,1,,,,,,516.7635239499996,528.2305739000012,528.2805737999997,528.7639270000009,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ2.csv,,1,0,1,0,0,2,2,1,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ3.csv,music\Q3\MT0001284801.wav,1,0,1,0,0,3,3,2,0,0,0,2,,528.7639270000009,540.7310017500004,540.7643441999999,552.7147413000012,564.7485389499998,576.2155343000004,576.2655935000012,576.7489195999997,564.7485016,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ3.csv,music\Q3\MT0014737299.wav,1,0,1,0,0,3,3,2,0,1,1,0,,,,,,576.7489498499999,588.2159757,588.2659966000001,588.7493318999996,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ3.csv,music\Q3\MT0007652281.wav,1,0,1,0,0,3,3,2,0,2,2,1,,,,,,588.7493977499998,600.2163799,600.2664128000006,600.849803600001,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ3.csv,,1,0,1,0,0,3,3,2,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
,,,,,,,,,,,,,,,,,,,,,,,,600.849803600001,624.7839262000007,624.8505812000012,625.7839455000003,,,,,,,,
