MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0001052263.wav,0,0,0,0,0,0,0,2,0,0,0,1,10.503176100000019,24.729730300000483,36.66347225000027,36.73014779999994,48.680578100000275,60.71435625000049,72.16471060000003,72.21474330000001,72.69805290000022,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ3.csv,music\Q3\MT0007583962.wav,0,0,0,0,0,0,0,2,0,1,1,0,,,,,,72.69808745000046,84.165121,84.21515380000073,84.69848510000065,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ3.csv,music\Q3\MT0013044535.wav,0,0,0,0,0,0,0,2,0,2,2,2,,,,,,84.69850504999977,96.1655694000001,96.21555590000025,96.68223840000064,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ3.csv,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ4.csv,music\Q4\MT0000888329.wav,0,0,0,0,0,1,1,3,0,0,0,1,,96.68223840000064,108.66598475000046,108.68264140000065,120.68305770000006,132.73352700000032,144.16721030000008,144.25060230000054,144.70058130000052,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ4.csv,music\Q4\MT0017672677.wav,0,0,0,0,0,1,1,3,0,1,1,2,,,,,,144.7005961499999,156.16762650000055,156.21762300000046,156.7009906000003,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ4.csv,music\Q4\MT0010810859.wav,0,0,0,0,0,1,1,3,0,2,2,0,,,,,,156.70100935000028,168.16804010000033,168.21804100000008,168.70147400000042,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ4.csv,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ2.csv,music\Q2\MT0001927746.wav,0,0,0,0,0,2,2,1,0,0,0,1,,168.70147400000042,180.66849485000057,180.70182300000033,192.68558180000036,204.73602949999986,216.16970930000025,216.25307909999992,216.70306960000016,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
MusicListQ2.csv,music\Q2\MT0013885218.wav,0,0,0,0,0,2,2,1,0,1,1,2,,,,,,216.7031052500006,228.17012450000038,228.22020690000045,228.72015230000034,,,,,,20,1,True,2023-09-26_15h03.54.014,BrainplaybackQuadrants,2022.2.4,59.9980080661345,
