MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0011959819.wav,1,0,1,0,0,0,0,1,0,2,2,2,,,,,,379.0961092199985,390.5615237999991,390.6188020999998,391.1079689999988,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ2.csv,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ4.csv,music\Q4\MT0013486354.wav,1,0,1,0,0,1,1,3,0,0,0,2,,391.1079689999988,403.06204153999863,403.111965099999,415.0694362999984,427.11446911999957,438.5631485999984,438.63886639999873,439.09501869999986,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ4.csv,music\Q4\MT0004867564.wav,1,0,1,0,0,1,1,3,0,1,1,1,,,,,,439.09655121999896,450.56363379999857,450.5995920999994,451.09045979999973,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ4.csv,music\Q4\MT0000092267.wav,1,0,1,0,0,1,1,3,0,2,2,0,,,,,,451.0969799199982,462.5639986999995,462.5989882999984,463.11434759999975,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ4.csv,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ1.csv,music\Q1\MT0000082187.wav,1,0,1,0,0,2,2,0,0,0,0,0,,463.11434759999975,475.0644837399992,475.1144499999991,487.04985769999985,499.11532885999844,510.56570889999966,510.6287066999994,511.09346509999887,499.1067676999992,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ1.csv,music\Q1\MT0012742379.wav,1,0,1,0,0,2,2,0,0,1,1,2,,,,,,511.0990799199979,522.5494860999988,522.6086668999997,523.0739314999992,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ1.csv,music\Q1\MT0004447226.wav,1,0,1,0,0,2,2,0,0,2,2,1,,,,,,523.0828617199994,534.5500855999999,534.5977581999996,535.1001875999991,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ1.csv,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ3.csv,music\Q3\MT0011158114.wav,1,0,1,0,0,3,3,2,0,0,0,2,,535.1001875999991,547.0501569399981,547.1001506999983,559.0586860999992,571.117638959999,582.5514154999983,582.6279979999999,583.0831087999995,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ3.csv,music\Q3\MT0003530174.wav,1,0,1,0,0,3,3,2,0,1,1,1,,,,,,583.0847950199994,594.5518354999986,594.586853499999,595.0798361999987,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ3.csv,music\Q3\MT0000044741.wav,1,0,1,0,0,3,3,2,0,2,2,0,,,,,,595.0852071199996,606.5519347999998,606.5881038999996,607.1569222999988,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
MusicListQ3.csv,,1,0,1,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,10,4,True,2023-03-02_15h30.09.550,BrainplaybackQuadrants,2022.2.4,59.94955844194191,
,,,,,,,,,,,,,,,,,,,,,,,,,607.1569222999988,631.1197876999995,631.1697845999988,632.1199738999985,,,,,,,,
