MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ2.csv,music\Q2\MT0003782002.wav,1,0,1,0,0,0,0,1,0,0,0,2,,,323.9205930999997,335.9202555499987,335.92037529999834,347.9234562999991,347.9234562999991,,359.971047349999,371.42153599999983,371.4728781999984,371.94571019999967,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ2.csv,music\Q2\MT0009421924.wav,1,0,1,0,0,0,0,1,0,1,1,1,,,,,,,,,371.9549224499997,383.4220974999989,383.46377609999945,383.93824069999937,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ2.csv,music\Q2\MT0013313448.wav,1,0,1,0,0,0,0,1,0,2,2,0,,,,,,,,,383.9386360999997,395.42249959999936,395.4429934999989,395.93821279999975,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ2.csv,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ4.csv,music\Q4\MT0011886148.wav,1,0,1,0,0,1,1,3,0,0,0,1,,,395.93821279999975,407.9230801499989,407.9397670999988,,419.90668189999997,431.9149854999996,431.92378299999837,443.40767139999843,443.4342987,443.91175079999994,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ4.csv,music\Q4\MT0015706588.wav,1,0,1,0,0,1,1,3,0,1,1,0,,,,,,,,,443.92433009999877,455.4081417999987,455.4248742999989,455.91378469999836,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ4.csv,music\Q4\MT0002698827.wav,1,0,1,0,0,1,1,3,0,2,2,2,,,,,,,,,455.92482629999904,467.4085043999985,467.4253106999986,467.92588329999853,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ4.csv,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ3.csv,music\Q3\MT0002142155.wav,1,0,1,0,0,2,2,2,0,0,0,2,,,467.92588329999853,479.9090372499986,479.92568989999927,,491.91314709999824,,503.95997024999906,515.4105435999991,515.476149099999,515.9160374999992,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ3.csv,music\Q3\MT0011969592.wav,1,0,1,0,0,2,2,2,0,1,1,0,,,,,,,,,515.9271943999993,527.4108597999984,527.4353572999989,527.9166007999993,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ3.csv,music\Q3\MT0008841966.wav,1,0,1,0,0,2,2,2,0,2,2,1,,,,,,,,,527.9276504999998,539.4113778999999,539.4345479999993,539.9320048999998,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ1.csv,music\Q1\MT0014576739.wav,1,0,1,0,0,3,3,0,0,0,0,0,,,539.9320048999998,551.9118329499988,551.945336499999,563.9161662999995,563.9161662999995,,575.9460664999988,587.4130876999989,587.4540029999989,587.9285806999997,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ1.csv,music\Q1\MT0003144898.wav,1,0,1,0,0,3,3,0,0,1,1,2,,,,,,,,,587.9299121999993,599.4136332999988,599.4337525999999,599.9272313999991,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ1.csv,music\Q1\MT0010900969.wav,1,0,1,0,0,3,3,0,0,2,2,1,,,,,,,,,599.930292699999,611.4140740999992,611.4351331999987,611.9996287999984,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
MusicListQ1.csv,,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,sub-02,1,True,2023-01-04_16h19.12.938,BrainplaybackQuadrants,2022.2.4,59.89810134982964,
,,,,,,,,,,,,,,,,,,,,,,,,,,611.9996287999984,635.9649781999997,636.0148717999982,636.9650045999988,,,,,,,,
