MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0013389935.wav,0,0,0,0,0,0,0,0,0,0,0,2,17.71066250000149,29.2527486999752,29.2527486999752,41.20428780000657,41.25424430001294,53.20501839998178,65.21811419998994,65.22258870000951,76.70639599999413,76.733070999966,77.23405400000047,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ1.csv,music\Q1\MT0007057303.wav,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,77.23973979998846,88.70683179999469,88.75211080000736,89.23409009998431,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ1.csv,music\Q1\MT0013350034.wav,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,,,89.24015269998927,100.70724299998255,100.7427078000037,101.2370654999977,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ1.csv,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ4.csv,music\Q4\MT0014475915.wav,0,0,0,0,0,1,1,3,0,0,0,1,,,101.2370654999977,113.2076702999766,113.24112670001341,125.21287629997823,,137.25851839996176,148.70896590000484,148.76266950002173,149.2346301000216,125.21287629997823,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ4.csv,music\Q4\MT0007119529.wav,0,0,0,0,0,1,1,3,0,1,1,0,,,,,,,,149.2422826999682,160.7093698999961,160.75250509998295,161.23420850001276,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ4.csv,music\Q4\MT0014489361.wav,0,0,0,0,0,1,1,3,0,2,2,2,,,,,,,,161.24272259999998,172.7098489999771,172.752190899977,173.23648319998756,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ4.csv,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ2.csv,music\Q2\MT0012116237.wav,0,0,0,0,0,2,2,1,0,0,0,1,,,173.23648319998756,185.2102409999934,185.24363929999527,197.22328059998108,,209.24431129998993,220.7113467999734,220.7516169999726,221.23717719997512,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ2.csv,music\Q2\MT0006806145.wav,0,0,0,0,0,2,2,1,0,1,1,0,,,,,,,,221.24467079999158,232.7118085999973,232.75151789997471,233.2379197999835,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
